ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = BackendBase(none, address=none)
id = 4
timecol 'time/s' for: 'Ewe/V' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 11

time/s,	Ewe/V,	<I>/mA,	selector
12684.514392614365,	0.051111232,	-0.0001121970218693606,	0
12685.514392614365,	0.051130336,	-0.000112150880756235,	0
12686.514392614365,	0.051126454,	-0.0001120704190005199,	0
12687.514392614365,	0.051130336,	-0.0001121697007882179,	0
12688.514392375946,	0.051122651,	-0.0001121041986218189,	0
12689.514392375946,	0.051107354,	-0.0001120620315115959,	0
12690.514392375946,	0.05114175,	-0.0001120218690935874,	0
12691.514392375946,	0.051145632,	-0.0001120889071011334,	0
12692.514392375946,	0.051149361,	-0.0001118932869212585,	0
12693.514392375946,	0.051157046,	-0.0001119158755122045,	0
12694.514392375946,	0.051107354,	-0.0001120286582947303,	0
12695.514392375946,	0.051126454,	-0.0001118871990256594,	0
12696.514392375946,	0.051099744,	-0.0001119854678574485,	0
12697.514392375946,	0.051107354,	-0.0001119263930930178,	0
12698.514392375946,	0.051103547,	-0.0001118978255632101,	0
12699.514392375946,	0.051088251,	-0.0001117301563524963,	0
12700.514392375946,	0.05108064,	-0.000111806587305182,	0
12701.514392375946,	0.051134139,	-0.0001118011368624139,	0
12702.514392375946,	0.051084448,	-0.000111779861770629,	0
12703.514392375946,	0.051095936,	-0.0001116184456084741,	0
12704.514392375946,	0.051111232,	-0.0001117607750638854,	0
12705.514392375946,	0.05111504,	-0.0001115058028572095,	0
12706.514392375946,	0.051118843,	-0.0001115211124313646,	0
12707.514392375946,	0.051183835,	-0.0001115077663685952,	0
12708.514392137527,	0.051153168,	-0.0001115463925350927,	0
12709.514392137527,	0.051130336,	-0.0001115488430325058,	0
12710.514392137527,	0.051126454,	-0.0001115378309943481,	0
12711.514392137527,	0.051095862,	-0.000111497440798121,	0
12712.514392137527,	0.051157046,	-0.0001114278095621559,	0
12713.514392137527,	0.051130261,	-0.0001114524656804865,	0
12714.514392137527,	0.051103547,	-0.0001114272139609968,	0
12715.514392137527,	0.051095936,	-0.0001113465421316505,	0
12716.514392137527,	0.051092058,	-0.0001113231191644445,	0
12717.514392137527,	0.051134065,	-0.00011129812919171,	0
12718.514392137527,	0.051103547,	-0.000111250389811903,	0
12719.514392137527,	0.051126529,	-0.0001112945723834857,	0
12720.514392137527,	0.051153243,	-0.0001111687336553587,	0
12721.514392137527,	0.051114965,	-0.0001110675407253441,	0
12722.514392137527,	0.051130261,	-0.0001111710779732678,	0
12723.514392137527,	0.051137947,	-0.0001110623676104298,	0
12724.514392137527,	0.051195253,	-0.0001109559075892322,	0
12725.514392137527,	0.05111504,	-0.0001111366251636357,	0
12726.514392137527,	0.051176149,	-0.0001110612923795997,	0
12727.514392137527,	0.051122651,	-0.0001110855775834354,	0
12728.514391899109,	0.05114175,	-0.0001110656907436351,	0
12729.514391899109,	0.051069148,	-0.0001110928774920467,	0
12730.514391899109,	0.051137947,	-0.0001110465293808375,	0
12731.514391899109,	0.051084444,	-0.0001110378691606458,	0
12732.514391899109,	0.051084448,	-0.0001109592337154027,	0
12733.514391899109,	0.051118843,	-0.0001110340590181296,	0
12734.514391899109,	0.05114175,	-0.0001109189911003341,	0
12735.514391899109,	0.051168539,	-0.0001108570174976199,	0
12736.514391899109,	0.051195249,	-0.000110909212390834,	0
12737.514391899109,	0.051099669,	-0.0001109359121324817,	0
12738.514391899109,	0.051157046,	-0.0001108279346786732,	0
12739.514391899109,	0.051072955,	-0.0001107870573920081,	0
12740.514391899109,	0.051122651,	-0.0001105977110601088,	0
12741.514391899109,	0.051153168,	-0.0001106993656481791,	0
12742.514391899109,	0.051122651,	-0.0001107880388553895,	0
12743.514391899109,	0.051172268,	-0.0001106330707836608,	0
12744.514391899109,	0.051114965,	-0.0001108281698441716,	0
12745.514391899109,	0.051111158,	-0.0001106914696963942,	0
12746.514391899109,	0.051130261,	-0.0001106579803898058,	0
12747.514391899109,	0.051118843,	-0.0001105049965517538,	0
12748.51439166069,	0.051149361,	-0.0001105149257025915,	0
12749.51439166069,	0.051126454,	-0.0001105050353427941,	0
12750.51439166069,	0.051134139,	-0.0001104608318702958,	0
12751.51439166069,	0.051168539,	-0.0001105849040613975,	0
12752.51439166069,	0.05118376,	-0.0001104395046793798,	0
12753.51439166069,	0.051126454,	-0.0001104788925895264,	0
12754.51439166069,	0.051176149,	-0.0001104440045484809,	0
12755.51439166069,	0.051107354,	-0.0001105614600921399,	0
12756.51439166069,	0.051134139,	-0.0001105198576544356,	0
12757.51439166069,	0.051176149,	-0.0001104194780535183,	0
12758.51439166069,	0.051134139,	-0.0001103679357365764,	0
12759.51439166069,	0.051149361,	-0.0001102618154502125,	0
12760.51439166069,	0.051157046,	-0.0001102875232441876,	0
12761.51439166069,	0.051130336,	-0.0001102788631545991,	0
12762.51439166069,	0.051107429,	-0.0001101909151751897,	0
12763.51439166069,	0.051160853,	-0.0001101682385415193,	0
12764.51439166069,	0.051065344,	-0.0001104055985713786,	0
12765.51439166069,	0.051122651,	-0.0001101714427830303,	0
12766.51439166069,	0.051172342,	-0.000110311938320956,	0
12767.514391422272,	0.051164731,	-0.0001101327623022374,	0
12768.514391422272,	0.051191445,	-0.0001100617862422951,	0
12769.514391422272,	0.051126454,	-0.0001101110464238445,	0
12770.514391422272,	0.051172342,	-0.0001099500891148636,	0
12771.514391422272,	0.051187564,	-0.0001099436647265975,	0
12772.514391422272,	0.051176149,	-0.0001100123604512193,	0
12773.514391422272,	0.051149435,	-0.0001099629065080081,	0
12774.514391422272,	0.051111158,	-0.0001098052333774831,	0
12775.514391422272,	0.051130336,	-0.0001099129266309321,	0
12776.514391422272,	0.051107354,	-0.0001097520184921452,	0
12777.514391422272,	0.051145632,	-0.0001098522969383339,	0
12778.514391422272,	0.051122651,	-0.0001099299923866056,	0
12779.514391422272,	0.051225841,	-0.0001097277018765456,	0
12780.514391422272,	0.051149361,	-0.0001098130983598821,	0
12781.514391422272,	0.051130261,	-0.000109840373042971,	0
12782.514391422272,	0.051107354,	-0.0001098158777342179,	0
12783.514391422272,	0.051157046,	-0.0001098296098440187,	0
12784.514391422272,	0.05111504,	-0.0001097334499092543,	0
12785.514391422272,	0.051164657,	-0.0001096723954105983,	0
12786.514391422272,	0.051172342,	-0.0001097548963436566,	0
12787.514391183853,	0.051157046,	-0.0001096962174095099,	0
12788.514391183853,	0.051145557,	-0.0001096986500509958,	0
12789.514391183853,	0.051137947,	-0.0001095775152156421,	0
12790.514391183853,	0.051114965,	-0.0001096341919794215,	0
12791.514391183853,	0.051134139,	-0.0001095602292443801,	0
12792.514391183853,	0.05111504,	-0.0001095407982400504,	0
12793.514391183853,	0.051191445,	-0.0001094062922056766,	0
12794.514391183853,	0.051126454,	-0.0001093089406014772,	0
12795.514391183853,	0.051126529,	-0.0001095066225701886,	0
12796.514391183853,	0.051164657,	-0.0001094050512976538,	0
12797.514391183853,	0.05114175,	-0.0001092715368780776,	0
12798.514391183853,	0.051160853,	-0.0001091319456812925,	0
12799.514391183853,	0.051160853,	-0.0001092193394521021,	0
12800.514391183853,	0.05114175,	-0.0001091358079727797,	0
12801.514391183853,	0.051137947,	-0.0001089842432942536,	0
12802.514391183853,	0.051172342,	-0.0001089929496520199,	0
12803.514391183853,	0.051118769,	-0.0001089771638886304,	0
12804.514391183853,	0.051179953,	-0.0001090001799231688,	0
12805.514391183853,	0.051145557,	-0.0001090528201260895,	0
12806.514391183853,	0.051153243,	-0.0001090745467299714,	0
12807.514390945435,	0.051134139,	-0.0001089417291303112,	0
12808.514390945435,	0.051176075,	-0.0001091715043286972,	0
12809.514390945435,	0.051103547,	-0.0001090482070030705,	0
12810.514390945435,	0.051153168,	-0.0001089402681944194,	0
12811.514390945435,	0.051130261,	-0.0001089991536908203,	0
12812.514390945435,	0.051114965,	-0.0001090166215697538,	0
12813.514390945435,	0.051134139,	-0.0001089107783518557,	0
12814.514390945435,	0.051206741,	-0.0001089563237219409,	0
12815.514390945435,	0.051164731,	-0.0001089220702582684,	0
12816.514390945435,	0.051157046,	-0.0001088345126561766,	0
12817.514390945435,	0.051145557,	-0.0001087780592810305,	0
12818.514390945435,	0.051103547,	-0.0001088145276175056,	0
12819.514390945435,	0.051126529,	-0.000108805352251511,	0
12820.514390945435,	0.051149435,	-0.0001087680319040375,	0
12821.514390945435,	0.051069152,	-0.0001086632820566593,	0
12822.514390945435,	0.05111504,	-0.0001086353023762063,	0
12823.514390945435,	0.051092129,	-0.0001086637690415958,	0
12824.514390945435,	0.051130261,	-0.0001085558300015692,	0
12825.514390945435,	0.051172268,	-0.0001085725695491419,	0
12826.514390707016,	0.051126454,	-0.0001085687487684486,	0
12827.514390707016,	0.051134139,	-0.0001084918978915084,	0
12828.514390707016,	0.051164657,	-0.0001084560330447859,	0
12829.514390707016,	0.051134065,	-0.0001085322002931207,	0
12830.514390707016,	0.051134139,	-0.0001084077704239465,	0
12831.514390707016,	0.051168539,	-0.0001084879060741515,	0
12832.514390707016,	0.051187638,	-0.0001085391994987731,	0
12833.514390707016,	0.051160853,	-0.0001084536393311285,	0
12834.514390707016,	0.051176075,	-0.0001084645038747113,	0
12835.514390707016,	0.051145632,	-0.0001084905273375627,	0
12836.514390707016,	0.05118376,	-0.0001085235505164747,	0
12837.514390707016,	0.051172342,	-0.0001085297366138548,	0
12838.514390707016,	0.051092058,	-0.0001084374286554524,	0
12839.514390707016,	0.05114175,	-0.0001085022545143149,	0
12840.514390707016,	0.05114175,	-0.0001083136725123042,	0
12841.514390707016,	0.051145557,	-0.0001083155090913352,	0
12842.514390707016,	0.051126454,	-0.0001083597823540913,	0
12843.514390707016,	0.051153168,	-0.0001083478169392037,	0
12844.514390707016,	0.051168464,	-0.0001082600970556088,	0
12845.514390707016,	0.051145557,	-0.00010827627921899,	0
12846.514390468597,	0.051172342,	-0.0001082049514407118,	0
12847.514390468597,	0.051092058,	-0.0001080545890668875,	0
12848.514390468597,	0.051122651,	-0.0001081701722323489,	0
12849.514390468597,	0.051160853,	-0.0001081509276446013,	0
12850.514390468597,	0.051149361,	-0.0001080280367626984,	0
12851.514390468597,	0.051172342,	-0.0001079885818697224,	0
12852.514390468597,	0.051103547,	-0.0001080534361441096,	0
12853.514390468597,	0.051103547,	-0.0001082096762467701,	0
12854.514390468597,	0.051199056,	-0.0001079977754663559,	0
12855.514390468597,	0.051145632,	-0.0001081486531955308,	0
12856.514390468597,	0.051145557,	-0.0001079648018851003,	0
12857.514390468597,	0.051210474,	-0.0001079307447518661,	0
12858.514390468597,	0.051164657,	-0.0001079592425579905,	0
12859.514390468597,	0.051187564,	-0.0001079396223052755,	0
12860.514390468597,	0.051145632,	-0.0001079397908608371,	0
12861.514390468597,	0.051164657,	-0.0001080109191439987,	0
12862.514390468597,	0.051103547,	-0.0001078447214207701,	0
12863.514390468597,	0.051076759,	-0.0001076905561982135,	0
12864.514390468597,	0.051130261,	-0.0001078753222616799,	0
12865.514390468597,	0.051099744,	-0.0001077828820474679,	0
12866.514390230179,	0.051099744,	-0.000107736295543873,	0
12867.514390230179,	0.051164657,	-0.0001077091040737289,	0
12868.514390230179,	0.051134139,	-0.0001078167524912717,	0
12869.514390230179,	0.051118843,	-0.0001077484470482885,	0
12870.514390230179,	0.051061537,	-0.0001077341327400064,	0
12871.514390230179,	0.051118769,	-0.0001076337814542058,	0
12872.514390230179,	0.05114175,	-0.000107763293176322,	0
12873.514390230179,	0.051103547,	-0.0001075503972533625,	0
12874.514390230179,	0.051126454,	-0.0001076099100493593,	0
12875.514390230179,	0.05114175,	-0.0001075933209365759,	0
12876.514390230179,	0.051099744,	-0.0001075409655379191,	0
12877.514390230179,	0.051164657,	-0.0001075337667614804,	0
12878.514390230179,	0.051164657,	-0.0001074906151137841,	0
12879.514390230179,	0.051126529,	-0.000107452330988599,	0
12880.514390230179,	0.051187564,	-0.0001075078622583533,	0
12881.514390230179,	0.051172268,	-0.0001073908774378652,	0
12882.514390230179,	0.05111504,	-0.0001073193425800128,	0
12883.514390230179,	0.051137872,	-0.0001074939335318052,	0
12884.514390230179,	0.05111504,	-0.0001074449711573834,	0
12885.51438999176,	0.051126454,	-0.0001074013248340635,	0
12886.51438999176,	0.051160853,	-0.0001073905926310547,	0
12887.51438999176,	0.051114965,	-0.00010734051163563,	0
12888.51438999176,	0.051187564,	-0.0001072663705279412,	0
12889.51438999176,	0.051122651,	-0.0001072666295320233,	0
12890.51438999176,	0.051103547,	-0.0001072236951666127,	0
12891.51438999176,	0.051111232,	-0.0001071444950775918,	0
12892.51438999176,	0.051164657,	-0.0001071975448387096,	0
12893.51438999176,	0.051092058,	-0.0001070909062065766,	0
12894.51438999176,	0.051118843,	-0.0001072419941294356,	0
12895.51438999176,	0.051145557,	-0.0001070494929903362,	0
12896.51438999176,	0.051145557,	-0.0001071341565973853,	0
12897.51438999176,	0.051118843,	-0.0001070266894981618,	0
12898.514590024948,	0.051137947,	-0.0001069636261904188,	0
12898.554990053177,	0.051168539,	-9.8323893325869e-05,	1
12898.974789857864,	0.049031399,	-0.000152714989731448,	1
12899.774389982224,	0.045049064,	-0.0001702744478203818,	1
12900.573989868164,	0.041044854,	-0.0001842511711343642,	1
12901.253690004349,	0.037637878,	-0.0001956408501561872,	1
12901.536589860916,	0.036173563,	-0.0001730287331156433,	1
12901.57658982277,	0.036326453,	-0.0001471491817561274,	1
12901.996389865875,	0.038442984,	-9.699690863562965e-05,	1
12902.795989990234,	0.042451475,	-7.527669548639644e-05,	1
12903.595589876175,	0.046457279,	-6.202909738367611e-05,	1
12904.395190000534,	0.050443348,	-5.253542461409176e-05,	1
12905.194789886475,	0.054434069,	-4.459204008876931e-05,	1
12905.994389772415,	0.058444988,	-3.851084311249208e-05,	1
12906.793989896774,	0.062453378,	-3.352251310241881e-05,	1
12907.593589782715,	0.066449337,	-2.964662234158765e-05,	1
12908.393189907074,	0.070436016,	-2.630397007671073e-05,	1
12909.192789793015,	0.074419789,	-2.347717621824393e-05,	1
12909.992389917374,	0.078409605,	-2.091655645413407e-05,	1
12910.792089700699,	0.082420342,	-1.878642977296216e-05,	1
12911.591689825058,	0.086421773,	-1.659152451005018e-05,	1
12912.391289710999,	0.090424813,	-1.50732006260706e-05,	1
12913.190989732742,	0.094420016,	-1.314856227605311e-05,	1
12913.990589857101,	0.09841311,	-1.151613604753713e-05,	1
12914.790189743042,	0.10240626,	-1.024056601669175e-05,	1
12915.589789628983,	0.1064029,	-8.55853083294304e-06,	1
12916.389389753342,	0.11040328,	-7.088141692901563e-06,	1
12917.188989639282,	0.1144027,	-5.512417300106184e-06,	1
12917.988589763641,	0.11839536,	-4.402235377783604e-06,	1
12918.788189649582,	0.12239902,	-3.18737626515059e-06,	1
12919.587789773941,	0.12640092,	-2.356369604095431e-06,	1
12920.387389659882,	0.13040201,	-1.472376469676338e-06,	1
12921.18698978424,	0.13440183,	-1.185872099708499e-06,	1
12921.986589670181,	0.13838768,	-6.627157809400106e-07,	1
12922.786189556122,	0.14238778,	-6.157893071890598e-07,	1
12923.585789680481,	0.14639223,	-4.840146066267589e-07,	1
12924.385389566422,	0.15039274,	-6.540020706347886e-07,	1
12925.18498969078,	0.15436049,	-1.028572593689456e-06,	1
12925.984589576721,	0.15835175,	-1.197226864154941e-06,	1
12926.78418970108,	0.16235657,	-1.4647064933391e-06,	1
12927.583889484406,	0.16636232,	-1.620352769594784e-06,	1
12928.383489608765,	0.17036915,	-2.016548195850682e-06,	1
12929.183089494705,	0.17435032,	-2.260229355234056e-06,	1
12929.982789516449,	0.17837203,	-2.669747012394783e-06,	1
12930.782389640808,	0.18237965,	-2.923074813078666e-06,	1
12931.581989526749,	0.18636401,	-3.373109584782099e-06,	1
12932.381589651108,	0.19036287,	-3.798981697914078e-06,	1
12933.181189537048,	0.19435318,	-3.978592786285973e-06,	1
12933.980789422989,	0.1983642,	-4.252670863006388e-06,	1
12934.780389547348,	0.20235603,	-4.284462649661103e-06,	1
12935.579989433289,	0.20636913,	-4.427672060731099e-06,	1
12936.379589557648,	0.2103661,	-4.381776343865673e-06,	1
12937.179189443588,	0.2143559,	-4.125149534405446e-06,	1
12937.978789567947,	0.21835889,	-3.673691589037032e-06,	1
12938.778389453888,	0.2223552,	-3.310120659856429e-06,	1
12939.577989339828,	0.22635737,	-2.767418719794405e-06,	1
12940.377589464188,	0.2303559,	-2.137123366419635e-06,	1
12941.177189350128,	0.23434715,	-1.403340829866039e-06,	1
12941.976789474487,	0.23833966,	-6.226283464680406e-07,	1
12942.776389360428,	0.24233769,	1.270081087983407e-07,	1
12943.576089382172,	0.24635024,	1.101308414963258e-06,	1
12944.37568950653,	0.2503494,	1.994742815602229e-06,	1
12945.175289392471,	0.25433663,	2.68851033049266e-06,	1
12945.974989414215,	0.25833529,	3.626671003881309e-06,	1
12946.774589300156,	0.26232195,	4.493100677305748e-06,	1
12947.574189424515,	0.26631996,	5.540445284514127e-06,	1
12948.373789310455,	0.27031127,	6.273744251149098e-06,	1
12949.173389434814,	0.2743113,	6.97251581275537e-06,	1
12949.972989320755,	0.27830923,	7.753105664772117e-06,	1
12950.772589206696,	0.28230339,	8.418295601688614e-06,	1
12951.572189331055,	0.28629863,	9.232171811630186e-06,	1
12952.371789216995,	0.29028964,	1.035610751527684e-05,	1
12953.171389341354,	0.29429594,	1.160144766927483e-05,	1
12953.970989227295,	0.29829499,	1.319787658639099e-05,	1
12954.770589351654,	0.30229041,	1.508903416705171e-05,	1
12955.570189237595,	0.30628163,	1.708080851677457e-05,	1
12956.369789361954,	0.31027848,	1.97871698783198e-05,	1
12957.169389247894,	0.31427655,	2.27421868045772e-05,	1
12957.968989133835,	0.31826466,	2.606034441068024e-05,	1
12958.768589258194,	0.32226992,	2.982104445510938e-05,	1
12959.568189144135,	0.32627693,	3.411407011180294e-05,	1
12960.367889165878,	0.33027536,	3.861312608666352e-05,	1
12961.167489290237,	0.33425891,	4.34392688824772e-05,	1
12961.967089176178,	0.3382681,	4.869985944359044e-05,	1
12962.766789197922,	0.34224895,	5.446541926786388e-05,	1
12963.566389083862,	0.3462649,	6.029734666221733e-05,	1
12964.365989208221,	0.35025391,	6.649320855159356e-05,	1
12965.165589094162,	0.35425267,	7.294755773347448e-05,	1
12965.965189218521,	0.35822785,	7.938978692664095e-05,	1
12966.764789104462,	0.3622416,	8.638906894775449e-05,	1
12967.56438922882,	0.36622962,	9.332150818768198e-05,	1
12968.363989114761,	0.37023759,	0.0001003641116063578,	1
12969.163589000702,	0.37421373,	0.0001076223700116581,	1
12969.963189125061,	0.37822074,	0.0001149160016667769,	1
12970.762789011002,	0.38221443,	0.0001222737144708501,	1
12971.56238913536,	0.38622436,	0.0001296284906323594,	1
12972.361989021301,	0.39021996,	0.0001366975918940426,	1
12973.16158914566,	0.39421538,	0.0001440784535779665,	1
12973.961189031601,	0.39821079,	0.0001510952964799391,	1
12974.760788917542,	0.40220788,	0.0001580174540242374,	1
12975.5603890419,	0.40620306,	0.0001646986750572083,	1
12976.360089063644,	0.41023082,	0.0001710856916697495,	1
12977.159688949585,	0.41421878,	0.0001773366440154566,	1
12977.959289073944,	0.41820261,	0.0001832136849977805,	1
12978.758989095688,	0.42222688,	0.0001885859004363112,	1
12979.558588981628,	0.42621282,	0.0001935211628819198,	1
12980.358188867569,	0.43021527,	0.0001978043049437163,	1
12981.157788991928,	0.43422291,	0.0002014118068506577,	1
12981.957388877869,	0.43821821,	0.0002045101365422703,	1
12982.756989002228,	0.44222891,	0.0002068903701953538,	1
12983.556588888168,	0.44623059,	0.0002083371745192739,	1
12984.356189012527,	0.45023078,	0.0002091189258383592,	1
12985.155788898468,	0.45422167,	0.0002089259004169862,	1
12985.955388784409,	0.45820662,	0.0002078961063432241,	1
12986.754988908768,	0.4621987,	0.0002058842157858388,	1
12987.554588794708,	0.46619126,	0.0002031092195445626,	1
12988.354188919067,	0.47018793,	0.0001995842281119864,	1
12989.153788805008,	0.47419512,	0.0001950968665809672,	1
12989.953388929367,	0.47817865,	0.0001898852993036894,	1
12990.752988815308,	0.48218018,	0.0001840119602954473,	1
12991.552588939667,	0.48616949,	0.0001775597898243009,	1
12992.352288722992,	0.49016482,	0.0001708141312124459,	1
12993.151888847351,	0.49418801,	0.0001639482745475875,	1
12993.951488733292,	0.49817899,	0.0001570332571811557,	1
12994.75108885765,	0.50217921,	0.0001499768995461443,	1
12995.550788879395,	0.50616652,	0.0001433413263958054,	1
12996.350388765335,	0.51015878,	0.0001368051722915303,	1
12997.149988651276,	0.51415372,	0.0001306924520127593,	1
12997.949588775635,	0.51815301,	0.0001249323242346006,	1
12998.749188661575,	0.52215856,	0.0001199190995490296,	1
12999.548788785934,	0.52615982,	0.0001155065169975354,	1
13000.348388671875,	0.53014743,	0.00011130358721356,	1
13001.147988796234,	0.53414488,	0.0001081120319076359,	1
13001.947588682175,	0.5381456,	0.0001053324387042489,	1
13002.747188806534,	0.54215497,	0.0001033144559662541,	1
13003.546788692474,	0.54613489,	0.0001023091038469281,	1
13004.346388578415,	0.55013168,	0.0001023374974602803,	1
13005.145988702774,	0.55414474,	0.0001032807805260013,	1
13005.945588588715,	0.55813646,	0.0001054486668320917,	1
13006.745188713074,	0.56212753,	0.0001091023704532772,	1
13007.544788599014,	0.56612712,	0.0001148430255254898,	1
13008.344388723373,	0.57012576,	0.0001228370366652087,	1
13009.144088506699,	0.57412535,	0.0001335450761529328,	1
13009.943688631058,	0.5781067,	0.0001477506932215655,	1
13010.743288516998,	0.5821104,	0.000166618344188154,	1
13011.542988538742,	0.58610225,	0.000191309326732843,	1
13012.342588663101,	0.59010613,	0.0002236541930999688,	1
13013.142188549042,	0.59410512,	0.0002657636366603884,	1
13013.9417886734,	0.59810823,	0.0003208673245030866,	1
13014.741388559341,	0.60208791,	0.0003933484007034881,	1
13015.540988445282,	0.60610455,	0.0004887166400997494,	1
13016.340588569641,	0.61010528,	0.0006131624167603133,	1
13017.140188455582,	0.61410618,	0.0007715752632139797,	1
13017.93978857994,	0.6180886,	0.0009680066302457744,	1
13018.739388465881,	0.62209064,	0.001198300773180516,	1
13019.53898859024,	0.62611377,	0.001451168947659655,	1
13020.338588476181,	0.6301108,	0.001708146274942869,	1
13021.138188362122,	0.6341145,	0.001957878437818292,	1
13021.93778848648,	0.63811606,	0.00219557833165689,	1
13022.737388372421,	0.64212304,	0.002419285764853733,	1
13023.53698849678,	0.64611769,	0.002625583745287471,	1
13024.336588382721,	0.65011925,	0.002804021117904801,	1
13025.136288404465,	0.65412557,	0.002949592524216782,	1
13025.935888528824,	0.65811318,	0.003059235021911647,	1
13026.735488414764,	0.66211903,	0.003137189099543622,	1
13027.535188436508,	0.66609263,	0.003186760016748154,	1
13028.334788322449,	0.67009473,	0.003207519084433473,	1
13029.134388446808,	0.6740765,	0.003196762859899716,	1
13029.933988332748,	0.67808831,	0.003159351793486254,	1
13030.733588457108,	0.68208784,	0.003098534908791799,	1
13031.533188343048,	0.68607938,	0.003016747159347757,	1
13032.332788228989,	0.69008321,	0.002914948741589291,	1
13033.132388353348,	0.69408137,	0.002788438121904789,	1
13033.931988239288,	0.69807851,	0.00263605672626948,	1
13034.731588363647,	0.70209104,	0.002462181258852059,	1
13035.531188249588,	0.70607704,	0.002274188214204107,	1
13036.330788373947,	0.71006608,	0.002089287105008168,	1
13037.130388259888,	0.71406335,	0.001926540560684809,	1
13037.929988145828,	0.71805835,	0.00180902435640067,	1
13038.729588270187,	0.72204834,	0.001752222607394209,	1
13039.529188156128,	0.72604483,	0.001760528102612933,	1
13040.328788280487,	0.73005301,	0.00181626355911825,	1
13041.128388166428,	0.73404884,	0.001871812463886832,	1
13041.928088188171,	0.73803937,	0.001869435607937359,	1
13042.72768831253,	0.74204409,	0.001770738105597032,	1
13043.527288198471,	0.74602878,	0.00157897592675772,	1
13044.326988220215,	0.75003988,	0.001332559898021973,	1
13045.126588106155,	0.75403416,	0.001082962409982579,	1
13045.926188230515,	0.75802803,	0.0008653282582605955,	1
13046.725788116455,	0.76205176,	0.0006924818794688437,	1
13047.525388240814,	0.76602817,	0.0005608169750110255,	1
13048.324988126755,	0.7700268,	0.0004627266235542734,	1
13049.124588012695,	0.77400964,	0.0003898032543718094,	1
13049.924188137054,	0.77802014,	0.0003346434239440126,	1
13050.723788022995,	0.78201991,	0.0002936254967353174,	1
13051.523388147354,	0.78601474,	0.0002642208624297092,	1
13052.322988033295,	0.79000801,	0.0002448901285284294,	1
13053.122588157654,	0.79400373,	0.0002339546490376388,	1
13053.922188043594,	0.79800767,	0.0002309496617555379,	1
13054.721788167953,	0.8020094,	0.0002331940046304284,	1
13055.521388053894,	0.80601919,	0.0002407142978853721,	1
13056.320987939835,	0.8100192,	0.000252506497583186,	1
13057.120588064194,	0.81401014,	0.0002683344996699103,	1
13057.920288085938,	0.81800473,	0.0002887630534538119,	1
13058.719887971878,	0.82200855,	0.0003127088182234687,	1
13059.519488096237,	0.82600635,	0.0003403257525422402,	1
13060.319187879562,	0.8300122,	0.0003710680178426489,	1
13061.118788003922,	0.83399785,	0.0004040295168994748,	1
13061.918387889862,	0.83800018,	0.0004410382207451909,	1
13062.717988014221,	0.84200031,	0.0004804573537342702,	1
13063.517587900162,	0.84599298,	0.0005214156572309189,	1
13064.31718802452,	0.84996647,	0.0005653679432331173,	1
13065.116787910461,	0.85397875,	0.0006102920096882993,	1
13065.91638803482,	0.85797292,	0.0006541098860935197,	1
13066.715987920761,	0.8619805,	0.0006952919938699488,	1
13067.515587806702,	0.86596322,	0.0007330874432499371,	1
13068.31518793106,	0.86994362,	0.0007647599888833748,	1
13069.114787817001,	0.8739531,	0.0007964705809377463,	1
13069.91438794136,	0.87795484,	0.0008215191551051767,	1
13070.713987827301,	0.88195759,	0.0008450598790463483,	1
13071.51358795166,	0.88596135,	0.0008657589473784512,	1
13072.3131878376,	0.88994247,	0.0008836758061754385,	1
13073.112787723541,	0.89393777,	0.0009043224640087819,	1
13073.912487745285,	0.89795864,	0.0009248284319760148,	1
13074.712087869644,	0.90193862,	0.0009487177167443444,	1
13075.511687755585,	0.90592933,	0.0009742968638972501,	1
13076.311387777328,	0.90993756,	0.001002987043046649,	1
13077.110987901688,	0.91393989,	0.001034579906729231,	1
13077.910587787628,	0.91792369,	0.001063560735144223,	1
13078.710187673569,	0.92191601,	0.001094150675662126,	1
13079.509787797928,	0.9258976,	0.001119482183460269,	1
13080.309387683868,	0.92991811,	0.001139104222270364,	1
13081.108987808228,	0.93391448,	0.001156097268566567,	1
13081.908587694168,	0.93790764,	0.001166122718736877,	1
13082.708187818527,	0.9419142,	0.001174613939790577,	1
13083.507787704468,	0.94590366,	0.001181207381423658,	1
13084.307387590408,	0.94990426,	0.001185333796366258,	1
13085.106987714767,	0.95391023,	0.00119117348404444,	1
13085.906587600708,	0.95790428,	0.001196476156523987,	1
13086.706187725067,	0.96191823,	0.001200359564526283,	1
13087.505787611008,	0.96591705,	0.001205534586199226,	1
13088.305387735367,	0.96989989,	0.001207246223310827,	1
13089.104987621307,	0.97388029,	0.001213118526022199,	1
13089.904587745667,	0.97788328,	0.001218855061918427,	1
13090.704187631607,	0.98186952,	0.001225407430314046,	1
13091.50388765335,	0.98588282,	0.001232847006181587,	1
13092.303487539291,	0.98986286,	0.001239795963751265,	1
13093.103187561035,	0.99387389,	0.00124781207401758,	1
13093.902787685394,	0.99788839,	0.001257194077529222,	1
13094.702387571335,	1.0018897,	0.001265405550700077,	1
13095.501987457275,	1.0058705,	0.001273558730032452,	1
