ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = BackendBase(none, address=none)
id = 3
timecol 'time/s' for: 'Ewe/V' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 11

time/s,	Ewe/V,	<I>/mA,	selector
8402.59144449234,	0.18149826,	-0.001040438693354691,	1
8403.39104437828,	0.17748731,	-0.001071005929970221,	1
8404.190644264221,	0.17349382,	-0.001105289429221229,	1
8404.99024438858,	0.16949691,	-0.001143346984888974,	1
8405.78984427452,	0.16548835,	-0.001187739204080237,	1
8406.58944439888,	0.16148838,	-0.001235403136831339,	1
8407.38904428482,	0.15749063,	-0.001296562632279329,	1
8408.18864440918,	0.15347351,	-0.001369590355413848,	1
8408.98824429512,	0.14950232,	-0.001458661094250684,	1
8409.78784418106,	0.14549193,	-0.001575602625923211,	1
8410.58744430542,	0.14151074,	-0.001715090786154245,	1
8411.38704419136,	0.13748889,	-0.001871691264775058,	1
8412.18664431572,	0.13350122,	-0.00200666461217815,	1
8412.98624420166,	0.12949984,	-0.002115749731888343,	1
8413.785944223404,	0.12550294,	-0.002161707777425404,	1
8414.585544347763,	0.12150309,	-0.002147689029359846,	1
8415.385144233704,	0.11750952,	-0.002092059949945053,	1
8416.184844255447,	0.11351464,	-0.002038626168613729,	1
8416.984444141388,	0.10950842,	-0.001970615509861374,	1
8417.784044265747,	0.10552469,	-0.001915449922970783,	1
8418.583644151688,	0.10152938,	-0.001859843359236271,	1
8419.383244276047,	0.097549476,	-0.001827338163051272,	1
8420.182844161987,	0.093543187,	-0.001799706442230035,	1
8420.982444047928,	0.089559041,	-0.001786140530931971,	1
8421.782044172287,	0.085548133,	-0.001781396110848002,	1
8422.581644058228,	0.081544735,	-0.001799363816565473,	1
8423.381244182587,	0.077548467,	-0.00182762071919524,	1
8424.180844068527,	0.073562294,	-0.001885047204172083,	1
8424.980444192886,	0.069563791,	-0.001972304683712629,	1
8425.780044078827,	0.065569595,	-0.002103288601373189,	1
8426.579644203186,	0.061553504,	-0.002293485940541675,	1
8427.379244089127,	0.057573315,	-0.002565063962603371,	1
8428.178843975067,	0.053555854,	-0.002945969295818567,	1
8428.638643980026,	0.051242031,	-0.003225136863257663,	1
8428.71864414215,	0.05085903,	-0.003256565950001886,	2
8429.138443946838,	0.048766572,	-0.003587682056385801,	2
8429.938044071198,	0.044781502,	-0.004371806583956389,	2
8430.737643957138,	0.040776812,	-0.005432415272570903,	2
8431.397344112396,	0.037481047,	-0.006592516316314733,	2
8431.660243988037,	0.036097154,	-0.007315847557038069,	2
8431.70024394989,	0.036414277,	-0.004755650503523279,	2
8432.120043992996,	0.038528126,	-0.001868194390138727,	2
8432.919644117355,	0.042546436,	1.536147495998739e-05,	2
8433.719244003296,	0.046527822,	0.0006681811133322953,	2
8434.518843889236,	0.050531473,	0.0009020558038165018,	2
8435.318444013596,	0.054529261,	0.0009722750899516745,	2
8436.118043899536,	0.058531933,	0.0009577022432015955,	2
8436.917644023895,	0.062537149,	0.0009260071556200442,	2
8437.717243909836,	0.066537909,	0.0008894101236080528,	2
8438.516844034195,	0.070532925,	0.0008629013456033976,	2
8439.316443920135,	0.074530527,	0.0008498173899169556,	2
8440.11614394188,	0.078530356,	0.0008417423364236835,	2
8440.91574382782,	0.082527153,	0.000849948810012699,	2
8441.715443849564,	0.086524576,	0.0008638574947562074,	2
8442.515043973923,	0.090531006,	0.0008879033596725875,	2
8443.314643859863,	0.094534792,	0.0009193247693534013,	2
8444.114243984222,	0.098523177,	0.0009558313268661954,	2
8444.913843870163,	0.10250521,	0.001003178065688753,	2
8445.713443756104,	0.10651137,	0.001058005739194024,	2
8446.513043880463,	0.11050508,	0.001128804855005014,	2
8447.312643766403,	0.11450806,	0.001205694870479556,	2
8448.112243890762,	0.11848784,	0.001288867136643081,	2
8448.911843776703,	0.12249029,	0.00137281108242418,	2
8449.711443901062,	0.12650889,	0.001432700990363587,	2
8450.511043787003,	0.13050941,	0.00144058330512499,	2
8451.310643911362,	0.13449584,	0.001391050226733269,	2
8452.110243797302,	0.13850662,	0.001290569969189224,	2
8452.909843683243,	0.14248537,	0.001176448412117973,	2
8453.709443807602,	0.14648724,	0.001066572521016367,	2
8454.509043693542,	0.15048166,	0.0009684265729651125,	2
8455.308643817902,	0.15447256,	0.0008922265761611469,	2
8456.108343839645,	0.15845931,	0.0008300359278330185,	2
8456.907943725586,	0.1624551,	0.0007806225625101946,	2
8457.707543611526,	0.16645265,	0.0007468412764219806,	2
8458.50724363327,	0.17047846,	0.0007246839472794774,	2
8459.30684375763,	0.17445911,	0.0007123997373901896,	2
8460.10644364357,	0.17845115,	0.0007032056903423676,	2
8460.906043767929,	0.18243739,	0.0007031515185611072,	2
8461.70564365387,	0.18644807,	0.000704613126245382,	2
8462.505243778229,	0.19045234,	0.0007060374578741887,	2
8463.30484366417,	0.19445533,	0.0007001470819821276,	2
8464.10444355011,	0.19844168,	0.0006920069980122581,	2
8464.904043674469,	0.20244065,	0.0006804935642498525,	2
8465.70364356041,	0.20645322,	0.0006643307622296521,	2
8466.503243684769,	0.2104657,	0.0006565430170449374,	2
8467.30284357071,	0.21445753,	0.0006532070409000397,	2
8468.102443695068,	0.21845277,	0.000660526227470949,	2
8468.902043581009,	0.22244887,	0.0006833077468345779,	2
8469.70164346695,	0.22645541,	0.0007104540337368476,	2
8470.501243591309,	0.23045214,	0.0007525836362059571,	2
8471.30084347725,	0.23444775,	0.0008059192553125268,	2
8472.100443601608,	0.23844497,	0.0008655430781875847,	2
8472.900143623352,	0.24243674,	0.0009445851627954971,	2
8473.699743509293,	0.24643916,	0.001026533773560899,	2
8474.499443531036,	0.25043991,	0.001115809757112687,	2
8475.299043416977,	0.25442168,	0.001201657952455346,	2
8476.098643541336,	0.25841251,	0.001285292219638155,	2
8476.898243427277,	0.262411,	0.001348597982339293,	2
8477.697843551636,	0.2664111,	0.001371047184886551,	2
8478.497443437576,	0.27042618,	0.001341946502350751,	2
8479.297043561935,	0.27440709,	0.001269923208694904,	2
8480.096643447876,	0.27839422,	0.001155325699787935,	2
8480.896243333817,	0.28238273,	0.001022842627478922,	2
8481.695843458176,	0.28638273,	0.0008838542069255668,	2
8482.495443344116,	0.29038578,	0.0007512948594765121,	2
8483.295043468475,	0.29437271,	0.0006358885988865524,	2
8484.094643354416,	0.29836082,	0.0005390496276226832,	2
8484.894243478775,	0.30236045,	0.0004540145362569347,	2
8485.693843364716,	0.30632707,	0.0003885979474179172,	2
8486.493443250656,	0.31030864,	0.0003364630805226037,	2
8487.293043375015,	0.3143104,	0.0002929461274331141,	2
8488.092743396759,	0.31828821,	0.0002587790895977817,	2
8488.8923432827,	0.32226622,	0.00022881317116884,	2
8489.691943407059,	0.32625061,	0.0002036087162960859,	2
8490.491543293,	0.33023214,	0.0001826931455223418,	2
8491.291243314743,	0.33424234,	0.0001617177220951415,	2
8492.090843200684,	0.33822489,	0.000144479767913554,	2
8492.890443325043,	0.34221792,	0.0001275715865482153,	2
8493.690043210983,	0.3462269,	0.0001117842387832909,	2
8494.489643335342,	0.35023305,	9.727074400384377e-05,	2
8495.289243221283,	0.35423282,	8.289228329738728e-05,	2
8496.088843345642,	0.35822895,	6.936895742807691e-05,	2
8496.888443231583,	0.36224061,	5.891808791860765e-05,	2
8497.688043117523,	0.36623868,	4.754017592138181e-05,	2
8498.487643241882,	0.37023214,	3.844653085897836e-05,	2
8499.287243127823,	0.37422392,	2.970482699878014e-05,	2
8500.086843252182,	0.37822273,	2.217475145914228e-05,	2
8500.886443138123,	0.38220447,	1.585127812259944e-05,	2
8501.686043262482,	0.38622209,	1.046951676386112e-05,	2
8502.485643148422,	0.39021975,	5.892839026640257e-06,	2
8503.285243272781,	0.39420372,	2.214889997958722e-06,	2
8504.084843158722,	0.39822519,	-1.199277687124679e-06,	2
8504.884543180466,	0.40222561,	-3.695534462911602e-06,	2
8505.684143066406,	0.40621877,	-5.325348961044882e-06,	2
8506.483743190765,	0.41021749,	-7.059771735668e-06,	2
8507.28344321251,	0.41423208,	-7.8410604303177e-06,	2
8508.08304309845,	0.41823459,	-8.83257389279742e-06,	2
8508.88264298439,	0.42222986,	-9.34711597635896e-06,	2
8509.68224310875,	0.42624408,	-9.185945503619024e-06,	2
8510.48184299469,	0.43023929,	-9.471826401607401e-06,	2
8511.281443119049,	0.43422729,	-9.029428557388386e-06,	2
8512.08104300499,	0.4382239,	-8.417975813581073e-06,	2
8512.880643129349,	0.44222334,	-7.844762616340914e-06,	2
8513.68024301529,	0.44621748,	-6.864930375521017e-06,	2
8514.479843139648,	0.45021912,	-6.702817529388348e-06,	2
8515.279443025589,	0.45420536,	-5.67142927108391e-06,	2
8516.07904291153,	0.45820275,	-5.038512144579704e-06,	2
8516.878643035889,	0.46217114,	-3.998477423704843e-06,	2
8517.67824292183,	0.46619424,	-3.127081897233636e-06,	2
8518.477843046188,	0.47017336,	-2.149209902848884e-06,	2
8519.277442932129,	0.47418863,	-1.147111669592793e-06,	2
8520.077043056488,	0.47817782,	5.728457776388293e-08,	2
8520.876742839813,	0.48218367,	8.910736011730269e-07,	2
8521.676342964172,	0.48617721,	1.750602619010148e-06,	2
8522.475942850113,	0.490188,	2.771697977991394e-06,	2
8523.275642871857,	0.49417797,	3.580610743475897e-06,	2
8524.075242996216,	0.49818283,	4.72893785002236e-06,	2
8524.874842882156,	0.50217676,	5.088887346004227e-06,	2
8525.674443006516,	0.50616473,	6.125483342911647e-06,	2
8526.474042892456,	0.51015019,	6.336910944435879e-06,	2
8527.273642778397,	0.5141297,	7.218198903515197e-06,	2
8528.073242902756,	0.51815313,	8.189136934214238e-06,	2
8528.872842788696,	0.52214533,	8.781004825427943e-06,	2
8529.672442913055,	0.52613699,	9.23037343545391e-06,	2
8530.472042798996,	0.53012502,	1.032799771270455e-05,	2
8531.271642923355,	0.53413707,	1.081522945791001e-05,	2
8532.071242809296,	0.53811425,	1.185596160786605e-05,	2
8532.870842695236,	0.5421192,	1.270076013188732e-05,	2
8533.670442819595,	0.54613286,	1.37493568736582e-05,	2
8534.470042705536,	0.55012107,	1.487985013360596e-05,	2
8535.269642829895,	0.55412191,	1.612926138775666e-05,	2
8536.069242715836,	0.55813086,	1.757668734804567e-05,	2
8536.868842840195,	0.56210756,	1.875464468612929e-05,	2
8537.668542861938,	0.56610912,	2.029770272997705e-05,	2
8538.468142747879,	0.57010692,	2.243406884418141e-05,	2
8539.26774263382,	0.57410175,	2.406242697287772e-05,	2
8540.067442655563,	0.57808417,	2.595612649921491e-05,	2
8540.867042779922,	0.58209199,	2.875178912213649e-05,	2
8541.666642665863,	0.58608592,	3.102517526939818e-05,	2
8542.466242790222,	0.59008044,	3.319414058907267e-05,	2
8543.265842676163,	0.59409457,	3.630403387877562e-05,	2
8544.065442562103,	0.59809148,	3.880108148198553e-05,	2
8544.865042686462,	0.60210067,	4.163909609803383e-05,	2
8545.664642572403,	0.60609746,	4.460185026169212e-05,	2
8546.464242696762,	0.61009151,	4.750469633022598e-05,	2
8547.263842582703,	0.6140992,	5.053353409436635e-05,	2
8548.063442707062,	0.61810058,	5.351673772195723e-05,	2
8548.863042593002,	0.62210697,	5.65525092548003e-05,	2
8549.662642717361,	0.62610602,	5.982241176579015e-05,	2
8550.462242603302,	0.63010746,	6.258117449314143e-05,	2
8551.261842489243,	0.63409317,	6.554863790915835e-05,	2
8552.061442613602,	0.63809508,	6.900750521787995e-05,	2
8552.861042499542,	0.64209235,	7.254733075204463e-05,	2
8553.660642623901,	0.64610571,	7.637136328454133e-05,	2
8554.460342645645,	0.6500892,	7.978426783897697e-05,	2
8555.259942531586,	0.65409249,	8.401086745971932e-05,	2
8556.059542417526,	0.65808308,	8.824247579779557e-05,	2
8556.85924243927,	0.66206437,	9.280268833934593e-05,	2
8557.65884256363,	0.66607004,	9.833457669575912e-05,	2
8558.45844244957,	0.67007351,	0.0001041241813093488,	2
8559.258042573929,	0.67405629,	0.0001101226937114775,	2
8560.05764245987,	0.67807084,	0.0001171115260583939,	2
8560.857242584229,	0.68207216,	0.000124148003840957,	2
8561.656842470169,	0.68607557,	0.0001321106545781691,	2
8562.45644235611,	0.69006675,	0.0001401620091204633,	2
8563.256042480469,	0.69406456,	0.0001488308005155995,	2
8564.05564236641,	0.69806921,	0.000157918284892743,	2
8564.855242490768,	0.70206785,	0.0001664896292408124,	2
8565.654842376709,	0.70606565,	0.0001750769848523962,	2
8566.454442501068,	0.71004915,	0.0001835067163796717,	2
8567.254042387009,	0.71404725,	0.0001908177013613078,	2
8568.05364227295,	0.71804917,	0.0001971049274483317,	2
8568.853242397308,	0.72204703,	0.0002025718497128386,	2
8569.652842283249,	0.72603333,	0.0002059820027384509,	2
8570.452542304993,	0.73004448,	0.0002074285093615256,	2
8571.252142429352,	0.73403555,	0.0002073262545740583,	2
8572.051742315292,	0.73802406,	0.0002050463375905277,	2
8572.851442337036,	0.74202371,	0.0002013671581279869,	2
8573.651042222977,	0.74603027,	0.0001956762040743135,	2
8574.450642347336,	0.75002795,	0.0001886199686487945,	2
8575.250242233276,	0.75403148,	0.0001811122483195098,	2
8576.049842357635,	0.75803268,	0.0001729535670868271,	2
8576.849442243576,	0.7620458,	0.000164649780970908,	2
8577.649042367935,	0.76601464,	0.0001565073717908734,	2
8578.448642253876,	0.76999456,	0.0001497361499094394,	2
8579.248242139816,	0.77400976,	0.000143684957461779,	2
8580.047842264175,	0.77799773,	0.0001392141597246319,	2
8580.847442150116,	0.7820164,	0.0001365910266238024,	2
8581.647042274475,	0.78600031,	0.0001351755011353216,	2
8582.446642160416,	0.78998435,	0.0001361643477096699,	2
8583.246242284775,	0.79400647,	0.0001393227283380235,	2
8584.045842170715,	0.7980144,	0.0001452824634199529,	2
8584.845442295074,	0.80201948,	0.0001533708015309056,	2
8585.645042181015,	0.80600971,	0.0001643585655169751,	2
8586.444742202759,	0.81000203,	0.0001789856374018201,	2
8587.2443420887,	0.81400543,	0.0001965396487407618,	2
8588.043942213058,	0.8180058,	0.0002183182223143194,	2
8588.843642234802,	0.82200509,	0.0002424872432405505,	2
8589.643242120743,	0.82600152,	0.0002704404232161191,	2
8590.442842006683,	0.82999086,	0.000301428290680715,	2
8591.242442131042,	0.83399689,	0.0003354136592711183,	2
8592.042042016983,	0.83798712,	0.0003714972195420713,	2
8592.841642141342,	0.84199697,	0.0004106520091027325,	2
8593.641242027283,	0.84599018,	0.0004515479653124109,	2
8594.440842151642,	0.84998494,	0.0004943408402290335,	2
8595.240442037582,	0.85398674,	0.0005384824652721783,	2
8596.040042161942,	0.85797757,	0.000582391557114384,	2
8596.839642047882,	0.86197436,	0.000628692435459881,	2
8597.639241933823,	0.86598027,	0.0006722264911725329,	2
8598.438842058182,	0.86998159,	0.0007143325214279857,	2
8599.238441944122,	0.87396961,	0.0007542888783942468,	2
8600.038042068481,	0.8779434,	0.0007917468353340889,	2
8600.837641954422,	0.88195688,	0.0008282197001056725,	2
8601.637242078781,	0.88595957,	0.0008617304558555371,	2
8602.436841964722,	0.88994509,	0.0008919831731735639,	2
8603.236541986465,	0.89395344,	0.0009209713535453801,	2
8604.036141872406,	0.89795268,	0.0009513566533164734,	2
8604.83584189415,	0.90193152,	0.0009801316745527706,	2
8605.635442018509,	0.90593451,	0.001011219547752755,	2
8606.43504190445,	0.90992939,	0.001042163349408969,	2
8607.23464179039,	0.91393161,	0.00107226698817528,	2
8608.03424191475,	0.91792631,	0.001100097427007684,	2
8608.83384180069,	0.9219197,	0.001127308906165383,	2
8609.633441925049,	0.92590892,	0.001148748466830387,	2
8610.43304181099,	0.92992336,	0.001167500742793011,	2
8611.232641935349,	0.93391526,	0.001181879322252777,	2
8612.032241821289,	0.93791592,	0.001191711090174779,	2
8612.831841945648,	0.94190186,	0.001198685975848832,	2
8613.631441831589,	0.94590169,	0.00120451549058857,	2
8614.43104171753,	0.94990385,	0.001207514421594113,	2
8615.230641841888,	0.95390332,	0.001208943862535145,	2
8616.030241727829,	0.9579165,	0.001210526213793935,	2
8616.829841852188,	0.96190161,	0.001210586055548527,	2
8617.629441738129,	0.96589845,	0.00121009481147161,	2
8618.429041862488,	0.96989053,	0.001208390955018936,	2
8619.228741645813,	0.97389352,	0.001209222442935417,	2
8620.028341770172,	0.97789782,	0.001211006395692361,	2
8620.827941656113,	0.98187554,	0.001211626130560504,	2
8621.627641677856,	0.98588312,	0.00121484546348886,	2
8622.427241802216,	0.98988289,	0.001218977840546138,	2
8623.226841688156,	0.99388552,	0.001221505443525766,	2
8624.026441812515,	0.99787658,	0.001227176190492131,	2
8624.826041698456,	1.0018853,	0.001233484798923472,	2
8625.625641584396,	1.0058732,	0.001238911883195095,	2
8626.425241708755,	1.0098891,	0.001245095257312532,	2
8627.224841594696,	1.0138845,	0.001250945272049128,	2
8628.024441719055,	1.0178856,	0.001258650124825039,	2
8628.824041604996,	1.0218965,	0.00126655996671237,	2
8629.623641729355,	1.0258921,	0.001273356631089906,	2
8630.423241615295,	1.0298846,	0.001280581678085545,	2
8631.222841501236,	1.0338889,	0.001287700774107708,	2
8632.022441625595,	1.0378846,	0.001293896337029289,	2
8632.822041511536,	1.0418737,	0.001297823945645482,	2
8633.621641635895,	1.0458785,	0.001300537820803518,	2
8634.421341657639,	1.0498755,	0.001301417160155732,	2
8635.22094154358,	1.0538721,	0.001300330329290455,	2
8636.020641565323,	1.0578707,	0.001297229516182954,	2
8636.820241451263,	1.0618721,	0.001294351037670912,	2
8637.619841575623,	1.065894,	0.001288856018315868,	2
8638.419441461563,	1.0698984,	0.00128177853039042,	2
8639.219041585922,	1.0738851,	0.001273138937564573,	2
8640.018641471863,	1.0778716,	0.00126657056636971,	2
8640.818241596222,	1.0818785,	0.001259466187148948,	2
8641.617841482162,	1.0858593,	0.001252113176627146,	2
8642.417441368103,	1.0898829,	0.001243823342383208,	2
8643.217041492462,	1.0938587,	0.001236243739982816,	2
8644.016641378403,	1.0978502,	0.001229661650747029,	2
8644.816241502762,	1.1018597,	0.001223508008828976,	2
8645.615841388702,	1.1058624,	0.001217731381010704,	2
8646.415441513062,	1.1098715,	0.001212434691595404,	2
8647.215041399002,	1.1138617,	0.001207424581575968,	2
8648.014641523361,	1.1178538,	0.001202943053789877,	2
8648.814241409302,	1.1218538,	0.001198665954820368,	2
8649.613841295242,	1.1258386,	0.001195203877094285,	2
8650.413541316986,	1.1298403,	0.001192609066185428,	2
8651.213141441345,	1.1338414,	0.001191295329032301,	2
8652.012741327286,	1.1378444,	0.001188896621435096,	2
8652.81244134903,	1.1418526,	0.001188409307518852,	2
8653.61204123497,	1.1458544,	0.001187804879652895,	2
8654.41164135933,	1.1498438,	0.001186441545426357,	2
8655.21124124527,	1.1538548,	0.001186824164491536,	2
8656.010841369629,	1.1578515,	0.001187116469571432,	2
8656.81044125557,	1.1618588,	0.00118804188282939,	2
8657.610041379929,	1.1658328,	0.001187935703126625,	2
8658.40964126587,	1.1698438,	0.001189516538495267,	2
8659.209241390228,	1.173838,	0.001189281838589696,	2
8660.008841276169,	1.1778219,	0.001190343872587053,	2
8660.80844116211,	1.1818122,	0.001190917466067814,	2
8661.608041286469,	1.1858203,	0.001191816976828793,	2
8662.407641172409,	1.1897966,	0.001192374466572263,	2
8663.207241296768,	1.193807,	0.001193754925480291,	2
8664.006841182709,	1.1977857,	0.001194084030243632,	2
8664.806541204453,	1.2018033,	0.001195527583294144,	2
8665.606141090393,	1.2057923,	0.001196880088348916,	2
8666.405741214752,	1.2097893,	0.001197018186441592,	2
8667.205441236496,	1.2137783,	0.001197768231124541,	2
8668.005041122437,	1.2177805,	0.001198474052356614,	2
8668.804641246796,	1.2217871,	0.001198915501568306,	2
8669.604241132736,	1.2257898,	0.001200722769488664,	2
8670.403841257095,	1.2297816,	0.001200369920942869,	2
8671.203441143036,	1.2337886,	0.001201045571485246,	2
8672.003041028976,	1.2377926,	0.001201847316984604,	2
8672.802641153336,	1.2417818,	0.001202653841173412,	2
8673.602241039276,	1.2457823,	0.001203232663443504,	2
8674.401841163635,	1.2497776,	0.001203576485362894,	2
8675.201441049576,	1.2537842,	0.001205073901645659,	2
8676.001041173935,	1.2577869,	0.001206097687193342,	2
8676.800641059875,	1.2617849,	0.001206399852035208,	2
8677.600240945816,	1.2657912,	0.001207230268615426,	2
8678.399841070175,	1.269778,	0.001207665925147105,	2
8679.199440956116,	1.2737858,	0.001208351957867278,	2
8679.999041080475,	1.2777764,	0.001207953675167012,	2
8680.798640966415,	1.2817652,	0.00120836878695652,	2
8681.598241090775,	1.2857686,	0.001208975003229733,	2
8682.397941112518,	1.2897497,	0.001209702017860593,	2
8683.197540998459,	1.2937618,	0.001209859527777555,	2
8683.9971408844,	1.29776,	0.001210301333887432,	2
8684.796840906143,	1.3017496,	0.001210158341117534,	2
8685.596441030502,	1.3057624,	0.001210843914012452,	2
8686.396040916443,	1.3097639,	0.001211352849434171,	2
8687.195641040802,	1.3137405,	0.001211103853797625,	2
8687.995240926743,	1.3177484,	0.001211397206886814,	2
8688.794840812683,	1.3217502,	0.001211724254008926,	2
8689.594440937042,	1.3257443,	0.001211457755371356,	2
8690.394040822983,	1.3297284,	0.001211103060862312,	2
8691.193640947342,	1.3337342,	0.001210637153586759,	2
8691.993240833282,	1.3377117,	0.001211050894780112,	2
8692.792840957642,	1.3417144,	0.001211739283414654,	2
8693.592440843582,	1.3457291,	0.001211224440188653,	2
8694.392040967941,	1.3497388,	0.001211257157675867,	2
8695.191640853882,	1.3537276,	0.001211606300468394,	2
8695.991240739822,	1.3577302,	0.001212412341555759,	2
8696.790840864182,	1.3617257,	0.001212012504496839,	2
8697.590440750122,	1.3657223,	0.001213252419605705,	2
8698.390040874481,	1.3697339,	0.001214687481006225,	2
8699.189740896225,	1.3737266,	0.001215341828868051,	2
8699.989340782166,	1.3777208,	0.001216523088791839,	2
8700.788940668106,	1.3817109,	0.001217435151126073,	2
8701.58864068985,	1.3857094,	0.001219564362752007,	2
8702.388240814209,	1.3897001,	0.00122152861490551,	2
8703.18784070015,	1.3937143,	0.001225333656767962,	2
8703.987440824509,	1.397702,	0.001227585587713537,	2
8704.78704071045,	1.4016975,	0.001231716912185089,	2
8705.586640834808,	1.4056942,	0.001236973877928437,	2
8706.386240720749,	1.4096984,	0.00124158303573499,	2
8707.18584060669,	1.4136852,	0.001247545669167668,	2
8707.985440731049,	1.4176683,	0.00125464031984187,	2
8708.78504061699,	1.4217011,	0.001262397160657538,	2
8709.584640741348,	1.4256907,	0.001271027610038651,	2
8710.384240627289,	1.4296917,	0.001280703791440574,	2
8711.183840751648,	1.4336882,	0.00129204359485271,	2
8711.983440637589,	1.4377069,	0.001304510584660759,	2
8712.783040523529,	1.4417008,	0.001317734655458848,	2
8713.582640647888,	1.4456989,	0.001333694415950198,	2
8714.382340669632,	1.449688,	0.001349917303808942,	2
8715.181940555573,	1.4537066,	0.001368049236430524,	2
8715.981540679932,	1.4576892,	0.001388247978734047,	2
8716.781240463257,	1.4616997,	0.001410966689657844,	2
8717.580840587616,	1.465704,	0.001435160213215953,	2
8718.380440473557,	1.4697083,	0.001462396879768429,	2
8719.180040597916,	1.4736949,	0.001491350078431219,	2
8719.979640483856,	1.4776831,	0.001523268810802166,	2
8720.779240608215,	1.4816831,	0.001556916922325777,	2
8721.578840494156,	1.4856567,	0.00159548345560882,	2
8722.378440618515,	1.4896653,	0.001637166786766227,	2
8723.178040504456,	1.4936595,	0.001682359428435157,	2
8723.977640390396,	1.497672,	0.001731415945270379,	2
8724.777240514755,	1.501668,	0.001784949975385697,	2
8725.576840400696,	1.5056682,	0.001842857869845782,	2
8726.376440525055,	1.509676,	0.001906295044982655,	2
8727.176040410995,	1.5136863,	0.001974262544669789,	2
8727.975640535355,	1.51767,	0.002048422763433679,	2
8728.775240421295,	1.5216688,	0.002129923555297311,	2
8729.574840545654,	1.5256642,	0.002216924258513182,	2
8730.374440431595,	1.5296713,	0.002311671342772444,	2
8731.174140453339,	1.5336547,	0.002413608133476764,	2
8731.97374033928,	1.5376631,	0.00252399683188597,	2
8732.773340463638,	1.5416549,	0.002644679629366306,	2
8733.573040485382,	1.545666,	0.002773947725600752,	2
8734.372640371323,	1.5496534,	0.002915370036829428,	2
8735.172240257263,	1.5536621,	0.003069168560317546,	2
8735.971840381622,	1.5576528,	0.003232383523082111,	2
8736.771440267563,	1.5616478,	0.003410102568047193,	2
8737.571040391922,	1.5656331,	0.003602385194924479,	2
8738.370640277863,	1.5696321,	0.003810058119632228,	2
8739.170240402222,	1.5736378,	0.004035025447101374,	2
8739.969840288162,	1.5776303,	0.004276103781066373,	2
8740.769440174103,	1.5816349,	0.004537230290709404,	2
8741.569040298462,	1.5856283,	0.004814801417807421,	2
8742.368640184402,	1.5896317,	0.005116834428017442,	2
8743.168240308762,	1.5936084,	0.005444612969217971,	2
8743.967840194702,	1.5976279,	0.005795891669336195,	2
8744.767440319061,	1.6016386,	0.006173807419972782,	2
8745.567040205002,	1.6056345,	0.006579454586154658,	2
8746.306740283966,	1.6093341,	0.006981474597860443,	2
8746.637240171432,	1.6112304,	0.007090813480317593,	2
8746.677240133286,	1.6109591,	0.007004738232647675,	2
8747.097040176392,	1.6088381,	0.006353360901498822,	2
8747.89664030075,	1.6048262,	0.005313797996148478,	2
8748.696240186691,	1.600817,	0.004496891902159676,	2
8749.495840072632,	1.5968221,	0.00383328324245524,	2
8750.295440196991,	1.592813,	0.003287532037797622,	2
8751.095040082932,	1.5888286,	0.002832792409168831,	2
8751.894740104675,	1.5848293,	0.002450139283551837,	2
8752.694340229034,	1.580839,	0.002125204774326693,	2
8753.493940114975,	1.5768504,	0.001845957836093238,	2
8754.293640136719,	1.5728391,	0.001606571211524119,	2
8755.09324002266,	1.5688359,	0.001400661935676742,	2
8755.892840147018,	1.5648296,	0.001222320732396037,	2
8756.692440032959,	1.5608397,	0.001067914687151852,	2
8757.492040157318,	1.5568494,	0.000933223488916066,	2
8758.291640043259,	1.552852,	0.000815588315103203,	2
8759.091240167618,	1.548857,	0.000713103813642358,	2
8759.890840053558,	1.5448403,	0.0006234532785515737,	2
8760.690439939499,	1.5408555,	0.0005447396121801909,	2
8761.490040063858,	1.5368292,	0.0004757969861200655,	2
8762.289639949799,	1.5328341,	0.0004156886128898527,	2
8763.089240074158,	1.5288551,	0.0003622931699549768,	2
8763.888839960098,	1.5248718,	0.0003155559824491299,	2
8764.688440084457,	1.5208774,	0.0002739098888745323,	2
8765.488039970398,	1.5168791,	0.0002371672197170726,	2
8766.287640094757,	1.5128763,	0.0002048374955814945,	2
8767.087239980698,	1.5088905,	0.0001762289821026081,	2
8767.886839866638,	1.5048932,	0.0001512265469813213,	2
8768.686539888382,	1.5008897,	0.0001287667832112405,	2
8769.486140012741,	1.4969018,	0.0001089227491565033,	2
8770.285739898682,	1.4928852,	9.11833960548778e-05,	2
8771.085439920425,	1.4888847,	7.553960099591982e-05,	2
8771.885039806366,	1.4849038,	6.16546184373936e-05,	2
8772.684639930725,	1.4809076,	4.980196316145026e-05,	2
8773.484239816666,	1.4769146,	3.859441877758243e-05,	2
8774.283839941025,	1.4729053,	2.849977784407721e-05,	2
8775.083439826965,	1.4689142,	1.97884070950292e-05,	2
8775.883039951324,	1.4648926,	1.18356695638742e-05,	2
8776.682639837265,	1.4609032,	5.130120888179702e-06,	2
8777.482239961624,	1.4569044,	-1.414870247028682e-06,	2
8778.281839847565,	1.4529098,	-6.860956422417256e-06,	2
8779.081439733505,	1.448902,	-1.211697752959083e-05,	2
8779.881039857864,	1.4449158,	-1.678158845114659e-05,	2
