ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = BackendBase(none, address=none)
id = 3
timecol 'time/s' for: 'Ewe/V' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 11

time/s,	Ewe/V,	<I>/mA,	selector
7615.671653985977,	0.051168464,	-0.0010807108996436,	0
7616.671653985977,	0.051130336,	-0.001084756436478347,	0
7617.671653985977,	0.051134065,	-0.001079400632483886,	0
7618.671653985977,	0.051145557,	-0.00107729690837441,	0
7619.671653747559,	0.051137947,	-0.001079030731285457,	0
7620.671653747559,	0.051134139,	-0.00107989717797609,	0
7621.671653747559,	0.051111232,	-0.001078830941417254,	0
7622.671653747559,	0.051164731,	-0.001078549376758751,	0
7623.671653747559,	0.051088251,	-0.001081403141398915,	0
7624.671653747559,	0.051095862,	-0.00108166280577425,	0
7625.671653747559,	0.051092058,	-0.001080777378461789,	0
7626.671653747559,	0.051130336,	-0.001080727665580344,	0
7627.671653747559,	0.051145632,	-0.001077985430648552,	0
7628.671653747559,	0.051172268,	-0.001079017613851468,	0
7629.671653747559,	0.051134065,	-0.001081419606867716,	0
7630.671653747559,	0.051114965,	-0.001078256148751826,	0
7631.671653747559,	0.051095936,	-0.001079004726337735,	0
7632.671653747559,	0.051134065,	-0.001081855646171607,	0
7633.671653747559,	0.05118376,	-0.001078039530653041,	0
7634.671653747559,	0.051179953,	-0.001080000153894072,	0
7635.671653747559,	0.051134139,	-0.001079542463517283,	0
7636.671653747559,	0.051130336,	-0.001078653354756536,	0
7637.671653747559,	0.051088326,	-0.001080743636679836,	0
7638.671653747559,	0.051137947,	-0.001079626397800166,	0
7639.67165350914,	0.051134139,	-0.001080965504958295,	0
7640.67165350914,	0.051099744,	-0.001078289362334181,	0
7641.67165350914,	0.051118769,	-0.00107907867130125,	0
7642.67165350914,	0.051176075,	-0.001076409555959983,	0
7643.67165350914,	0.051103547,	-0.001082442159543281,	0
7644.67165350914,	0.051153243,	-0.001079594527406153,	0
7645.67165350914,	0.051149435,	-0.00107917697890662,	0
7646.67165350914,	0.051172342,	-0.001076905633695424,	0
7647.67165350914,	0.05114175,	-0.001077677134843543,	0
7648.67165350914,	0.051092058,	-0.001080871929286515,	0
7649.67165350914,	0.05114175,	-0.001081594770937229,	0
7650.67165350914,	0.051145632,	-0.001082392901205457,	0
7651.67165350914,	0.051137947,	-0.001080595564935357,	0
7652.67165350914,	0.051145557,	-0.001080350448028188,	0
7653.67165350914,	0.051145632,	-0.001077500027534553,	0
7654.67165350914,	0.051179953,	-0.001079145385662561,	0
7655.67165350914,	0.051122651,	-0.001080306694831236,	0
7656.67165350914,	0.051111158,	-0.001078149100160228,	0
7657.67165350914,	0.05114175,	-0.001078159890789539,	0
7658.67165350914,	0.051164657,	-0.001080370548611972,	0
7659.671653270721,	0.051160853,	-0.001079053133551498,	0
7660.671653270721,	0.051202934,	-0.001079017452488187,	0
7661.671653270721,	0.051172268,	-0.001082194829522633,	0
7662.671653270721,	0.051111158,	-0.001075053745042534,	0
7663.671653270721,	0.05111504,	-0.001079511685366744,	0
7664.671653270721,	0.051156972,	-0.00108167305228999,	0
7665.671653270721,	0.051153168,	-0.001081166058732198,	0
7666.671653270721,	0.051157046,	-0.00107814556589583,	0
7667.671653270721,	0.051126529,	-0.001081726181705017,	0
7668.671653270721,	0.051179953,	-0.001080265068321023,	0
7669.671653270721,	0.051160853,	-0.001079590400715825,	0
7670.671653270721,	0.051134139,	-0.001082192874874454,	0
7671.671653270721,	0.051149435,	-0.00107859563754173,	0
7672.671653270721,	0.051176149,	-0.001077977785037369,	0
7673.671653270721,	0.051179953,	-0.001076202934887261,	0
7674.671653270721,	0.051168539,	-0.001079087579238698,	0
7675.671653270721,	0.051111158,	-0.001079644181369805,	0
7676.671653270721,	0.051134139,	-0.001079339605243878,	0
7677.671653270721,	0.051145557,	-0.001077687298739329,	0
7678.671653032303,	0.051111232,	-0.001079480197315571,	0
7679.671653032303,	0.051114965,	-0.001077669304213488,	0
7680.671653032303,	0.051111158,	-0.001080002330127172,	0
7681.671653032303,	0.05108064,	-0.001080320145620501,	0
7682.671653032303,	0.051099669,	-0.00107876395233907,	0
7683.671653032303,	0.051149435,	-0.001076800301624463,	0
7684.671653032303,	0.05114175,	-0.001076979822991417,	0
7685.671653032303,	0.051095862,	-0.001077252926304936,	0
7686.671653032303,	0.051149361,	-0.001079506221332124,	0
7687.671653032303,	0.051126529,	-0.001078346661839168,	0
7688.671653032303,	0.051130261,	-0.001081647372513544,	0
7689.671653032303,	0.051099744,	-0.001077128818794154,	0
7690.671653032303,	0.051168464,	-0.001076889678393492,	0
7691.671653032303,	0.051164657,	-0.00107987340555992,	0
7692.671653032303,	0.051126529,	-0.001076328207727057,	0
7693.671653032303,	0.051157046,	-0.001078562245925424,	0
7694.671653032303,	0.051111158,	-0.001078873503336219,	0
7695.671653032303,	0.051115036,	-0.001076130647340325,	0
7696.671653032303,	0.051168464,	-0.001073722640820781,	0
7697.671653032303,	0.051145632,	-0.001076767238660251,	0
7698.671652793884,	0.051103547,	-0.001077792165102438,	0
7699.671652793884,	0.051126454,	-0.001077325704123361,	0
7700.671652793884,	0.05114175,	-0.001077803300740199,	0
7701.671652793884,	0.051172342,	-0.001075454733858353,	0
7702.671652793884,	0.051122651,	-0.001076512941799593,	0
7703.671652793884,	0.051134065,	-0.001077178167190868,	0
7704.671652793884,	0.051099744,	-0.001078508174978201,	0
7705.671652793884,	0.051126454,	-0.001079451778077055,	0
7706.671652793884,	0.051095936,	-0.001073830645205453,	0
7707.671652793884,	0.051134139,	-0.001077613235183525,	0
7708.671652793884,	0.051145632,	-0.00107792477273615,	0
7709.671652793884,	0.051164657,	-0.00107598079100717,	0
7710.671652793884,	0.051092058,	-0.001077324268023949,	0
7711.671652793884,	0.051160853,	-0.001076350060827101,	0
7712.671652793884,	0.051122651,	-0.001073615462821913,	0
7713.671652793884,	0.051107429,	-0.001075758817652242,	0
7714.671652793884,	0.05114175,	-0.001073983422492167,	0
7715.671652793884,	0.051145557,	-0.001073612167220562,	0
7716.671652793884,	0.051111232,	-0.001076434952567798,	0
7717.671652793884,	0.05114175,	-0.001076476742618253,	0
7718.671652555466,	0.051099744,	-0.001074054977239575,	0
7719.671652555466,	0.051145557,	-0.001075887553021314,	0
7720.671652555466,	0.051103547,	-0.001074081632122398,	0
7721.671652555466,	0.051130336,	-0.001075089673907496,	0
7722.671652555466,	0.051157046,	-0.001072788255184423,	0
7723.671652555466,	0.051126454,	-0.001075594703515526,	0
7724.671652555466,	0.051130336,	-0.001076324979262426,	0
7725.671652555466,	0.051134139,	-0.00107602273116354,	0
7726.671652555466,	0.051164657,	-0.001074902480538003,	0
7727.671652555466,	0.051111158,	-0.001075284999690486,	0
7728.671652555466,	0.051156972,	-0.001072724711359479,	0
7729.671652555466,	0.051118843,	-0.001076042071089614,	0
7730.671652555466,	0.051084448,	-0.001075785647018348,	0
7731.671652555466,	0.051160853,	-0.001071551726630423,	0
7732.671652555466,	0.051134139,	-0.001075398082379253,	0
7733.671652555466,	0.051088251,	-0.00107654558197828,	0
7734.671652555466,	0.051111158,	-0.001073753843002487,	0
7735.671652555466,	0.051168464,	-0.001070691246818753,	0
7736.671652555466,	0.051126454,	-0.001073575034504757,	0
7737.671652317047,	0.051137872,	-0.001073775686952286,	0
7738.671652317047,	0.051160853,	-0.001074164160457441,	0
7739.671652317047,	0.051172342,	-0.001072635328397156,	0
7740.671652317047,	0.051134139,	-0.001073824034805876,	0
7741.671652317047,	0.051149435,	-0.001075024020567071,	0
7742.671652317047,	0.051099744,	-0.001073969454551117,	0
7743.671652317047,	0.051176149,	-0.001076151963858865,	0
7744.671652317047,	0.051134065,	-0.001072880612150766,	0
7745.671652317047,	0.051157046,	-0.001073837521497626,	0
7746.671652317047,	0.051149435,	-0.001073640576959588,	0
7747.671652317047,	0.051160853,	-0.001075535324926023,	0
7748.671652317047,	0.051084448,	-0.001076719738927204,	0
7749.671652317047,	0.051145557,	-0.001073014936281834,	0
7750.671652317047,	0.051111158,	-0.001073654777207413,	0
7751.671652317047,	0.05108064,	-0.001075925042363819,	0
7752.671652317047,	0.051176149,	-0.00107395497339312,	0
7753.671652317047,	0.051134139,	-0.001072687425930054,	0
7754.671652317047,	0.051210545,	-0.001072533035755625,	0
7755.671652317047,	0.051145557,	-0.00107583317763638,	0
7756.671652317047,	0.051107354,	-0.001073382008087357,	0
7757.6716520786285,	0.051095936,	-0.001075862122699618,	0
7758.6716520786285,	0.051157046,	-0.00107403265920002,	0
7759.6716520786285,	0.051118769,	-0.001075439964758698,	0
7760.6716520786285,	0.051145557,	-0.001072132342925764,	0
7761.6716520786285,	0.051092058,	-0.001072965529561046,	0
7762.6716520786285,	0.051126529,	-0.001076881542569026,	0
7763.6716520786285,	0.051057734,	-0.001075741371128243,	0
7764.6716520786285,	0.051103547,	-0.001072580012632534,	0
7765.6716520786285,	0.051145557,	-0.001072367860097439,	0
7766.6716520786285,	0.051130336,	-0.001072545618948064,	0
7767.6716520786285,	0.051126454,	-0.001073328847473024,	0
7768.6716520786285,	0.051103547,	-0.001073727456049531,	0
7769.6716520786285,	0.051103547,	-0.001072934054292273,	0
7770.6716520786285,	0.051160853,	-0.001074755868269134,	0
7771.6716520786285,	0.051153243,	-0.001072725790087135,	0
7772.6716520786285,	0.051118843,	-0.001074411131802483,	0
7773.6716520786285,	0.051157046,	-0.001068153729138432,	0
7774.6716520786285,	0.051099744,	-0.001074462423229125,	0
7775.6716520786285,	0.051053852,	-0.001072385567834136,	0
7776.6716520786285,	0.051115036,	-0.001072264502372127,	0
7777.67165184021,	0.051092133,	-0.001072626800171565,	0
7778.67165184021,	0.051107429,	-0.00107243632960599,	0
7779.67165184021,	0.051111232,	-0.001073872194741853,	0
7780.67165184021,	0.051137947,	-0.001073765199922493,	0
7781.67165184021,	0.051126454,	-0.001071209634945267,	0
7782.67165184021,	0.051095936,	-0.001071013051306363,	0
7783.67165184021,	0.051107354,	-0.001073931657383221,	0
7784.67165184021,	0.051088251,	-0.001073216661275365,	0
7785.67165184021,	0.051095936,	-0.001072984805586749,	0
7786.67165184021,	0.051134139,	-0.001071488389465958,	0
7787.67165184021,	0.05114175,	-0.001072963381349112,	0
7788.67165184021,	0.051103547,	-0.001066675637871959,	0
7789.67165184021,	0.051134139,	-0.0010691333904746,	0
7790.67165184021,	0.051107354,	-0.001072906689229422,	0
7791.67165184021,	0.051092058,	-0.001071678197581791,	0
7792.67165184021,	0.051111158,	-0.001070788709400222,	0
7793.67165184021,	0.051061537,	-0.001070176832459401,	0
7794.67165184021,	0.051160853,	-0.001069829002965707,	0
7795.67165184021,	0.051168464,	-0.001070117934176233,	0
7796.67165184021,	0.051153243,	-0.001070474123640454,	0
7797.671651601791,	0.051076837,	-0.001071433540957514,	0
7798.671851634979,	0.051103547,	-0.001067784878267846,	0
7798.712251663208,	0.051168464,	-0.001068647135980427,	1
7799.132051706314,	0.048984833,	-0.002557824759934449,	1
7799.931651592255,	0.044983231,	-0.003611597185105699,	1
7800.731251716614,	0.040969342,	-0.004789316245783354,	1
7801.41095161438,	0.037576903,	-0.006052551639594811,	1
7801.693851709366,	0.036058951,	-0.0067829554900527,	1
7801.733851671219,	0.036387488,	-0.004354123890428156,	1
7802.153651714325,	0.038506001,	-0.001558272857637244,	1
7802.9532516002655,	0.042509299,	0.0002323088343106619,	1
7803.752851724625,	0.046513762,	0.00082444168324073,	1
7804.552451610565,	0.050493214,	0.001008924208417694,	1
7805.352051734924,	0.054498296,	0.001034517188316019,	1
7806.151651620865,	0.058500584,	0.00099751437661302,	1
7806.951251506805,	0.062486757,	0.0009431300964591483,	1
7807.750851631165,	0.066487715,	0.0008870554130986212,	1
7808.550451517105,	0.070485577,	0.000839484891708835,	1
7809.350051641464,	0.0744799,	0.0008116846278611173,	1
7810.149651527405,	0.07849703,	0.0007937001538425243,	1
7810.949351549149,	0.082497343,	0.0007852093992689003,	1
7811.748951435089,	0.086489871,	0.0007917245737850895,	1
7812.548551559448,	0.090490758,	0.0007995122386634333,	1
7813.348251581192,	0.094490506,	0.0008230178498800225,	1
7814.147851467133,	0.098494031,	0.0008480783250931281,	1
7814.947451591492,	0.1024806,	0.0008837825646795241,	1
7815.747051477432,	0.10648149,	0.0009247428586106506,	1
7816.546651363373,	0.11048079,	0.0009750863913203563,	1
7817.346251487732,	0.11448543,	0.001035079825436639,	1
7818.1458513736725,	0.11849097,	0.001101451496608907,	1
7818.945451498032,	0.1224696,	0.001175538629617028,	1
7819.745051383972,	0.12647121,	0.001244890532575779,	1
7820.544651508331,	0.13048296,	0.001288920206986649,	1
7821.344251394272,	0.13448617,	0.00128519922351596,	1
7822.143851518631,	0.13848498,	0.001241800029238289,	1
7822.9434514045715,	0.14248841,	0.001175822316465366,	1
7823.743051290512,	0.14647999,	0.001103997815581671,	1
7824.542651414871,	0.15046874,	0.001027221068288273,	1
7825.342251300812,	0.15444936,	0.0009732243167085881,	1
7826.141851425171,	0.15843567,	0.0009252337879935481,	1
7826.941451311111,	0.16243498,	0.0008926921939761364,	1
7827.741151332855,	0.16643719,	0.0008705273492194533,	1
7828.540751218796,	0.17043634,	0.0008570347391017898,	1
7829.340351343155,	0.17442924,	0.0008534246308672527,	1
7830.140051364899,	0.17843769,	0.000852404364179795,	1
7830.939651250839,	0.18241684,	0.0008576828706825974,	1
7831.739251375198,	0.18644294,	0.0008628231967458561,	1
7832.538851261139,	0.19042277,	0.0008660238754152286,	1
7833.338451385498,	0.19442303,	0.000856824163143065,	1
7834.138051271439,	0.19841604,	0.0008420906012290841,	1
7834.937651157379,	0.20241533,	0.0008176929744517485,	1
7835.737251281738,	0.2064181,	0.0007872669936488193,	1
7836.536851167679,	0.21041454,	0.0007597389991022743,	1
7837.336451292038,	0.21443407,	0.0007375928982164409,	1
7838.1360511779785,	0.21842384,	0.0007287774735977512,	1
7838.935651302338,	0.22240677,	0.0007350026392881114,	1
7839.735251188278,	0.22642872,	0.0007515630044922978,	1
7840.534851074219,	0.23041718,	0.0007866225625050034,	1
7841.334451198578,	0.2344287,	0.000833742105598792,	1
7842.134051084518,	0.23842604,	0.0008979311317453414,	1
7842.933651208878,	0.24242416,	0.0009757515433444488,	1
7843.733351230621,	0.24642424,	0.001069127894297552,	1
7844.532951116562,	0.25042945,	0.00117512512707582,	1
7845.332551240921,	0.2544187,	0.001282703579397073,	1
7846.132251024246,	0.25841713,	0.001392557007004962,	1
7846.931851148605,	0.26240104,	0.001483993311701716,	1
7847.731451034546,	0.26639944,	0.001534318494798105,	1
7848.531051158905,	0.27040932,	0.001532809863087188,	1
7849.330651044846,	0.27440313,	0.00146759315095641,	1
7850.130251169205,	0.27839586,	0.001351633077393662,	1
7850.929851055145,	0.28239927,	0.001200069899683399,	1
7851.729450941086,	0.28639531,	0.001034855144575331,	1
7852.529051065445,	0.29036969,	0.0008773883684345361,	1
7853.3286509513855,	0.29436818,	0.0007387074873190926,	1
7854.128251075745,	0.29835019,	0.0006190628459659675,	1
7854.927850961685,	0.30234092,	0.0005240585187921013,	1
7855.727451086044,	0.30631793,	0.0004450628726303902,	1
7856.527050971985,	0.3102892,	0.0003862665687757228,	1
7857.326651096344,	0.3142966,	0.0003379096165393877,	1
7858.126250982285,	0.31827101,	0.0002987388627874845,	1
7858.925850868225,	0.32225877,	0.0002652014694702876,	1
7859.725450992584,	0.32624042,	0.0002375834785367631,	1
7860.525151014328,	0.33022618,	0.0002156794300845781,	1
7861.324750900269,	0.33421481,	0.0001942633293286998,	1
7862.124351024628,	0.3382161,	0.0001757040733180813,	1
7862.924050807953,	0.34220326,	0.0001597734089145704,	1
7863.723650932312,	0.34621558,	0.0001441358908148817,	1
7864.523250818253,	0.3502124,	0.0001299411341638785,	1
7865.322850942612,	0.35421672,	0.0001167384362419509,	1
7866.122450828552,	0.35821906,	0.0001051995657626022,	1
7866.922050952911,	0.36220926,	9.407343077715062e-05,	1
7867.721650838852,	0.36621836,	8.506831285169799e-05,	1
7868.521250963211,	0.37021559,	7.661057134877814e-05,	1
7869.320850849152,	0.3742176,	6.97799198411341e-05,	1
7870.120450735092,	0.3782365,	6.305713568191345e-05,	1
7870.920050859451,	0.38221845,	5.849396021226491e-05,	1
7871.719650745392,	0.38622332,	5.438820340322227e-05,	1
7872.519250869751,	0.39022708,	5.076024921043523e-05,	1
7873.3188507556915,	0.39423111,	4.871840931908763e-05,	1
7874.118450880051,	0.39822909,	4.670161069684716e-05,	1
7874.918050765991,	0.40222815,	4.525606217533609e-05,	1
7875.717650651932,	0.40623412,	4.462803026163207e-05,	1
7876.5173506736755,	0.4102236,	4.402508516458258e-05,	1
7877.316950798035,	0.41424125,	4.424175787195723e-05,	1
7878.116550683975,	0.41821381,	4.444696046819962e-05,	1
7878.916250705719,	0.42223066,	4.541696898440481e-05,	1
7879.715850830078,	0.42624,	4.58834456246763e-05,	1
7880.515450716019,	0.430231,	4.691954409364563e-05,	1
7881.315050601959,	0.43423429,	4.789952566617087e-05,	1
7882.114650726318,	0.43822664,	4.922082180013293e-05,	1
7882.914250612259,	0.44221985,	5.025710539007372e-05,	1
7883.713850736618,	0.44623089,	5.188682028429851e-05,	1
7884.513450622559,	0.45023575,	5.272785449174735e-05,	1
7885.313050746918,	0.45423394,	5.415090567766176e-05,	1
7886.112650632858,	0.45822269,	5.517978774403692e-05,	1
7886.912250518799,	0.46221724,	5.661358921589456e-05,	1
7887.711850643158,	0.46620545,	5.764616554114704e-05,	1
7888.5114505290985,	0.47019807,	5.902814040561306e-05,	1
7889.311050653458,	0.4741987,	5.996903549655385e-05,	1
7890.110650539398,	0.47820464,	6.128356500477894e-05,	1
7890.910250663757,	0.48219016,	6.203169437102047e-05,	1
7891.709850549698,	0.48619744,	6.319460861623947e-05,	1
7892.509550571442,	0.49019101,	6.402759888796453e-05,	1
7893.309150457382,	0.49418983,	6.496875860191695e-05,	1
7894.108750581741,	0.49818274,	6.594995105498416e-05,	1
7894.908350467682,	0.50218409,	6.64982595553694e-05,	1
7895.708050489426,	0.50618631,	6.733022775033527e-05,	1
7896.507650613785,	0.51016408,	6.767585708617767e-05,	1
7897.307250499725,	0.51415288,	6.844429212748341e-05,	1
7898.106850385666,	0.51815099,	6.911984897444746e-05,	1
7898.906450510025,	0.52215225,	7.013794489765801e-05,	1
7899.706050395966,	0.52614003,	7.073808837965276e-05,	1
7900.505650520325,	0.53014797,	7.157561154082757e-05,	1
7901.305250406265,	0.53414583,	7.251740217112564e-05,	1
7902.104850530624,	0.53813821,	7.370119488203365e-05,	1
7902.904450416565,	0.54214644,	7.464190087963138e-05,	1
7903.704050540924,	0.54613578,	7.58840247791462e-05,	1
7904.503650426865,	0.55014139,	7.767349038182673e-05,	1
7905.303250312805,	0.55414599,	7.944814512609688e-05,	1
7906.102850437164,	0.5581454,	8.125228832223672e-05,	1
7906.902450323105,	0.56213886,	8.312470362931168e-05,	1
7907.702050447464,	0.56613547,	8.58509459555571e-05,	1
7908.5016503334045,	0.57014298,	8.834597639061775e-05,	1
7909.301350355148,	0.5741421,	9.104341390269734e-05,	1
7910.100950241089,	0.5781312,	9.385581128105568e-05,	1
7910.900550365448,	0.58211219,	9.695255275285648e-05,	1
7911.700250387192,	0.58611178,	0.0001001800840615794,	1
7912.499850273132,	0.59011507,	0.0001033415109708633,	1
7913.2994503974915,	0.59409773,	0.0001066625960380878,	1
7914.099050283432,	0.59808826,	0.0001100018719341591,	1
7914.898650407791,	0.60208172,	0.000113186996329379,	1
7915.698250293732,	0.60609436,	0.000116481708213381,	1
7916.497850179672,	0.61009812,	0.0001193961030198261,	1
7917.297450304031,	0.61410564,	0.0001223375884825846,	1
7918.097050189972,	0.6180957,	0.0001250804469376827,	1
7918.896650314331,	0.6220839,	0.0001277810478044475,	1
7919.696250200272,	0.62608892,	0.0001303845387170409,	1
7920.495850324631,	0.63009071,	0.0001335893910013696,	1
7921.295450210571,	0.63408941,	0.0001358529558833377,	1
7922.095050096512,	0.63808066,	0.0001387762892616319,	1
7922.894650220871,	0.64209646,	0.00014237404726162,	1
7923.6942501068115,	0.64608777,	0.000145777612233439,	1
7924.493850231171,	0.65008926,	0.0001497561798053091,	1
7925.293550252914,	0.65407413,	0.0001541806081251412,	1
7926.093150138855,	0.65809381,	0.0001591718293758931,	1
7926.892750263214,	0.66208541,	0.0001643413941118739,	1
7927.692450046539,	0.66607553,	0.0001711937205708087,	1
7928.492050170898,	0.67007118,	0.0001781438925630678,	1
7929.291650056839,	0.67407268,	0.0001857154192904035,	1
7930.091250181198,	0.67806733,	0.0001943668974651834,	1
7930.890850067139,	0.68205839,	0.0002035344536781647,	1
7931.690450191498,	0.68606651,	0.0002133223031637186,	1
7932.490050077438,	0.69006044,	0.0002236020153307356,	1
7933.289649963379,	0.69405621,	0.0002341458826045383,	1
7934.089250087738,	0.69805908,	0.0002449920334893739,	1
7934.888849973679,	0.70207357,	0.0002558449880405429,	1
7935.688450098038,	0.70606279,	0.000265396864409411,	1
7936.488049983978,	0.71006286,	0.0002743832607953429,	1
7937.287650108337,	0.71404678,	0.0002819873680145941,	1
7938.087249994278,	0.71803468,	0.0002879166780227248,	1
7938.886850118637,	0.72205293,	0.0002916526912863124,	1
7939.686450004578,	0.72604638,	0.0002926028913273148,	1
7940.486049890518,	0.73006147,	0.0002905700615834584,	1
7941.285650014877,	0.73405987,	0.0002859697250332791,	1
7942.085350036621,	0.73805803,	0.0002785069305695559,	1
7942.884949922562,	0.74204546,	0.0002689812776405925,	1
7943.684550046921,	0.74604732,	0.0002578760671596517,	1
7944.484249830246,	0.75001419,	0.0002451968816943222,	1
7945.283849954605,	0.75404412,	0.0002328516932759814,	1
7946.083449840546,	0.75804836,	0.0002199449909395016,	1
7946.883049964905,	0.76204777,	0.0002073816778810859,	1
7947.682649850845,	0.76601952,	0.0001959995207402852,	1
7948.4822499752045,	0.77000988,	0.0001863847367776709,	1
7949.281849861145,	0.77403474,	0.0001783864512423915,	1
7950.081449747086,	0.77802473,	0.0001722695443834953,	1
7950.881049871445,	0.782013,	0.0001675193055433984,	1
7951.680649757385,	0.78600615,	0.0001655644303502199,	1
7952.480249881744,	0.79000515,	0.0001658803137295824,	1
7953.279849767685,	0.79400444,	0.0001677317984901663,	1
7954.079449892044,	0.79801792,	0.0001718868912482809,	1
7954.879049777985,	0.80199587,	0.0001789129957436774,	1
7955.678649902344,	0.8059966,	0.0001874191720328978,	1
7956.478249788284,	0.81000334,	0.0001991024597381597,	1
7957.277849674225,	0.81398994,	0.0002131128653657484,	1
7958.077549695969,	0.8179968,	0.0002305903542007097,	1
7958.877149820328,	0.82201064,	0.0002502591281380623,	1
7959.676749706268,	0.82598281,	0.0002736625957570483,	1
7960.476449728012,	0.82999259,	0.000301241093448713,	1
7961.276049613953,	0.83401036,	0.0003310316487420495,	1
7962.075649738312,	0.83799165,	0.0003641200233720854,	1
7962.875249624252,	0.84200442,	0.0004016959163615332,	1
7963.674849748611,	0.84599316,	0.0004429272586820845,	1
7964.474449634552,	0.8499769,	0.0004863980111004399,	1
7965.274049758911,	0.85398853,	0.0005332867771332462,	1
7966.073649644852,	0.85798419,	0.0005824286913432807,	1
7966.873249769211,	0.86199039,	0.0006325445169855155,	1
7967.672849655151,	0.86598051,	0.000682855234298476,	1
7968.472449541092,	0.86998308,	0.0007302671657508225,	1
7969.272049665451,	0.87398165,	0.0007753078092264717,	1
7970.071649551392,	0.87797022,	0.0008174426104325195,	1
7970.871249675751,	0.88197261,	0.0008549901144857108,	1
7971.670849561691,	0.88597804,	0.0008893999186295361,	1
7972.47044968605,	0.88996077,	0.0009189119166758374,	1
7973.270049571991,	0.89396024,	0.0009479691859509143,	1
7974.069749593735,	0.89794612,	0.0009751269054301924,	1
7974.869349479675,	0.90196347,	0.001003901618266677,	1
7975.668949604034,	0.9059611,	0.001033669106992283,	1
7976.468649625778,	0.9099685,	0.001063582984586788,	1
7977.268249511719,	0.9139725,	0.001091866551758885,	1
7978.067849636078,	0.91796052,	0.001116931176731763,	1
7978.867449522018,	0.92194718,	0.001141309241875763,	1
7979.667049407959,	0.92594463,	0.00116249254744205,	1
7980.466649532318,	0.92992657,	0.001179324913157313,	1
7981.266249418259,	0.93393487,	0.001193445274679869,	1
7982.065849542618,	0.93792814,	0.00120561799757064,	1
7982.865449428558,	0.94192243,	0.001215371796759559,	1
7983.6650495529175,	0.94593263,	0.001224169998520935,	1
7984.464649438858,	0.94993341,	0.001228765362100038,	1
7985.264249324799,	0.95392966,	0.001232935004928487,	1
7986.063849449158,	0.95792574,	0.001237162010891845,	1
7986.863449335098,	0.9619332,	0.001238467842161996,	1
7987.663049459457,	0.96592736,	0.001239488133172513,	1
7988.462649345398,	0.96991968,	0.001239325975634279,	1
7989.262249469757,	0.97391868,	0.001242322853762309,	1
7990.061849355698,	0.97790593,	0.001244091429816673,	1
7990.861449480057,	0.98190802,	0.001246611732804633,	1
7991.661149263382,	0.98589313,	0.001250669824798171,	1
7992.460749387741,	0.98990291,	0.001254615018988026,	1
7993.260449409485,	0.9938916,	0.001261373192146455,	1
7994.060049295425,	0.99790591,	0.001268130934812053,	1
7994.859649419785,	1.0018915,	0.001275687862071447,	1
7995.659249305725,	1.0058979,	0.001282728179069548,	1
7996.458849191666,	1.0099051,	0.001293650627539823,	1
7997.258449316025,	1.0139059,	0.001300445366547082,	1
7998.058049201965,	1.0179052,	0.001310167180902683,	1
7998.8576493263245,	1.021899,	0.001320467549696281,	1
7999.657249212265,	1.0259113,	0.00132993615092511,	1
8000.456849336624,	1.0299031,	0.00133979116640065,	1
8001.256449222565,	1.0338936,	0.001349000284100513,	1
8002.056049346924,	1.0379015,	0.001356955102125114,	1
8002.855649232864,	1.0418923,	0.001363079099070141,	1
8003.655249118805,	1.0458931,	0.001366804339986732,	1
8004.454849243164,	1.0499011,	0.001367881785548771,	1
8005.254549264908,	1.0539021,	0.001364736391829015,	1
8006.054149150848,	1.057899,	0.001359671644783747,	1
8006.8537492752075,	1.0618974,	0.001354078258766576,	1
8007.653449058533,	1.06589,	0.00134562982035044,	1
8008.453049182892,	1.0699048,	0.001336437743016252,	1
8009.252649068832,	1.0738758,	0.001326085712806856,	1
8010.0522491931915,	1.0778617,	0.001317329056629391,	1
8010.851849079132,	1.0818797,	0.001307502724104734,	1
8011.651449203491,	1.0858644,	0.001298231001451773,	1
8012.451049089432,	1.0898665,	0.001289309401203885,	1
8013.250649213791,	1.0938647,	0.001282086264583813,	1
8014.050249099731,	1.0978708,	0.001273860935088449,	1
8014.849848985672,	1.1018562,	0.0012664324354607,	1
8015.649449110031,	1.105849,	0.00126048713689673,	1
8016.449048995972,	1.1098728,	0.001254943903336012,	1
8017.248649120331,	1.1138576,	0.001248654226500834,	1
8018.048249006271,	1.117864,	0.001244240637353754,	1
8018.8478491306305,	1.1218359,	0.001240183943252776,	1
8019.647449016571,	1.1258355,	0.001236860886709223,	1
8020.447048902512,	1.1298206,	0.001234816252446177,	1
8021.246649026871,	1.1338316,	0.001232433811127167,	1
8022.0463490486145,	1.1378372,	0.001231881402796016,	1
8022.845948934555,	1.1418326,	0.001230818949341916,	1
8023.645648956299,	1.1458322,	0.001230159431348276,	1
8024.445249080658,	1.1498228,	0.001230459411254175,	1
8025.2448489665985,	1.1538401,	0.00123077886742154,	1
8026.044448852539,	1.1578236,	0.001230988745393647,	1
8026.844048976898,	1.1618099,	0.001231966287238687,	1
8027.643648862839,	1.1658227,	0.00123274899499912,	1
8028.443248987198,	1.1698209,	0.001233805639126003,	1
