name = zilien_data_COstrip_11-11-21.csv AND 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC-MS
tstamp = 1636617385.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
timecol 'M28-x' for: 'M28'
timecol 'M18-x' for: 'M18'
timecol 'M40-x' for: 'M40'
timecol 'M32-x' for: 'M32'
timecol 'M4-x' for: 'M4'
timecol 'M44-x' for: 'M44'
timecol 'M2-x' for: 'M2'
N_header_lines = 16

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	M28-x,	M28,	M18-x,	M18,	M40-x,	M40,	M32-x,	M32,	M4-x,	M4,	M44-x,	M44,	M2-x,	M2
9859.651042222977,	0.74603027,	0.0001956762040743135,	13,	0.74603027,	0.0009983479799709873,	9340.607000112534,	1.129694e-10,	9340.53299999237,	1.384552e-09,	9340.756000041962,	2.205058e-12,	9340.681999921799,	2.377789e-10,	9340.457999944687,	1.929244e-08,	9340.831000089645,	1.169927e-11,	9340.384000062943,	2.606259e-10,	
9860.450642347336,	0.75002795,	0.0001886199686487945,	13,	0.75002795,	0.0009623467788203801,	9341.170000076294,	1.140472e-10,	9341.09500002861,	1.389764e-09,	9341.319000005722,	2.255989e-12,	9341.243999958038,	2.388733e-10,	9341.020999908447,	1.92811e-08,	9341.392999887466,	1.179568e-11,	9340.946000099182,	2.613867e-10,	
9861.250242233276,	0.75403148,	0.0001811122483195098,	13,	0.75403148,	0.000924042083262805,	9341.733999967575,	1.141573e-10,	9341.658999919891,	1.396568e-09,	9341.882999897003,	2.237845e-12,	9341.808000087738,	2.383442e-10,	9341.585000038147,	1.933693e-08,	9341.957000017166,	1.202167e-11,	9341.509999990463,	2.600715e-10,	
9862.049842357635,	0.75803268,	0.0001729535670868271,	13,	0.75803268,	0.0008824161586062606,	9342.295000076294,	1.138788e-10,	9342.220999956131,	1.391646e-09,	9342.444000005722,	2.160167e-12,	9342.369999885559,	2.382569e-10,	9342.145999908447,	1.929292e-08,	9342.519000053406,	1.185085e-11,	9342.072000026703,	2.617923e-10,	
9862.849442243576,	0.7620458,	0.000164649780970908,	13,	0.7620458,	0.0008400499029127959,	9342.858000040054,	1.141752e-10,	9342.78299999237,	1.392437e-09,	9343.006999969482,	2.165331e-12,	9342.931999921799,	2.380051e-10,	9342.709000110626,	1.928603e-08,	9343.081000089645,	1.180193e-11,	9342.634000062943,	2.613637e-10,	
9863.649042367935,	0.76601464,	0.0001565073717908734,	13,	0.76601464,	0.0007985069989330276,	9343.421000003815,	1.133605e-10,	9343.345999956131,	1.390247e-09,	9343.569999933243,	2.233958e-12,	9343.494999885559,	2.389376e-10,	9343.272000074387,	1.927624e-08,	9343.644000053406,	1.187383e-11,	9343.197000026703,	2.60371e-10,	
9864.448642253876,	0.76999456,	0.0001497361499094394,	13,	0.76999456,	0.000763959948517548,	9343.983000040054,	1.13989e-10,	9343.908999919891,	1.390914e-09,	9344.131999969482,	2.279648e-12,	9344.058000087738,	2.379808e-10,	9343.834000110626,	1.92994e-08,	9344.207000017166,	1.158498e-11,	9343.759999990463,	2.602926e-10,	
9865.248242139816,	0.77400976,	0.000143684957461779,	13,	0.77400976,	0.0007330865176621377,	9344.546000003815,	1.138851e-10,	9344.471999883652,	1.388489e-09,	9344.694999933243,	2.143142e-12,	9344.621000051498,	2.374746e-10,	9344.397000074387,	1.925523e-08,	9344.769999980927,	1.183177e-11,	9344.322999954224,	2.603525e-10,	
9866.047842264175,	0.77799773,	0.0001392141597246319,	13,	0.77799773,	0.0007102763251256729,	9345.108999967575,	1.132551e-10,	9345.033999919891,	1.388823e-09,	9345.257999897003,	2.142792e-12,	9345.183000087738,	2.376334e-10,	9344.960000038147,	1.925878e-08,	9345.332000017166,	1.169882e-11,	9344.884999990463,	2.593195e-10,	
9866.847442150116,	0.7820164,	0.0001365910266238024,	13,	0.7820164,	0.0006968929929785836,	9345.671999931335,	1.132188e-10,	9345.598000049591,	1.394684e-09,	9345.821000099182,	2.147881e-12,	9345.74699997902,	2.386572e-10,	9345.523000001907,	1.930154e-08,	9345.895999908447,	1.175372e-11,	9345.448999881744,	2.620532e-10,	
9867.647042274475,	0.78600031,	0.0001351755011353216,	13,	0.78600031,	0.0006896709241598041,	9346.233999967575,	1.137629e-10,	9346.16000008583,	1.380205e-09,	9346.382999897003,	2.137656e-12,	9346.309000015259,	2.377597e-10,	9346.085000038147,	1.920839e-08,	9346.457999944687,	1.156731e-11,	9346.010999917984,	2.588115e-10,	
9868.446642160416,	0.78998435,	0.0001361643477096699,	13,	0.78998435,	0.0006947160597432138,	9346.796999931335,	1.128293e-10,	9346.721999883652,	1.384485e-09,	9346.946000099182,	2.158367e-12,	9346.871000051498,	2.371955e-10,	9346.648000001907,	1.925222e-08,	9347.019999980927,	1.182129e-11,	9346.572999954224,	2.597818e-10,	
9869.246242284775,	0.79400647,	0.0001393227283380235,	13,	0.79400647,	0.0007108302466225689,	9347.359999895096,	1.137596e-10,	9347.28500008583,	1.390919e-09,	9347.509000062943,	2.183876e-12,	9347.434000015259,	2.386309e-10,	9347.210999965668,	1.92552e-08,	9347.582999944687,	1.177449e-11,	9347.135999917984,	2.599913e-10,	
9870.045842170715,	0.7980144,	0.0001452824634199529,	13,	0.7980144,	0.0007412370582650658,	9347.921000003815,	1.144954e-10,	9347.846999883652,	1.386637e-09,	9348.069999933243,	2.193469e-12,	9347.996000051498,	2.384842e-10,	9347.772000074387,	1.92278e-08,	9348.144999980927,	1.183379e-11,	9347.697999954224,	2.598865e-10,	
9870.845442295074,	0.80201948,	0.0001533708015309056,	13,	0.80201948,	0.0007825040894433958,	9348.483999967575,	1.138835e-10,	9348.408999919891,	1.392369e-09,	9348.632999897003,	2.394104e-12,	9348.558000087738,	2.362591e-10,	9348.335000038147,	1.930978e-08,	9348.707000017166,	1.182046e-11,	9348.259999990463,	2.602416e-10,	
9871.645042181015,	0.80600971,	0.0001643585655169751,	13,	0.80600971,	0.0008385641097804851,	9349.048000097275,	1.145374e-10,	9348.973000049591,	1.390581e-09,	9349.197000026703,	2.247912e-12,	9349.12199997902,	2.390438e-10,	9348.898999929428,	1.931932e-08,	9349.270999908447,	1.15333e-11,	9348.823999881744,	2.606179e-10,	
9872.444742202759,	0.81000203,	0.0001789856374018201,	13,	0.81000203,	0.0009131920275603065,	9349.611000061035,	1.138321e-10,	9349.536999940872,	1.383385e-09,	9349.759999990463,	2.206234e-12,	9349.686000108719,	2.374618e-10,	9349.461999893188,	1.924661e-08,	9349.835000038147,	1.16711e-11,	9349.388000011444,	2.604337e-10,	
9873.2443420887,	0.81400543,	0.0001965396487407618,	13,	0.81400543,	0.0010027533099018458,	9350.173000097275,	1.137826e-10,	9350.098999977112,	1.385404e-09,	9350.322000026703,	2.136347e-12,	9350.24799990654,	2.369218e-10,	9350.023999929428,	1.923708e-08,	9350.397000074387,	1.182305e-11,	9349.950000047684,	2.591346e-10,	
9874.043942213058,	0.8180058,	0.0002183182223143194,	13,	0.8180058,	0.0011138684811955071,	9350.736999988556,	1.136812e-10,	9350.661999940872,	1.387111e-09,	9350.885999917984,	2.240375e-12,	9350.811000108719,	2.382121e-10,	9350.588000059128,	1.927696e-08,	9350.960000038147,	1.173858e-11,	9350.513000011444,	2.612051e-10,	
9874.843642234802,	0.82200509,	0.0002424872432405505,	13,	0.82200509,	0.0012371798124517883,	9351.298000097275,	1.141557e-10,	9351.223999977112,	1.394833e-09,	9351.447000026703,	2.195057e-12,	9351.37299990654,	2.372277e-10,	9351.148999929428,	1.933691e-08,	9351.522000074387,	1.166279e-11,	9351.075000047684,	2.606809e-10,	
9875.643242120743,	0.82600152,	0.0002704404232161191,	13,	0.82600152,	0.0013797980776332607,	9351.861000061035,	1.132796e-10,	9351.786999940872,	1.389195e-09,	9352.009999990463,	2.307405e-12,	9351.936000108719,	2.381002e-10,	9351.711999893188,	1.929638e-08,	9352.085000038147,	1.152127e-11,	9351.638000011444,	2.603327e-10,	
9876.442842006683,	0.82999086,	0.000301428290680715,	13,	0.82999086,	0.0015378994422485456,	9352.424999952316,	1.13405e-10,	9352.349999904633,	1.388496e-09,	9352.573999881744,	2.277064e-12,	9352.49900007248,	2.362726e-10,	9352.276000022888,	1.924652e-08,	9352.648000001907,	1.194965e-11,	9352.200999975204,	2.603662e-10,	
9877.242442131042,	0.83399689,	0.0003354136592711183,	13,	0.83399689,	0.001711294179954685,	9352.987999916077,	1.134437e-10,	9352.913000106812,	1.384549e-09,	9353.137000083923,	2.238327e-12,	9353.06200003624,	2.379212e-10,	9352.838999986649,	1.922539e-08,	9353.210999965668,	1.178042e-11,	9352.763999938965,	2.597454e-10,	
9878.042042016983,	0.83798712,	0.0003714972195420713,	13,	0.83798712,	0.0018953939772554658,	9353.549000024796,	1.140608e-10,	9353.474999904633,	1.386948e-09,	9353.697999954224,	2.262045e-12,	9353.62400007248,	2.369623e-10,	9353.400000095367,	1.922069e-08,	9353.773000001907,	1.186176e-11,	9353.325999975204,	2.600384e-10,	
9878.841642141342,	0.84199697,	0.0004106520091027325,	13,	0.84199697,	0.0020951633117486353,	9354.112999916077,	1.13629e-10,	9354.038000106812,	1.387891e-09,	9354.262000083923,	2.196125e-12,	9354.18700003624,	2.388194e-10,	9353.963999986649,	1.93003e-08,	9354.335999965668,	1.171574e-11,	9353.888999938965,	2.600995e-10,	
9879.641242027283,	0.84599018,	0.0004515479653124109,	13,	0.84599018,	0.0023038161495531166,	9354.676000118256,	1.137233e-10,	9354.601000070572,	1.38683e-09,	9354.825000047684,	2.217098e-12,	9354.75,	2.372866e-10,	9354.526999950409,	1.927822e-08,	9354.898999929428,	1.168658e-11,	9354.451999902725,	2.615348e-10,	
9880.440842151642,	0.84998494,	0.0004943408402290335,	13,	0.84998494,	0.002522147144025681,	9355.236999988556,	1.126998e-10,	9355.163000106812,	1.383847e-09,	9355.385999917984,	2.181386e-12,	9355.31200003624,	2.380289e-10,	9355.088000059128,	1.920555e-08,	9355.460999965668,	1.179495e-11,	9355.013999938965,	2.588095e-10,	
9881.240442037582,	0.85398674,	0.0005384824652721783,	13,	0.85398674,	0.002747359516694787,	9355.799999952316,	1.13215e-10,	9355.726000070572,	1.384817e-09,	9355.948999881744,	2.130857e-12,	9355.875,	2.376705e-10,	9355.651000022888,	1.922463e-08,	9356.023999929428,	1.168811e-11,	9355.576999902725,	2.594275e-10,	
9882.040042161942,	0.85797757,	0.000582391557114384,	13,	0.85797757,	0.0029713854954815508,	9356.362999916077,	1.13897e-10,	9356.288000106812,	1.388491e-09,	9356.512000083923,	2.134932e-12,	9356.43700003624,	2.379367e-10,	9356.213999986649,	1.927962e-08,	9356.585999965668,	1.186432e-11,	9356.138999938965,	2.597489e-10,	
9882.839642047882,	0.86197436,	0.000628692435459881,	13,	0.86197436,	0.0032076144666320456,	9356.926000118256,	1.124206e-10,	9356.851999998093,	1.385808e-09,	9357.075000047684,	2.104269e-12,	9357.00099992752,	2.374351e-10,	9356.776999950409,	1.925203e-08,	9357.150000095367,	1.171064e-11,	9356.703000068665,	2.602718e-10,	
9883.639241933823,	0.86598027,	0.0006722264911725329,	13,	0.86598027,	0.003429726995778229,	9357.486999988556,	1.135678e-10,	9357.413000106812,	1.379951e-09,	9357.635999917984,	2.122856e-12,	9357.56200003624,	2.365586e-10,	9357.338000059128,	1.918475e-08,	9357.710999965668,	1.185288e-11,	9357.263999938965,	2.599485e-10,	
9884.438842058182,	0.86998159,	0.0007143325214279857,	13,	0.86998159,	0.0036445536807550288,	9358.051000118256,	1.136869e-10,	9357.976000070572,	1.388497e-09,	9358.200000047684,	2.204025e-12,	9358.125,	2.383713e-10,	9357.901999950409,	1.924659e-08,	9358.273999929428,	1.182069e-11,	9357.826999902725,	2.595895e-10,	
9885.238441944122,	0.87396961,	0.0007542888783942468,	13,	0.87396961,	0.003848412644868606,	9358.614000082016,	1.137413e-10,	9358.539000034332,	1.396018e-09,	9358.763000011444,	2.166863e-12,	9358.68799996376,	2.390895e-10,	9358.46499991417,	1.934655e-08,	9358.836999893188,	1.181789e-11,	9358.390000104904,	2.605372e-10,	
9886.038042068481,	0.8779434,	0.0007917468353340889,	13,	0.8779434,	0.004039524670071882,	9359.176000118256,	1.132644e-10,	9359.101999998093,	1.382112e-09,	9359.325000047684,	2.085043e-12,	9359.25099992752,	2.376731e-10,	9359.026999950409,	1.929315e-08,	9359.400000095367,	1.175649e-11,	9358.953000068665,	2.60359e-10,	
9886.837641954422,	0.88195688,	0.0008282197001056725,	13,	0.88195688,	0.004225610714824859,	9359.740000009537,	1.130487e-10,	9359.664999961853,	1.386899e-09,	9359.888999938965,	2.085929e-12,	9359.813999891281,	2.374513e-10,	9359.591000080109,	1.922968e-08,	9359.963000059128,	1.190097e-11,	9359.516000032425,	2.59082e-10,	
9887.637242078781,	0.88595957,	0.0008617304558555371,	13,	0.88595957,	0.004396583958446618,	9360.302999973297,	1.137368e-10,	9360.227999925613,	1.387645e-09,	9360.451999902725,	2.198467e-12,	9360.37700009346,	2.388525e-10,	9360.154000043869,	1.931599e-08,	9360.526000022888,	1.200008e-11,	9360.078999996185,	2.60625e-10,	
9888.436841964722,	0.88994509,	0.0008919831731735639,	13,	0.88994509,	0.004550934557007978,	9360.865000009537,	1.139904e-10,	9360.790999889374,	1.399034e-09,	9361.013999938965,	2.289071e-12,	9360.94000005722,	2.388679e-10,	9360.716000080109,	1.938243e-08,	9361.088999986649,	1.169298e-11,	9360.641999959946,	2.611271e-10,	
9889.236541986465,	0.89395344,	0.0009209713535453801,	13,	0.89395344,	0.004698833436456021,	9361.427999973297,	1.141849e-10,	9361.354000091553,	1.393904e-09,	9361.576999902725,	2.260622e-12,	9361.50300002098,	2.388461e-10,	9361.279000043869,	1.932349e-08,	9361.651999950409,	1.191108e-11,	9361.204999923706,	2.61275e-10,	
9890.036141872406,	0.89795268,	0.0009513566533164734,	13,	0.89795268,	0.004853860476104456,	9361.990999937057,	1.13362e-10,	9361.915999889374,	1.393861e-09,	9362.140000104904,	2.223001e-12,	9362.06500005722,	2.391402e-10,	9361.84200000763,	1.930022e-08,	9362.213999986649,	1.194981e-11,	9361.766999959946,	2.600966e-10,	
9890.83584189415,	0.90193152,	0.0009801316745527706,	13,	0.90193152,	0.005000671808942707,	9362.552000045776,	1.140063e-10,	9362.477999925613,	1.386635e-09,	9362.700999975204,	2.230324e-12,	9362.62700009346,	2.393812e-10,	9362.403000116348,	1.926655e-08,	9362.776000022888,	1.209624e-11,	9362.328999996185,	2.607959e-10,	
9891.635442018509,	0.90593451,	0.001011219547752755,	13,	0.90593451,	0.0051592834069018115,	9363.115000009537,	1.136825e-10,	9363.040999889374,	1.388095e-09,	9363.263999938965,	2.243486e-12,	9363.19000005722,	2.386738e-10,	9362.966000080109,	1.928924e-08,	9363.338999986649,	1.173953e-11,	9362.891999959946,	2.614322e-10,	
9892.43504190445,	0.90992939,	0.001042163349408969,	13,	0.90992939,	0.0053171599459641275,	9363.677999973297,	1.133877e-10,	9363.602999925613,	1.394943e-09,	9363.826999902725,	2.231969e-12,	9363.75200009346,	2.389259e-10,	9363.529000043869,	1.92408e-08,	9363.901000022888,	1.175002e-11,	9363.453999996185,	2.592626e-10,	
9893.23464179039,	0.91393161,	0.00107226698817528,	13,	0.91393161,	0.0054707499396697955,	9364.240999937057,	1.133535e-10,	9364.165999889374,	1.391291e-09,	9364.390000104904,	2.148485e-12,	9364.31500005722,	2.385649e-10,	9364.09200000763,	1.929266e-08,	9364.463999986649,	1.174118e-11,	9364.016999959946,	2.601752e-10,	
9894.03424191475,	0.91792631,	0.001100097427007684,	13,	0.91792631,	0.005612741974528999,	9364.803999900818,	1.141409e-10,	9364.730000019073,	1.387763e-09,	9364.953000068665,	2.151532e-12,	9364.878999948502,	2.393543e-10,	9364.65499997139,	1.928215e-08,	9365.028000116348,	1.180784e-11,	9364.581000089645,	2.605009e-10,	
9894.83384180069,	0.9219197,	0.001127308906165383,	13,	0.9219197,	0.005751576051864199,	9365.367000102997,	1.131986e-10,	9365.292000055313,	1.389523e-09,	9365.516000032425,	2.236097e-12,	9365.440999984741,	2.39281e-10,	9365.21799993515,	1.927713e-08,	9365.58999991417,	1.188467e-11,	9365.142999887466,	2.601134e-10,	
9895.633441925049,	0.92590892,	0.001148748466830387,	13,	0.92590892,	0.005860961565461158,	9365.930000066757,	1.139435e-10,	9365.855000019073,	1.388627e-09,	9366.078999996185,	2.216718e-12,	9366.003999948502,	2.382207e-10,	9365.78099989891,	1.925261e-08,	9366.153000116348,	1.179396e-11,	9365.706000089645,	2.590922e-10,	
9896.43304181099,	0.92992336,	0.001167500742793011,	13,	0.92992336,	0.005956636442821485,	9366.490999937057,	1.135809e-10,	9366.417000055313,	1.384091e-09,	9366.640000104904,	2.293628e-12,	9366.565999984741,	2.378272e-10,	9366.34200000763,	1.922528e-08,	9366.71499991417,	1.187e-11,	9366.267999887466,	2.605662e-10,	
9897.232641935349,	0.93391526,	0.001181879322252777,	13,	0.93391526,	0.006029996542106005,	9367.053999900818,	1.128773e-10,	9366.980000019073,	1.382183e-09,	9367.203000068665,	2.242505e-12,	9367.128999948502,	2.391925e-10,	9366.90499997139,	1.920809e-08,	9367.278000116348,	1.184025e-11,	9366.831000089645,	2.597649e-10,	
9898.032241821289,	0.93791592,	0.001191711090174779,	13,	0.93791592,	0.0060801586233407085,	9367.618000030518,	1.13087e-10,	9367.542999982834,	1.384179e-09,	9367.766999959946,	2.233512e-12,	9367.691999912262,	2.375153e-10,	9367.46900010109,	1.922928e-08,	9367.841000080109,	1.182504e-11,	9367.394000053406,	2.596321e-10,	
9898.831841945648,	0.94190186,	0.001198685975848832,	13,	0.94190186,	0.006115744774738938,	9368.180000066757,	1.135382e-10,	9368.105999946594,	1.387327e-09,	9368.328999996185,	2.272085e-12,	9368.255000114441,	2.384548e-10,	9368.03099989891,	1.926012e-08,	9368.404000043869,	1.175371e-11,	9367.957000017166,	2.60498e-10,	
9899.631441831589,	0.94590169,	0.00120451549058857,	13,	0.94590169,	0.006145487196880459,	9368.743000030518,	1.134232e-10,	9368.668999910355,	1.386909e-09,	9368.891999959946,	2.243542e-12,	9368.818000078201,	2.384115e-10,	9368.59400010109,	1.926388e-08,	9368.96700000763,	1.168842e-11,	9368.519999980927,	2.603388e-10,	
9900.43104171753,	0.94990385,	0.001207514421594113,	13,	0.94990385,	0.006160787865276086,	9369.305999994278,	1.133212e-10,	9369.230999946594,	1.382084e-09,	9369.454999923706,	2.262972e-12,	9369.380000114441,	2.376767e-10,	9369.15700006485,	1.918439e-08,	9369.529000043869,	1.189393e-11,	9369.082000017166,	2.586379e-10,	
9901.230641841888,	0.95390332,	0.001208943862535145,	13,	0.95390332,	0.00616808093130176,	9369.868999958038,	1.144637e-10,	9369.793999910355,	1.381413e-09,	9370.017999887466,	2.405049e-12,	9369.943000078201,	2.387098e-10,	9369.72000002861,	1.919631e-08,	9370.09200000763,	1.173547e-11,	9369.644999980927,	2.591315e-10,	
9902.030241727829,	0.9579165,	0.001210526213793935,	13,	0.9579165,	0.006176154152009872,	9370.430999994278,	1.13041e-10,	9370.357000112534,	1.383544e-09,	9370.579999923706,	2.185782e-12,	9370.506000041962,	2.377238e-10,	9370.28200006485,	1.924466e-08,	9370.65499997139,	1.16818e-11,	9370.207999944687,	2.60874e-10,	
9902.829841852188,	0.96190161,	0.001210586055548527,	13,	0.96190161,	0.006176459467084321,	9370.993999958038,	1.129978e-10,	9370.918999910355,	1.38477e-09,	9371.142999887466,	2.355478e-12,	9371.068000078201,	2.374677e-10,	9370.84500002861,	1.918752e-08,	9371.21700000763,	1.216548e-11,	9370.769999980927,	2.598125e-10,	
9903.629441738129,	0.96589845,	0.00121009481147161,	13,	0.96589845,	0.006173953119753112,	9371.555999994278,	1.126458e-10,	9371.480999946594,	1.384458e-09,	9371.704999923706,	2.246725e-12,	9371.630000114441,	2.38419e-10,	9371.40700006485,	1.918756e-08,	9371.779000043869,	1.183731e-11,	9371.332000017166,	2.57206e-10,	
9904.429041862488,	0.96989053,	0.001208390955018936,	13,	0.96989053,	0.006165259974586408,	9372.118999958038,	1.133131e-10,	9372.045000076294,	1.381237e-09,	9372.267999887466,	2.376109e-12,	9372.194000005722,	2.386113e-10,	9371.97000002861,	1.920124e-08,	9372.34299993515,	1.192708e-11,	9371.895999908447,	2.597248e-10,	
9905.228741645813,	0.97389352,	0.001209222442935417,	13,	0.97389352,	0.006169502259874577,	9372.681999921799,	1.123321e-10,	9372.608000040054,	1.381396e-09,	9372.831000089645,	2.15864e-12,	9372.756999969482,	2.385915e-10,	9372.53299999237,	1.920503e-08,	9372.90599989891,	1.168545e-11,	9372.459000110626,	2.597411e-10,	
9906.028341770172,	0.97789782,	0.001211006395692361,	13,	0.97789782,	0.006178604059654902,	9373.244999885559,	1.137824e-10,	9373.170000076294,	1.389935e-09,	9373.394000053406,	2.189202e-12,	9373.319000005722,	2.399603e-10,	9373.095999956131,	1.926987e-08,	9373.46799993515,	1.175854e-11,	9373.020999908447,	2.6022e-10,	
9906.827941656113,	0.98187554,	0.001211626130560504,	13,	0.98187554,	0.006181765972247469,	9373.806999921799,	1.128507e-10,	9373.733000040054,	1.385572e-09,	9373.956000089645,	2.191793e-12,	9373.881999969482,	2.38616e-10,	9373.65799999237,	1.929092e-08,	9374.03099989891,	1.196439e-11,	9373.584000110626,	2.600447e-10,	
9907.627641677856,	0.98588312,	0.00121484546348886,	13,	0.98588312,	0.006198191140249285,	9374.368999958038,	1.12702e-10,	9374.295000076294,	1.382634e-09,	9374.517999887466,	2.206367e-12,	9374.444000005722,	2.379003e-10,	9374.22000002861,	1.920418e-08,	9374.59299993515,	1.177615e-11,	9374.145999908447,	2.594839e-10,	
9908.427241802216,	0.98988289,	0.001218977840546138,	13,	0.98988289,	0.006219274696663969,	9374.931999921799,	1.12681e-10,	9374.857000112534,	1.38344e-09,	9375.081000089645,	2.212848e-12,	9375.006000041962,	2.394667e-10,	9374.78299999237,	1.919676e-08,	9375.15499997139,	1.184674e-11,	9374.707999944687,	2.579851e-10,	
9909.226841688156,	0.99388552,	0.001221505443525766,	13,	0.99388552,	0.0062321706302334995,	9375.496000051498,	1.135662e-10,	9375.421000003815,	1.384594e-09,	9375.644999980927,	2.234758e-12,	9375.569999933243,	2.399798e-10,	9375.346999883652,	1.920446e-08,	9375.71900010109,	1.18534e-11,	9375.272000074387,	2.612151e-10,	
9910.026441812515,	0.99787658,	0.001227176190492131,	13,	0.99787658,	0.006261103012714954,	9376.058000087738,	1.130024e-10,	9375.983999967575,	1.384723e-09,	9376.207000017166,	2.298719e-12,	9376.132999897003,	2.404493e-10,	9375.908999919891,	1.920907e-08,	9376.28200006485,	1.17417e-11,	9375.835000038147,	2.596105e-10,	
9910.826041698456,	1.0018853,	0.001233484798923472,	13,	1.0018853,	0.006293289790425877,	9376.619999885559,	1.135549e-10,	9376.545000076294,	1.386638e-09,	9376.769000053406,	2.239338e-12,	9376.694000005722,	2.397843e-10,	9376.470999956131,	1.923453e-08,	9376.84299993515,	1.209445e-11,	9376.395999908447,	2.589444e-10,	
9911.625641584396,	1.0058732,	0.001238911883195095,	13,	1.0058732,	0.006320978995893342,	9377.183000087738,	1.125676e-10,	9377.108000040054,	1.390404e-09,	9377.332000017166,	2.200188e-12,	9377.256999969482,	2.404443e-10,	9377.033999919891,	1.926027e-08,	9377.40599989891,	1.166494e-11,	9376.959000110626,	2.600965e-10,	
9912.425241708755,	1.0098891,	0.001245095257312532,	13,	1.0098891,	0.006352526823023123,	9377.746000051498,	1.137278e-10,	9377.671999931335,	1.389838e-09,	9377.894999980927,	2.155016e-12,	9377.821000099182,	2.409149e-10,	9377.596999883652,	1.925768e-08,	9377.97000002861,	1.183313e-11,	9377.523000001907,	2.601011e-10,	
9913.224841594696,	1.0138845,	0.001250945272049128,	13,	1.0138845,	0.006382373836985347,	9378.309000015259,	1.136346e-10,	9378.234999895096,	1.387554e-09,	9378.457999944687,	2.189839e-12,	9378.384000062943,	2.410175e-10,	9378.16000008583,	1.922721e-08,	9378.53299999237,	1.191537e-11,	9378.085999965668,	2.598126e-10,	
9914.024441719055,	1.0178856,	0.001258650124825039,	13,	1.0178856,	0.006421684310331832,	9378.87199997902,	1.137808e-10,	9378.796999931335,	1.38268e-09,	9379.020999908447,	2.306083e-12,	9378.946000099182,	2.386961e-10,	9378.723000049591,	1.922247e-08,	9379.09500002861,	1.173074e-11,	9378.648000001907,	2.584928e-10,	
9914.824041604996,	1.0218965,	0.00126655996671237,	13,	1.0218965,	0.006462040646491684,	9379.43499994278,	1.133187e-10,	9379.361000061035,	1.388437e-09,	9379.584000110626,	2.217548e-12,	9379.509999990463,	2.41451e-10,	9379.286000013351,	1.928394e-08,	9379.658999919891,	1.169688e-11,	9379.211999893188,	2.596521e-10,	
9915.623641729355,	1.0258921,	0.001273356631089906,	13,	1.0258921,	0.006496717505560745,	9379.99699997902,	1.132622e-10,	9379.923000097275,	1.384935e-09,	9380.145999908447,	2.248047e-12,	9380.072000026703,	2.416731e-10,	9379.848000049591,	1.921502e-08,	9380.220999956131,	1.186241e-11,	9379.773999929428,	2.582242e-10,	
9916.423241615295,	1.0298846,	0.001280581678085545,	13,	1.0298846,	0.006533579990232372,	9380.55999994278,	1.135015e-10,	9380.484999895096,	1.381884e-09,	9380.709000110626,	2.219554e-12,	9380.634000062943,	2.407652e-10,	9380.411000013351,	1.918119e-08,	9380.78299999237,	1.175291e-11,	9380.335999965668,	2.599427e-10,	
9917.222841501236,	1.0338889,	0.001287700774107708,	13,	1.0338889,	0.0065699019087127955,	9381.12299990654,	1.136462e-10,	9381.048000097275,	1.384819e-09,	9381.272000074387,	2.151357e-12,	9381.197000026703,	2.411747e-10,	9380.973999977112,	1.922494e-08,	9381.345999956131,	1.152355e-11,	9380.898999929428,	2.594257e-10,	
9918.022441625595,	1.0378846,	0.001293896337029289,	13,	1.0378846,	0.00660151192361882,	9381.68499994278,	1.12905e-10,	9381.611000061035,	1.38065e-09,	9381.834000110626,	2.205429e-12,	9381.759999990463,	2.411248e-10,	9381.536000013351,	1.915569e-08,	9381.908999919891,	1.169474e-11,	9381.461999893188,	2.583271e-10,	
9918.822041511536,	1.0418737,	0.001297823945645482,	13,	1.0418737,	0.006621550743089194,	9382.24799990654,	1.131297e-10,	9382.173000097275,	1.386455e-09,	9382.397000074387,	2.186266e-12,	9382.322000026703,	2.420736e-10,	9382.098999977112,	1.92321e-08,	9382.470999956131,	1.188221e-11,	9382.023999929428,	2.594785e-10,	
9919.621641635895,	1.0458785,	0.001300537820803518,	13,	1.0458785,	0.006635397044915908,	9382.811000108719,	1.133332e-10,	9382.736000061035,	1.384984e-09,	9382.960000038147,	2.147777e-12,	9382.884999990463,	2.41402e-10,	9382.661999940872,	1.921163e-08,	9383.033999919891,	1.177072e-11,	9382.586999893188,	2.604899e-10,	
9920.421341657639,	1.0498755,	0.001301417160155732,	13,	1.0498755,	0.006639883470182306,	9383.37299990654,	1.138024e-10,	9383.299000024796,	1.38187e-09,	9383.522000074387,	2.150085e-12,	9383.447999954224,	2.411059e-10,	9383.223999977112,	1.923042e-08,	9383.596999883652,	1.187604e-11,	9383.150000095367,	2.591334e-10,	
9921.22094154358,	1.0538721,	0.001300330329290455,	13,	1.0538721,	0.006634338414747219,	9383.936000108719,	1.135568e-10,	9383.861999988556,	1.388718e-09,	9384.085000038147,	2.350898e-12,	9384.010999917984,	2.430005e-10,	9383.786999940872,	1.921804e-08,	9384.16000008583,	1.175289e-11,	9383.713000059128,	2.599637e-10,	
