name = zilien_data_COstrip_11-11-21.csv AND 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC-MS
tstamp = 1636617385.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
timecol 'M28-x' for: 'M28'
timecol 'M18-x' for: 'M18'
timecol 'M40-x' for: 'M40'
timecol 'M32-x' for: 'M32'
timecol 'M4-x' for: 'M4'
timecol 'M44-x' for: 'M44'
timecol 'M2-x' for: 'M2'
N_header_lines = 16

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	M28-x,	M28,	M18-x,	M18,	M40-x,	M40,	M32-x,	M32,	M4-x,	M4,	M44-x,	M44,	M2-x,	M2
8447.671659469604,	0.051118843,	-0.001180821959115567,	11,	0.051118843,	-0.006024601832222281,	8431.263999938965,	1.147372e-10,	8431.188999891281,	1.394385e-09,	8431.413000106812,	2.164119e-12,	8431.338000059128,	2.376674e-10,	8431.115000009537,	1.93527e-08,	8431.486999988556,	1.048207e-11,	8431.039999961853,	3.013163e-10,	
8448.671659469604,	0.051103547,	-0.00117442951956764,	11,	0.051103547,	-0.0059919873447328575,	8431.826999902725,	1.156172e-10,	8431.75200009346,	1.400904e-09,	8431.976000070572,	2.237611e-12,	8431.901000022888,	2.391545e-10,	8431.677999973297,	1.943036e-08,	8432.049999952316,	1.041912e-11,	8431.602999925613,	3.017615e-10,	
8449.671659469604,	0.051149435,	-0.001175217767874713,	11,	0.051149435,	-0.0059960090197689435,	8432.388000011444,	1.159919e-10,	8432.313999891281,	1.399015e-09,	8432.536999940872,	2.255154e-12,	8432.463000059128,	2.389285e-10,	8432.239000082016,	1.944075e-08,	8432.611999988556,	1.042395e-11,	8432.164999961853,	3.010145e-10,	
8450.671659469604,	0.051111158,	-0.001170124849141576,	11,	0.051111158,	-0.005970024740518245,	8432.951999902725,	1.153128e-10,	8432.87800002098,	1.39513e-09,	8433.101000070572,	2.154133e-12,	8433.026999950409,	2.376647e-10,	8432.802999973297,	1.934621e-08,	8433.176000118256,	1.046076e-11,	8432.729000091553,	3.009568e-10,	
8451.671659469604,	0.051157046,	-0.001167599329049701,	11,	0.051157046,	-0.0059571394339270455,	8433.515000104904,	1.158586e-10,	8433.44000005722,	1.404809e-09,	8433.664000034332,	2.212436e-12,	8433.588999986649,	2.38095e-10,	8433.365999937057,	1.939973e-08,	8433.737999916077,	1.067992e-11,	8433.290999889374,	3.009176e-10,	
8452.671659231186,	0.051191445,	-0.001165243842313066,	11,	0.051191445,	-0.005945121644454418,	8434.076999902725,	1.158246e-10,	8434.00300002098,	1.397549e-09,	8434.226000070572,	2.277216e-12,	8434.151999950409,	2.387698e-10,	8433.927999973297,	1.937849e-08,	8434.301000118256,	1.075003e-11,	8433.854000091553,	3.016048e-10,	
8453.671659231186,	0.051176149,	-0.001163877340173348,	11,	0.051176149,	-0.00593814969476198,	8434.640000104904,	1.148681e-10,	8434.565999984741,	1.402287e-09,	8434.789000034332,	2.089521e-12,	8434.71499991417,	2.38616e-10,	8434.490999937057,	1.946233e-08,	8434.864000082016,	1.065911e-11,	8434.417000055313,	3.025959e-10,	
8454.671659231186,	0.051149435,	-0.001163191589899363,	11,	0.051149435,	-0.005934650968874301,	8435.203000068665,	1.148478e-10,	8435.12800002098,	1.401948e-09,	8435.351999998093,	2.220158e-12,	8435.276999950409,	2.390644e-10,	8435.053999900818,	1.942324e-08,	8435.426000118256,	1.040292e-11,	8434.979000091553,	3.0184e-10,	
8455.671659231186,	0.051168539,	-0.001160137776285413,	11,	0.051168539,	-0.005919070287170474,	8435.766000032425,	1.152686e-10,	8435.690999984741,	1.398007e-09,	8435.914999961853,	2.227367e-12,	8435.83999991417,	2.382708e-10,	8435.617000102997,	1.939264e-08,	8435.989000082016,	1.058291e-11,	8435.542000055313,	3.01074e-10,	
8456.671659231186,	0.051130261,	-0.001163186120335016,	11,	0.051130261,	-0.0059346230629337545,	8436.328000068665,	1.161718e-10,	8436.253999948502,	1.393593e-09,	8436.476999998093,	2.230862e-12,	8436.403000116348,	2.393324e-10,	8436.178999900818,	1.939615e-08,	8436.552000045776,	1.033876e-11,	8436.105000019073,	3.025364e-10,	
8457.671659231186,	0.051206741,	-0.001160388303059156,	11,	0.051206741,	-0.0059203484849956935,	8436.890000104904,	1.158224e-10,	8436.81500005722,	1.394175e-09,	8437.039000034332,	2.194136e-12,	8436.963999986649,	2.395889e-10,	8436.740999937057,	1.942485e-08,	8437.112999916077,	1.048376e-11,	8436.665999889374,	3.025798e-10,	
8458.671659231186,	0.051126529,	-0.001157233913056555,	11,	0.051126529,	-0.005904254658451811,	8437.453000068665,	1.158134e-10,	8437.37800002098,	1.398988e-09,	8437.601999998093,	2.262811e-12,	8437.526999950409,	2.388352e-10,	8437.303999900818,	1.939966e-08,	8437.676000118256,	1.04664e-11,	8437.229000091553,	3.012555e-10,	
8459.671659231186,	0.051172268,	-0.001154552474734373,	11,	0.051172268,	-0.005890573850685576,	8438.016000032425,	1.15249e-10,	8437.941999912262,	1.397606e-09,	8438.164999961853,	2.157711e-12,	8438.091000080109,	2.385638e-10,	8437.867000102997,	1.93744e-08,	8438.240000009537,	1.043252e-11,	8437.792999982834,	3.018901e-10,	
8460.671659231186,	0.051179953,	-0.00115599229161162,	11,	0.051179953,	-0.005897919855161327,	8438.578999996185,	1.153099e-10,	8438.505000114441,	1.394412e-09,	8438.727999925613,	2.286647e-12,	8438.654000043869,	2.386119e-10,	8438.430000066757,	1.933005e-08,	8438.802999973297,	1.060774e-11,	8438.355999946594,	3.017845e-10,	
8461.671659231186,	0.051145632,	-0.001154296447127126,	11,	0.051145632,	-0.005889267587383296,	8439.141999959946,	1.165692e-10,	8439.066999912262,	1.402691e-09,	8439.290999889374,	2.230571e-12,	8439.216000080109,	2.389424e-10,	8438.993000030518,	1.946662e-08,	8439.365000009537,	1.04739e-11,	8438.917999982834,	3.031635e-10,	
8462.671659231186,	0.051179953,	-0.001154151016334076,	11,	0.051179953,	-0.0058885255935412035,	8439.703999996185,	1.150025e-10,	8439.630000114441,	1.39692e-09,	8439.852999925613,	2.426759e-12,	8439.779000043869,	2.391142e-10,	8439.555000066757,	1.943254e-08,	8439.927999973297,	1.049086e-11,	8439.480999946594,	3.028523e-10,	
8463.671659231186,	0.05118376,	-0.001150414911238478,	11,	0.05118376,	-0.005869463832849376,	8440.266999959946,	1.142075e-10,	8440.193000078201,	1.397262e-09,	8440.415999889374,	2.331298e-12,	8440.34200000763,	2.382508e-10,	8440.118000030518,	1.941011e-08,	8440.490999937057,	1.045323e-11,	8440.043999910355,	3.012947e-10,	
8464.671659231186,	0.051145557,	-0.001154813524684873,	11,	0.051145557,	-0.005891905738188127,	8440.829999923706,	1.149756e-10,	8440.755000114441,	1.402847e-09,	8440.979000091553,	2.34261e-12,	8440.904000043869,	2.38189e-10,	8440.680999994278,	1.939191e-08,	8441.052999973297,	1.038328e-11,	8440.605999946594,	3.018481e-10,	
8465.671659231186,	0.051114965,	-0.001152519272896462,	11,	0.051114965,	-0.005880200371920725,	8441.392999887466,	1.14799e-10,	8441.318000078201,	1.400402e-09,	8441.542000055313,	2.075515e-12,	8441.46700000763,	2.384405e-10,	8441.243999958038,	1.93919e-08,	8441.615999937057,	1.044735e-11,	8441.168999910355,	3.023264e-10,	
8466.671659231186,	0.051126454,	-0.001148767324350774,	11,	0.051126454,	-0.005861057777299868,	8441.954999923706,	1.149106e-10,	8441.881000041962,	1.395292e-09,	8442.104000091553,	2.265784e-12,	8442.02999997139,	2.381402e-10,	8441.805999994278,	1.940781e-08,	8442.178999900818,	1.048207e-11,	8441.732000112534,	3.033188e-10,	
8467.671659231186,	0.051191371,	-0.001151057445793413,	11,	0.051191371,	-0.005872742070374556,	8442.517999887466,	1.159719e-10,	8442.443000078201,	1.397759e-09,	8442.667000055313,	2.249618e-12,	8442.59200000763,	2.389345e-10,	8442.368999958038,	1.936212e-08,	8442.740999937057,	1.043043e-11,	8442.293999910355,	3.009937e-10,	
8468.671659231186,	0.051164657,	-0.001150175508996473,	11,	0.051164657,	-0.005868242392839148,	8443.081000089645,	1.163607e-10,	8443.006000041962,	1.396984e-09,	8443.230000019073,	2.163602e-12,	8443.15499997139,	2.382914e-10,	8442.931999921799,	1.939233e-08,	8443.303999900818,	1.056448e-11,	8442.857000112534,	3.021109e-10,	
8469.671659231186,	0.051160853,	-0.001144646467478014,	11,	0.051160853,	-0.005840032997336806,	8443.642999887466,	1.153775e-10,	8443.569000005722,	1.408299e-09,	8443.792000055313,	2.249578e-12,	8443.71799993515,	2.393136e-10,	8443.493999958038,	1.941616e-08,	8443.867000102997,	1.047442e-11,	8443.420000076294,	3.01726e-10,	
8470.671659231186,	0.051130261,	-0.001146628609788605,	11,	0.051130261,	-0.005850145968309209,	8444.206000089645,	1.162079e-10,	8444.131999969482,	1.402973e-09,	8444.355000019073,	2.205223e-12,	8444.28099989891,	2.381977e-10,	8444.056999921799,	1.946256e-08,	8444.430000066757,	1.061585e-11,	8443.983000040054,	3.029718e-10,	
8471.671659231186,	0.051153168,	-0.001147622091905217,	11,	0.051153168,	-0.005855214754618454,	8444.769000053406,	1.161276e-10,	8444.694000005722,	1.398361e-09,	8444.917999982834,	2.132095e-12,	8444.84299993515,	2.387812e-10,	8444.619999885559,	1.942828e-08,	8444.992000102997,	1.051309e-11,	8444.545000076294,	3.025514e-10,	
8472.671658992767,	0.051153243,	-0.001143576734606178,	11,	0.051153243,	-0.005834575176562133,	8445.332000017166,	1.153066e-10,	8445.257999897003,	1.396054e-09,	8445.480999946594,	2.266261e-12,	8445.40700006485,	2.382516e-10,	8445.183000087738,	1.943006e-08,	8445.555999994278,	1.04888e-11,	8445.108999967575,	3.032457e-10,	
8473.671658992767,	0.051118843,	-0.001142613739403896,	11,	0.051118843,	-0.005829661935734163,	8445.894000053406,	1.147553e-10,	8445.819999933243,	1.397502e-09,	8446.042999982834,	2.29147e-12,	8445.96900010109,	2.391961e-10,	8445.744999885559,	1.93591e-08,	8446.118000030518,	1.05102e-11,	8445.671000003815,	3.003041e-10,	
8474.671658992767,	0.051160853,	-0.001143118750420401,	11,	0.051160853,	-0.005832238522553066,	8446.457000017166,	1.157248e-10,	8446.381999969482,	1.392748e-09,	8446.605999946594,	2.51481e-12,	8446.53099989891,	2.399859e-10,	8446.308000087738,	1.936964e-08,	8446.680000066757,	1.05327e-11,	8446.233000040054,	3.026737e-10,	
8475.671658992767,	0.051168539,	-0.001142341602779928,	11,	0.051168539,	-0.005828273483571061,	8447.019999980927,	1.161731e-10,	8446.944999933243,	1.401985e-09,	8447.168999910355,	2.094807e-12,	8447.09400010109,	2.383895e-10,	8446.871000051498,	1.94709e-08,	8447.243000030518,	1.044803e-11,	8446.796000003815,	3.045188e-10,	
8476.671658992767,	0.051157046,	-0.001142503475421108,	11,	0.051157046,	-0.005829099364393409,	8447.582000017166,	1.144555e-10,	8447.507999897003,	1.396213e-09,	8447.730999946594,	2.267108e-12,	8447.65700006485,	2.392918e-10,	8447.433000087738,	1.941291e-08,	8447.805999994278,	1.051415e-11,	8447.358999967575,	3.016397e-10,	
8477.671658992767,	0.051149435,	-0.001141742531070487,	11,	0.051149435,	-0.005825216995257586,	8448.144999980927,	1.151398e-10,	8448.069999933243,	1.395336e-09,	8448.293999910355,	2.297119e-12,	8448.21900010109,	2.375263e-10,	8447.996000051498,	1.935213e-08,	8448.368000030518,	1.054603e-11,	8447.921000003815,	3.02029e-10,	
8478.671658992767,	0.051095936,	-0.001142678854707632,	11,	0.051095936,	-0.005829994156671591,	8448.707999944687,	1.158462e-10,	8448.632999897003,	1.404359e-09,	8448.857000112534,	2.190124e-12,	8448.78200006485,	2.396889e-10,	8448.559000015259,	1.942071e-08,	8448.930999994278,	1.053854e-11,	8448.483999967575,	3.034998e-10,	
8479.671658992767,	0.051137947,	-0.001139821871311869,	11,	0.051137947,	-0.005815417710774842,	8449.269999980927,	1.15646e-10,	8449.196000099182,	1.401559e-09,	8449.418999910355,	2.291263e-12,	8449.34500002861,	2.380298e-10,	8449.121000051498,	1.94518e-08,	8449.493999958038,	1.066237e-11,	8449.046999931335,	3.029273e-10,	
8480.671658992767,	0.051149435,	-0.001139708451204933,	11,	0.051149435,	-0.005814839036759861,	8449.832999944687,	1.154308e-10,	8449.759000062943,	1.395217e-09,	8449.982000112534,	2.215094e-12,	8449.90799999237,	2.374981e-10,	8449.684000015259,	1.936601e-08,	8450.056999921799,	1.039377e-11,	8449.609999895096,	3.022421e-10,	
8481.671658992767,	0.051149435,	-0.001138373551052063,	11,	0.051149435,	-0.005808028321694199,	8450.395999908447,	1.154692e-10,	8450.321000099182,	1.397149e-09,	8450.545000076294,	2.356775e-12,	8450.47000002861,	2.394611e-10,	8450.24699997902,	1.934232e-08,	8450.618999958038,	1.045127e-11,	8450.171999931335,	3.022039e-10,	
8482.671658992767,	0.051114965,	-0.001139246270433069,	11,	0.051114965,	-0.0058124809715972905,	8450.957999944687,	1.16895e-10,	8450.884000062943,	1.403436e-09,	8451.107000112534,	2.202545e-12,	8451.03299999237,	2.387579e-10,	8450.809000015259,	1.94363e-08,	8451.181999921799,	1.048989e-11,	8450.734999895096,	3.023946e-10,	
8483.671658992767,	0.051149435,	-0.00113778140502982,	11,	0.051149435,	-0.00580500716851949,	8451.522000074387,	1.148621e-10,	8451.447999954224,	1.402151e-09,	8451.671000003815,	2.309724e-12,	8451.596999883652,	2.389741e-10,	8451.37299990654,	1.941055e-08,	8451.746000051498,	1.06115e-11,	8451.299000024796,	3.023796e-10,	
8484.671658992767,	0.051145557,	-0.001135890451958405,	11,	0.051145557,	-0.005795359448767372,	8452.084000110626,	1.14891e-10,	8452.009000062943,	1.398923e-09,	8452.233000040054,	2.272898e-12,	8452.15799999237,	2.396415e-10,	8451.93499994278,	1.940278e-08,	8452.306999921799,	1.047681e-11,	8451.859999895096,	3.040508e-10,	
8485.671658992767,	0.051153243,	-0.001136761780525557,	11,	0.051153243,	-0.005799805002681413,	8452.647000074387,	1.163618e-10,	8452.572000026703,	1.39827e-09,	8452.796000003815,	2.20578e-12,	8452.720999956131,	2.395342e-10,	8452.49799990654,	1.938043e-08,	8452.869999885559,	1.061599e-11,	8452.423000097275,	3.034805e-10,	
8486.671658992767,	0.051168539,	-0.00113735863189213,	11,	0.051168539,	-0.005802850162714948,	8453.209000110626,	1.161261e-10,	8453.134999990463,	1.394879e-09,	8453.358000040054,	2.24542e-12,	8453.283999919891,	2.378048e-10,	8453.05999994278,	1.937571e-08,	8453.433000087738,	1.040771e-11,	8452.986000061035,	3.016789e-10,	
8487.671658992767,	0.051103547,	-0.001134712384198792,	11,	0.051103547,	-0.005789348898973429,	8453.772000074387,	1.1384e-10,	8453.697000026703,	1.392236e-09,	8453.921000003815,	2.357299e-12,	8453.845999956131,	2.377259e-10,	8453.62299990654,	1.937084e-08,	8453.994999885559,	1.057493e-11,	8453.548000097275,	3.012094e-10,	
8488.671658992767,	0.051103547,	-0.001135831543267709,	11,	0.051103547,	-0.005795058894223004,	8454.335000038147,	1.152358e-10,	8454.259999990463,	1.395642e-09,	8454.483999967575,	2.216096e-12,	8454.408999919891,	2.394029e-10,	8454.186000108719,	1.936971e-08,	8454.558000087738,	1.029838e-11,	8454.111000061035,	3.023577e-10,	
8489.671658992767,	0.051160853,	-0.001132039035973139,	11,	0.051160853,	-0.005775709367209893,	8454.897000074387,	1.144263e-10,	8454.822999954224,	1.401178e-09,	8455.046000003815,	2.321027e-12,	8454.971999883652,	2.386307e-10,	8454.74799990654,	1.936961e-08,	8455.121000051498,	1.058404e-11,	8454.674000024796,	3.028026e-10,	
8490.671658992767,	0.05114175,	-0.0011326856888365,	11,	0.05114175,	-0.005779008616512755,	8455.460999965668,	1.146985e-10,	8455.387000083923,	1.398193e-09,	8455.609999895096,	2.322966e-12,	8455.536000013351,	2.395109e-10,	8455.311000108719,	1.936031e-08,	8455.68499994278,	1.059818e-11,	8455.236999988556,	3.020445e-10,	
8491.671658992767,	0.051153168,	-0.001135567345772871,	11,	0.051153168,	-0.0057937109478207694,	8456.023000001907,	1.157997e-10,	8455.947999954224,	1.398174e-09,	8456.171999931335,	2.199493e-12,	8456.096999883652,	2.38108e-10,	8455.87400007248,	1.937227e-08,	8456.246000051498,	1.051034e-11,	8455.799000024796,	3.032325e-10,	
8492.671658754349,	0.05114175,	-0.001133006282942372,	11,	0.05114175,	-0.005780644300726387,	8456.585000038147,	1.154784e-10,	8456.510999917984,	1.398409e-09,	8456.733999967575,	2.251123e-12,	8456.66000008583,	2.387661e-10,	8456.436000108719,	1.935381e-08,	8456.809000015259,	1.03255e-11,	8456.361999988556,	3.021175e-10,	
8493.671658754349,	0.051160853,	-0.001132291030604393,	11,	0.051160853,	-0.005776995054104046,	8457.148000001907,	1.15762e-10,	8457.073999881744,	1.399373e-09,	8457.296999931335,	2.287747e-12,	8457.223000049591,	2.396991e-10,	8456.99900007248,	1.938179e-08,	8457.37199997902,	1.056374e-11,	8456.924999952316,	3.019169e-10,	
8494.671658754349,	0.051103547,	-0.00113073680328671,	11,	0.051103547,	-0.005769065322891377,	8457.710999965668,	1.150893e-10,	8457.635999917984,	1.397741e-09,	8457.859999895096,	2.223784e-12,	8457.78500008583,	2.388828e-10,	8457.56200003624,	1.938261e-08,	8457.934000015259,	1.043323e-11,	8457.486999988556,	3.021695e-10,	
8495.671658754349,	0.051095936,	-0.00113070158576593,	11,	0.051095936,	-0.005768885641662907,	8458.275000095367,	1.158513e-10,	8458.200000047684,	1.397055e-09,	8458.424000024796,	2.274746e-12,	8458.348999977112,	2.379732e-10,	8458.12599992752,	1.939763e-08,	8458.49799990654,	1.050021e-11,	8458.051000118256,	3.027757e-10,	
8496.671658754349,	0.051164657,	-0.001128856362611987,	11,	0.051164657,	-0.00575947123781626,	8458.835999965668,	1.155306e-10,	8458.762000083923,	1.393137e-09,	8458.984999895096,	2.285925e-12,	8458.911000013351,	2.37928e-10,	8458.68700003624,	1.932688e-08,	8459.05999994278,	1.060744e-11,	8458.612999916077,	3.033081e-10,	
8497.671658754349,	0.051111232,	-0.001129432419012304,	11,	0.051111232,	-0.005762410301083183,	8459.398999929428,	1.148123e-10,	8459.323999881744,	1.39703e-09,	8459.548000097275,	2.246532e-12,	8459.473000049591,	2.37294e-10,	8459.25,	1.937094e-08,	8459.62199997902,	1.049559e-11,	8459.174999952316,	3.017517e-10,	
8498.671658754349,	0.051176149,	-0.00112843747169245,	11,	0.051176149,	-0.005757334039247193,	8459.963000059128,	1.14881e-10,	8459.888000011444,	1.396009e-09,	8460.111999988556,	2.355922e-12,	8460.036999940872,	2.388806e-10,	8459.813999891281,	1.9342e-08,	8460.186000108719,	1.046796e-11,	8459.739000082016,	3.021959e-10,	
8499.671658754349,	0.051107354,	-0.001128733730060049,	11,	0.051107354,	-0.005758845561530861,	8460.523999929428,	1.149141e-10,	8460.450000047684,	1.392545e-09,	8460.673000097275,	2.185751e-12,	8460.598999977112,	2.385641e-10,	8460.375,	1.934953e-08,	8460.74799990654,	1.045583e-11,	8460.301000118256,	3.031562e-10,	
8500.671658754349,	0.05118376,	-0.001127037603198551,	11,	0.05118376,	-0.0057501918530538315,	8461.088000059128,	1.170544e-10,	8461.013999938965,	1.399663e-09,	8461.236999988556,	2.17472e-12,	8461.163000106812,	2.386323e-10,	8460.938999891281,	1.940992e-08,	8461.31200003624,	1.053876e-11,	8460.865000009537,	3.031743e-10,	
8501.671658754349,	0.051160853,	-0.001130700104078278,	11,	0.051160853,	-0.00576887808203203,	8461.651000022888,	1.148811e-10,	8461.575999975204,	1.395209e-09,	8461.799999952316,	2.260176e-12,	8461.724999904633,	2.386422e-10,	8461.50200009346,	1.942238e-08,	8461.87400007248,	1.034958e-11,	8461.427000045776,	3.018237e-10,	
8502.671658754349,	0.051107429,	-0.001128674508281984,	11,	0.051107429,	-0.00575854340960196,	8462.213000059128,	1.157622e-10,	8462.138999938965,	1.39719e-09,	8462.361999988556,	2.207858e-12,	8462.288000106812,	2.382472e-10,	8462.063999891281,	1.938819e-08,	8462.43700003624,	1.030167e-11,	8461.990000009537,	3.031254e-10,	
8503.671658754349,	0.051134065,	-0.001128393456921913,	11,	0.051134065,	-0.005757109474091393,	8462.775000095367,	1.155867e-10,	8462.700999975204,	1.394159e-09,	8462.924000024796,	2.248247e-12,	8462.849999904633,	2.387006e-10,	8462.62599992752,	1.93977e-08,	8462.99900007248,	1.033755e-11,	8462.552000045776,	3.019067e-10,	
8504.671658754349,	0.051095936,	-0.001127442390238868,	11,	0.051095936,	-0.005752257093055448,	8463.338000059128,	1.158887e-10,	8463.263000011444,	1.394839e-09,	8463.486999988556,	2.215563e-12,	8463.411999940872,	2.38931e-10,	8463.188999891281,	1.937165e-08,	8463.561000108719,	1.010659e-11,	8463.114000082016,	3.019784e-10,	
8505.671658754349,	0.051157046,	-0.001127239240892232,	11,	0.051157046,	-0.005751220616797103,	8463.901000022888,	1.146081e-10,	8463.825999975204,	1.393994e-09,	8464.049999952316,	2.24566e-12,	8463.974999904633,	2.378985e-10,	8463.75200009346,	1.934638e-08,	8464.12400007248,	1.048413e-11,	8463.677000045776,	3.028077e-10,	
8506.671658754349,	0.051172342,	-0.001125540710892528,	11,	0.051172342,	-0.005742554647410857,	8464.463000059128,	1.15152e-10,	8464.388999938965,	1.396506e-09,	8464.611999988556,	2.332613e-12,	8464.538000106812,	2.388139e-10,	8464.313999891281,	1.940152e-08,	8464.68700003624,	1.037359e-11,	8464.240000009537,	3.025443e-10,	
8507.671658754349,	0.051157046,	-0.001123472698882688,	11,	0.051157046,	-0.0057320035657279994,	8465.026000022888,	1.157325e-10,	8464.950999975204,	1.395448e-09,	8465.174999952316,	2.2573e-12,	8465.099999904633,	2.399574e-10,	8464.87700009346,	1.936171e-08,	8465.24900007248,	1.02512e-11,	8464.802000045776,	3.026921e-10,	
8508.671658754349,	0.051137947,	-0.00112354452055879,	11,	0.051137947,	-0.005732370002850969,	8465.58999991417,	1.1574e-10,	8465.515000104904,	1.40288e-09,	8465.739000082016,	2.14926e-12,	8465.664000034332,	2.391817e-10,	8465.440999984741,	1.944995e-08,	8465.81299996376,	1.048754e-11,	8465.365999937057,	3.046109e-10,	
8509.671658754349,	0.05114175,	-0.001124959179211875,	11,	0.05114175,	-0.005739587649040178,	8466.151999950409,	1.148094e-10,	8466.078000068665,	1.394543e-09,	8466.301000118256,	2.361608e-12,	8466.226999998093,	2.384783e-10,	8466.00300002098,	1.932484e-08,	8466.37599992752,	1.04203e-11,	8465.928999900818,	3.027122e-10,	
8510.671658754349,	0.051107429,	-0.001124697781400754,	11,	0.051107429,	-0.00573825398673854,	8466.71499991417,	1.167001e-10,	8466.641000032425,	1.390119e-09,	8466.864000082016,	2.240966e-12,	8466.789999961853,	2.38348e-10,	8466.565999984741,	1.932098e-08,	8466.938999891281,	1.062686e-11,	8466.492000102997,	3.022755e-10,	
8511.67165851593,	0.051157046,	-0.001126498775416986,	11,	0.051157046,	-0.0057474427317193155,	8467.278000116348,	1.151008e-10,	8467.203000068665,	1.393468e-09,	8467.427000045776,	2.282568e-12,	8467.351999998093,	2.394133e-10,	8467.128999948502,	1.937467e-08,	8467.50099992752,	1.035575e-11,	8467.053999900818,	3.027291e-10,	
8512.67165851593,	0.051160853,	-0.001122492040577345,	11,	0.051160853,	-0.00572700020702727,	8467.838999986649,	1.146652e-10,	8467.765000104904,	1.398498e-09,	8467.987999916077,	2.261291e-12,	8467.914000034332,	2.387673e-10,	8467.69000005722,	1.941134e-08,	8468.06299996376,	1.037048e-11,	8467.615999937057,	3.028396e-10,	
8513.67165851593,	0.051168539,	-0.001123262083204464,	11,	0.051168539,	-0.005730928995941143,	8468.401999950409,	1.154856e-10,	8468.328000068665,	1.403097e-09,	8468.551000118256,	2.100947e-12,	8468.476999998093,	2.387937e-10,	8468.25300002098,	1.945533e-08,	8468.62599992752,	1.04307e-11,	8468.178999900818,	3.034442e-10,	
8514.67165851593,	0.051160853,	-0.001122301061917099,	11,	0.051160853,	-0.0057260258261076485,	8468.96499991417,	1.143455e-10,	8468.890000104904,	1.399624e-09,	8469.114000082016,	2.193399e-12,	8469.039000034332,	2.392534e-10,	8468.815999984741,	1.937423e-08,	8469.18799996376,	1.050983e-11,	8468.740999937057,	3.044759e-10,	
8515.67165851593,	0.051134139,	-0.001124028144474142,	11,	0.051134139,	-0.0057348374718068475,	8469.528000116348,	1.156813e-10,	8469.453000068665,	1.397249e-09,	8469.677000045776,	2.237911e-12,	8469.601999998093,	2.391191e-10,	8469.378999948502,	1.936048e-08,	8469.75099992752,	1.051345e-11,	8469.303999900818,	3.020776e-10,	
8516.67165851593,	0.051122651,	-0.001124939094274306,	11,	0.051122651,	-0.0057394851748689074,	8470.091000080109,	1.151381e-10,	8470.016999959946,	1.394002e-09,	8470.240000009537,	2.269524e-12,	8470.165999889374,	2.378287e-10,	8469.941999912262,	1.934299e-08,	8470.31500005722,	1.029994e-11,	8469.868000030518,	3.015673e-10,	
8517.67165851593,	0.051114965,	-0.001121023780852557,	11,	0.051114965,	-0.005719509085982433,	8470.653000116348,	1.163807e-10,	8470.578000068665,	1.392598e-09,	8470.802000045776,	2.188764e-12,	8470.726999998093,	2.390146e-10,	8470.503999948502,	1.93234e-08,	8470.87599992752,	1.029512e-11,	8470.428999900818,	3.026379e-10,	
8518.67165851593,	0.051172342,	-0.001121753226034345,	11,	0.051172342,	-0.005723230745073188,	8471.21700000763,	1.150549e-10,	8471.141999959946,	1.395603e-09,	8471.365999937057,	2.336497e-12,	8471.290999889374,	2.38211e-10,	8471.068000078201,	1.931519e-08,	8471.44000005722,	1.048889e-11,	8470.993000030518,	3.022001e-10,	
8519.67165851593,	0.051191371,	-0.001118731558253058,	11,	0.051191371,	-0.005707814072719683,	8471.779000043869,	1.14728e-10,	8471.704999923706,	1.394313e-09,	8471.927999973297,	2.303524e-12,	8471.854000091553,	2.387381e-10,	8471.630000114441,	1.930881e-08,	8472.00300002098,	1.05045e-11,	8471.555999994278,	3.02625e-10,	
8520.67165851593,	0.051149435,	-0.001121962884906682,	11,	0.051149435,	-0.005724300433197357,	8472.34200000763,	1.160657e-10,	8472.267999887466,	1.394492e-09,	8472.490999937057,	2.219423e-12,	8472.417000055313,	2.393053e-10,	8472.193000078201,	1.93631e-08,	8472.565999984741,	1.026108e-11,	8472.118999958038,	3.034578e-10,	
8521.67165851593,	0.051118769,	-0.001118984154658394,	11,	0.051118769,	-0.005709102829889764,	8472.90499997139,	1.151104e-10,	8472.829999923706,	1.39846e-09,	8473.053999900818,	2.320495e-12,	8472.979000091553,	2.371678e-10,	8472.756000041962,	1.934916e-08,	8473.12800002098,	1.049092e-11,	8472.680999994278,	3.010906e-10,	
8522.67165851593,	0.051191445,	-0.001118352961842903,	11,	0.051191445,	-0.005705882458382158,	8473.46700000763,	1.153645e-10,	8473.392999887466,	1.391992e-09,	8473.615999937057,	2.180104e-12,	8473.542000055313,	2.382359e-10,	8473.318000078201,	1.933693e-08,	8473.690999984741,	1.038374e-11,	8473.243999958038,	3.011107e-10,	
8523.67165851593,	0.051137947,	-0.001123196232924239,	11,	0.051137947,	-0.005730593025123669,	8474.03099989891,	1.161353e-10,	8473.957000017166,	1.395327e-09,	8474.180000066757,	2.298851e-12,	8474.105999946594,	2.383622e-10,	8473.881999969482,	1.935289e-08,	8474.255000114441,	1.044941e-11,	8473.808000087738,	3.031649e-10,	
