ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip.tsv
technique = MS
tstamp = 1636617385.0
backend_name = BackendBase(none, address=none)
id = 2
timecol 'M2-x' for: 'M2'
timecol 'M32-x' for: 'M32'
timecol 'M40-x' for: 'M40'
timecol 'time/s' for: 'Ewe/V' and 'cycle number' and 'I/mA'
timecol 'M44-x' for: 'M44'
timecol 'M4-x' for: 'M4'
timecol 'M18-x' for: 'M18'
timecol 'M28-x' for: 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

M2-x,	M2,	M32-x,	M32,	M40-x,	M40,	time/s,	Ewe/V,	cycle number,	M44-x,	M44,	M4-x,	M4,	M18-x,	M18,	M28-x,	M28,	I/mA
15403.640000104904,	2.54033e-10,	15403.369999885559,	2.228705e-10,	15403.450000047684,	1.973069e-12,	14069.769999980927,	0.05114175,	18.0,	15403.519999980927,	9.440754e-12,	15403.150000095367,	1.81804e-08,	15403.22000002861,	1.314797e-09,	15403.299999952316,	1.018589e-10,	-0.0001208345
15404.200000047684,	2.549485e-10,	15403.930000066757,	2.233543e-10,	15404.009999990463,	1.976975e-12,	14069.920000076294,	0.05110355,	18.0,	15404.079999923706,	9.708107e-12,	15403.710000038147,	1.814969e-08,	15403.77999997139,	1.315741e-09,	15403.859999895096,	1.009065e-10,	-0.0001103041
15404.759999990463,	2.540275e-10,	15404.5,	2.238473e-10,	15404.569999933243,	1.801145e-12,	14070.079999923706,	0.05110735,	18.0,	15404.640000104904,	9.649214e-12,	15404.269999980927,	1.816072e-08,	15404.349999904633,	1.31316e-09,	15404.420000076294,	1.015014e-10,	-0.000129648
15405.319999933243,	2.544104e-10,	15405.05999994278,	2.243324e-10,	15405.130000114441,	2.028717e-12,	14070.25,	0.05116085,	18.0,	15405.210000038147,	9.59097e-12,	15404.83999991417,	1.81433e-08,	15404.91000008583,	1.311826e-09,	15404.980000019073,	1.018707e-10,	-9.195224e-05
15405.890000104904,	2.551181e-10,	15405.619999885559,	2.231475e-10,	15405.700000047684,	1.969815e-12,	14070.41000008583,	0.05114175,	18.0,	15405.769999980927,	9.576731e-12,	15405.400000095367,	1.817943e-08,	15405.47000002861,	1.312e-09,	15405.549999952316,	1.010257e-10,	-9.1151e-05
15406.450000047684,	2.548021e-10,	15406.19000005722,	2.251574e-10,	15406.259999990463,	1.963476e-12,	14070.680000066757,	0.05113795,	18.0,	15406.329999923706,	9.757675e-12,	15405.960000038147,	1.820591e-08,	15406.039999961853,	1.316384e-09,	15406.109999895096,	1.017088e-10,	-7.844585e-05
15407.009999990463,	2.529412e-10,	15406.75,	2.225685e-10,	15406.819999933243,	1.997327e-12,	14070.849999904633,	0.05116085,	18.0,	15406.900000095367,	9.613012e-12,	15406.519999980927,	1.818404e-08,	15406.599999904633,	1.310743e-09,	15406.670000076294,	1.013138e-10,	-0.0001033983
15407.579999923706,	2.543273e-10,	15407.30999994278,	2.236352e-10,	15407.380000114441,	2.083356e-12,	14071.009999990463,	0.05113026,	18.0,	15407.460000038147,	9.606007e-12,	15407.08999991417,	1.812064e-08,	15407.16000008583,	1.30785e-09,	15407.230000019073,	1.013589e-10,	-0.0001230856
15408.140000104904,	2.548456e-10,	15407.869999885559,	2.243203e-10,	15407.950000047684,	1.99631e-12,	14071.16000008583,	0.05112265,	18.0,	15408.019999980927,	9.591009e-12,	15407.650000095367,	1.819329e-08,	15407.72000002861,	1.322242e-09,	15407.799999952316,	1.014761e-10,	-0.0001066032
15408.700000047684,	2.541274e-10,	15408.430000066757,	2.237925e-10,	15408.509999990463,	2.062873e-12,	14071.33999991417,	0.05117234,	18.0,	15408.579999923706,	9.783656e-12,	15408.210000038147,	1.826683e-08,	15408.289999961853,	1.318341e-09,	15408.359999895096,	1.02519e-10,	-0.0001016814
15409.259999990463,	2.533696e-10,	15409.0,	2.235007e-10,	15409.069999933243,	1.924097e-12,	14071.490000009537,	0.05115324,	18.0,	15409.150000095367,	9.60581e-12,	15408.77999997139,	1.82246e-08,	15408.849999904633,	1.316421e-09,	15408.920000076294,	1.020357e-10,	-0.0001289994
15409.819999933243,	2.536571e-10,	15409.55999994278,	2.245587e-10,	15409.630000114441,	1.949623e-12,	14071.650000095367,	0.05113406,	18.0,	15409.710000038147,	9.56669e-12,	15409.33999991417,	1.817309e-08,	15409.41000008583,	1.306299e-09,	15409.490000009537,	1.019926e-10,	-0.000112517
15410.390000104904,	2.528132e-10,	15410.119999885559,	2.239347e-10,	15410.200000047684,	2.059673e-12,	14071.80999994278,	0.05116473,	18.0,	15410.269999980927,	9.523482e-12,	15409.900000095367,	1.817697e-08,	15409.97000002861,	1.315167e-09,	15410.049999952316,	1.016674e-10,	-0.0001230856
15410.950000047684,	2.547152e-10,	15410.69000005722,	2.233577e-10,	15410.759999990463,	2.023212e-12,	14072.069999933243,	0.05114936,	18.0,	15410.83999991417,	9.565346e-12,	15410.460000038147,	1.81514e-08,	15410.539999961853,	1.309416e-09,	15410.609999895096,	1.019437e-10,	-0.0001039325
15411.509999990463,	2.533756e-10,	15411.25,	2.245511e-10,	15411.319999933243,	1.90837e-12,	14072.230000019073,	0.05113795,	18.0,	15411.400000095367,	9.583745e-12,	15411.019999980927,	1.814313e-08,	15411.099999904633,	1.310775e-09,	15411.170000076294,	1.013683e-10,	-0.0001055349
15412.079999923706,	2.548487e-10,	15411.80999994278,	2.225996e-10,	15411.890000104904,	2.085928e-12,	14072.420000076294,	0.05110355,	18.0,	15411.960000038147,	9.661144e-12,	15411.58999991417,	1.816768e-08,	15411.66000008583,	1.312543e-09,	15411.740000009537,	1.01444e-10,	-0.0001327766
15412.640000104904,	2.560895e-10,	15412.369999885559,	2.235341e-10,	15412.450000047684,	2.243608e-12,	14072.569999933243,	0.05116085,	18.0,	15412.519999980927,	9.809873e-12,	15412.150000095367,	1.817332e-08,	15412.22000002861,	1.316399e-09,	15412.299999952316,	1.016928e-10,	-0.0001017577
15413.200000047684,	2.544268e-10,	15412.94000005722,	2.245446e-10,	15413.009999990463,	2.075714e-12,	14072.740000009537,	0.05110735,	18.0,	15413.08999991417,	9.634928e-12,	15412.710000038147,	1.822328e-08,	15412.789999961853,	1.316924e-09,	15412.859999895096,	1.016434e-10,	-0.0001020629
15413.759999990463,	2.543972e-10,	15413.5,	2.237509e-10,	15413.569999933243,	2.071759e-12,	14072.890000104904,	0.05112265,	18.0,	15413.650000095367,	9.435424e-12,	15413.27999997139,	1.821603e-08,	15413.349999904633,	1.318864e-09,	15413.420000076294,	1.018574e-10,	-0.0001053442
15414.329999923706,	2.551311e-10,	15414.05999994278,	2.241738e-10,	15414.140000104904,	1.899892e-12,	14073.039999961853,	0.05113406,	18.0,	15414.210000038147,	9.662146e-12,	15413.83999991417,	1.817304e-08,	15413.91000008583,	1.314998e-09,	15413.990000009537,	1.015378e-10,	-0.00010977
15414.890000104904,	2.533279e-10,	15414.630000114441,	2.241731e-10,	15414.700000047684,	1.964145e-12,	14073.200000047684,	0.05117615,	18.0,	15414.769999980927,	9.345104e-12,	15414.400000095367,	1.814178e-08,	15414.480000019073,	1.311729e-09,	15414.549999952316,	1.015505e-10,	-8.409259e-05
15415.450000047684,	2.551194e-10,	15415.19000005722,	2.243538e-10,	15415.259999990463,	1.922972e-12,	14073.380000114441,	0.05114175,	18.0,	15415.33999991417,	9.584899e-12,	15414.960000038147,	1.812058e-08,	15415.039999961853,	1.311954e-09,	15415.109999895096,	1.013183e-10,	-0.0001037036
15416.019999980927,	2.53375e-10,	15415.75,	2.244453e-10,	15415.829999923706,	1.994413e-12,	14073.52999997139,	0.05112265,	18.0,	15415.900000095367,	9.524693e-12,	15415.52999997139,	1.817448e-08,	15415.599999904633,	1.315657e-09,	15415.680000066757,	1.017656e-10,	-0.0001310979
15416.579999923706,	2.532529e-10,	15416.30999994278,	2.229402e-10,	15416.390000104904,	1.927803e-12,	14073.700000047684,	0.05114175,	18.0,	15416.460000038147,	9.536952e-12,	15416.08999991417,	1.81222e-08,	15416.16000008583,	1.312987e-09,	15416.240000009537,	1.019775e-10,	-8.413075e-05
15417.140000104904,	2.54444e-10,	15416.880000114441,	2.239995e-10,	15416.950000047684,	1.969618e-12,	14073.859999895096,	0.05113034,	18.0,	15417.019999980927,	9.539575e-12,	15416.650000095367,	1.815094e-08,	15416.730000019073,	1.314346e-09,	15416.799999952316,	1.018411e-10,	-7.566063e-05
15417.700000047684,	2.55416e-10,	15417.44000005722,	2.241091e-10,	15417.509999990463,	1.928142e-12,	14074.02999997139,	0.05115317,	18.0,	15417.58999991417,	9.461856e-12,	15417.210000038147,	1.817135e-08,	15417.289999961853,	1.318904e-09,	15417.359999895096,	1.015715e-10,	-9.553868e-05
15418.269999980927,	2.539482e-10,	15418.0,	2.238937e-10,	15418.079999923706,	1.848513e-12,	14074.200000047684,	0.05109967,	18.0,	15418.150000095367,	9.624854e-12,	15417.77999997139,	1.815621e-08,	15417.849999904633,	1.317746e-09,	15417.930000066757,	1.015101e-10,	-0.0001232764
15418.829999923706,	2.536129e-10,	15418.55999994278,	2.232434e-10,	15418.640000104904,	2.131799e-12,	14074.359999895096,	0.05114175,	18.0,	15418.710000038147,	9.526815e-12,	15418.33999991417,	1.813332e-08,	15418.41000008583,	1.310348e-09,	15418.490000009537,	1.01373e-10,	-0.0001118684
15419.390000104904,	2.539244e-10,	15419.130000114441,	2.230701e-10,	15419.200000047684,	1.964489e-12,	14074.519999980927,	0.05114944,	18.0,	15419.27999997139,	9.527805e-12,	15418.900000095367,	1.813255e-08,	15418.980000019073,	1.313133e-09,	15419.049999952316,	1.009441e-10,	-0.0001163706
15419.950000047684,	2.523345e-10,	15419.69000005722,	2.249598e-10,	15419.759999990463,	1.904031e-12,	14074.670000076294,	0.05109206,	18.0,	15419.83999991417,	9.592736e-12,	15419.47000002861,	1.813184e-08,	15419.539999961853,	1.314946e-09,	15419.609999895096,	1.015431e-10,	-9.218115e-05
15420.519999980927,	2.545257e-10,	15420.25,	2.241886e-10,	15420.329999923706,	2.056386e-12,	14074.829999923706,	0.05113795,	18.0,	15420.400000095367,	9.628214e-12,	15420.02999997139,	1.817496e-08,	15420.099999904633,	1.313837e-09,	15420.180000066757,	1.019016e-10,	-0.0001160272
15421.079999923706,	2.534981e-10,	15420.80999994278,	2.244583e-10,	15420.890000104904,	2.054025e-12,	14075.0,	0.05120667,	18.0,	15420.960000038147,	9.699282e-12,	15420.58999991417,	1.81506e-08,	15420.670000076294,	1.312467e-09,	15420.740000009537,	1.019014e-10,	-0.0001206438
15421.640000104904,	2.547321e-10,	15421.380000114441,	2.234833e-10,	15421.450000047684,	1.97771e-12,	14075.180000066757,	0.05113795,	18.0,	15421.52999997139,	9.492002e-12,	15421.150000095367,	1.815678e-08,	15421.230000019073,	1.31078e-09,	15421.299999952316,	1.011448e-10,	-9.137993e-05
15422.210000038147,	2.529497e-10,	15421.94000005722,	2.247281e-10,	15422.019999980927,	2.189575e-12,	14075.329999923706,	0.05115324,	18.0,	15422.08999991417,	9.791475e-12,	15421.72000002861,	1.811236e-08,	15421.789999961853,	1.311216e-09,	15421.869999885559,	1.017246e-10,	-0.0001015288
15422.769999980927,	2.5302e-10,	15422.5,	2.228725e-10,	15422.579999923706,	1.952128e-12,	14075.490000009537,	0.05112265,	18.0,	15422.650000095367,	9.641835e-12,	15422.27999997139,	1.816958e-08,	15422.349999904633,	1.309834e-09,	15422.430000066757,	1.011282e-10,	-0.0001062598
15423.329999923706,	2.543392e-10,	15423.069999933243,	2.237092e-10,	15423.140000104904,	1.973045e-12,	14075.640000104904,	0.05114936,	18.0,	15423.22000002861,	9.718174e-12,	15422.83999991417,	1.815274e-08,	15422.920000076294,	1.315089e-09,	15422.990000009537,	1.015035e-10,	-9.855281e-05
15423.890000104904,	2.530387e-10,	15423.630000114441,	2.233992e-10,	15423.700000047684,	1.932331e-12,	14075.799999952316,	0.05115705,	18.0,	15423.77999997139,	9.547894e-12,	15423.400000095367,	1.81964e-08,	15423.480000019073,	1.313276e-09,	15423.549999952316,	1.019957e-10,	-0.0001003079
15424.460000038147,	2.520752e-10,	15424.19000005722,	2.220347e-10,	15424.269999980927,	1.95176e-12,	14075.97000002861,	0.05116473,	18.0,	15424.33999991417,	9.52845e-12,	15423.97000002861,	1.811147e-08,	15424.039999961853,	1.311606e-09,	15424.119999885559,	1.012116e-10,	-9.160885e-05
15425.019999980927,	2.549186e-10,	15424.75,	2.228289e-10,	15424.829999923706,	1.876806e-12,	14076.210000038147,	0.05114556,	18.0,	15424.900000095367,	9.433588e-12,	15424.52999997139,	1.815617e-08,	15424.609999895096,	1.312631e-09,	15424.680000066757,	1.015117e-10,	-0.0001302966
15425.579999923706,	2.536596e-10,	15425.319999933243,	2.241775e-10,	15425.390000104904,	1.860164e-12,	14076.400000095367,	0.05117995,	18.0,	15425.47000002861,	9.623636e-12,	15425.08999991417,	1.814816e-08,	15425.170000076294,	1.309647e-09,	15425.240000009537,	1.014633e-10,	-9.595836e-05
15426.140000104904,	2.529501e-10,	15425.880000114441,	2.22444e-10,	15425.950000047684,	1.989584e-12,	14076.549999952316,	0.05112265,	18.0,	15426.02999997139,	9.371621e-12,	15425.66000008583,	1.814006e-08,	15425.730000019073,	1.310752e-09,	15425.80999994278,	1.012844e-10,	-8.207044e-05
15426.710000038147,	2.536687e-10,	15426.44000005722,	2.232635e-10,	15426.519999980927,	1.954115e-12,	14076.710000038147,	0.05118376,	18.0,	15426.58999991417,	9.595117e-12,	15426.22000002861,	1.813909e-08,	15426.289999961853,	1.315362e-09,	15426.369999885559,	1.013647e-10,	-8.134553e-05
15427.269999980927,	2.538952e-10,	15427.0,	2.24182e-10,	15427.079999923706,	2.025397e-12,	14076.869999885559,	0.05113795,	18.0,	15427.150000095367,	9.538655e-12,	15426.77999997139,	1.818091e-08,	15426.849999904633,	1.312568e-09,	15426.930000066757,	1.013564e-10,	-0.0001461686
15427.829999923706,	2.543754e-10,	15427.569999933243,	2.210447e-10,	15427.640000104904,	1.907682e-12,	14077.05999994278,	0.05118376,	18.0,	15427.72000002861,	9.49773e-12,	15427.33999991417,	1.817271e-08,	15427.420000076294,	1.31105e-09,	15427.490000009537,	1.011602e-10,	-9.675959e-05
15428.390000104904,	2.538786e-10,	15428.130000114441,	2.226645e-10,	15428.200000047684,	1.957829e-12,	14077.240000009537,	0.05115705,	18.0,	15428.27999997139,	9.603527e-12,	15427.91000008583,	1.819841e-08,	15427.980000019073,	1.312593e-09,	15428.049999952316,	1.017042e-10,	-0.0001195373
15428.960000038147,	2.543483e-10,	15428.69000005722,	2.232767e-10,	15428.769999980927,	1.914783e-12,	14077.41000008583,	0.05114175,	18.0,	15428.83999991417,	9.441156e-12,	15428.47000002861,	1.814685e-08,	15428.539999961853,	1.312535e-09,	15428.619999885559,	1.02029e-10,	-8.428335e-05
15429.519999980927,	2.529142e-10,	15429.259999990463,	2.238476e-10,	15429.329999923706,	2.005742e-12,	14077.640000104904,	0.05115324,	18.0,	15429.400000095367,	9.602644e-12,	15429.02999997139,	1.810978e-08,	15429.109999895096,	1.311732e-09,	15429.180000066757,	1.011337e-10,	-0.0001248407
15430.079999923706,	2.54306e-10,	15429.819999933243,	2.238854e-10,	15429.890000104904,	2.102054e-12,	14077.829999923706,	0.05116085,	18.0,	15429.97000002861,	9.430827e-12,	15429.58999991417,	1.815023e-08,	15429.670000076294,	1.314842e-09,	15429.740000009537,	1.014181e-10,	-7.688155e-05
15430.650000095367,	2.525318e-10,	15430.380000114441,	2.234032e-10,	15430.460000038147,	1.947514e-12,	14077.990000009537,	0.05112645,	18.0,	15430.52999997139,	9.430851e-12,	15430.16000008583,	1.816505e-08,	15430.230000019073,	1.312403e-09,	15430.30999994278,	1.017757e-10,	-0.0001202241
15431.210000038147,	2.532465e-10,	15430.94000005722,	2.234269e-10,	15431.019999980927,	1.888166e-12,	14078.150000095367,	0.05113406,	18.0,	15431.08999991417,	9.50815e-12,	15430.72000002861,	1.812452e-08,	15430.789999961853,	1.31388e-09,	15430.869999885559,	1.015392e-10,	-0.0001422006
15431.769999980927,	2.545897e-10,	15431.509999990463,	2.228082e-10,	15431.579999923706,	1.92633e-12,	14078.30999994278,	0.05112265,	18.0,	15431.66000008583,	9.390839e-12,	15431.27999997139,	1.809988e-08,	15431.359999895096,	1.313207e-09,	15431.430000066757,	1.017064e-10,	-9.149439e-05
15432.329999923706,	2.531289e-10,	15432.069999933243,	2.233e-10,	15432.140000104904,	1.975983e-12,	14078.460000038147,	0.05113414,	18.0,	15432.22000002861,	9.420356e-12,	15431.849999904633,	1.818144e-08,	15431.920000076294,	1.318211e-09,	15431.990000009537,	1.013286e-10,	-9.920142e-05
15432.900000095367,	2.54227e-10,	15432.630000114441,	2.237945e-10,	15432.710000038147,	2.062972e-12,	14078.619999885559,	0.05113795,	18.0,	15432.77999997139,	9.618751e-12,	15432.41000008583,	1.811937e-08,	15432.480000019073,	1.306771e-09,	15432.55999994278,	1.009172e-10,	-0.0001274351
15433.460000038147,	2.540748e-10,	15433.19000005722,	2.219516e-10,	15433.269999980927,	2.018807e-12,	14078.789999961853,	0.05112265,	18.0,	15433.33999991417,	9.482587e-12,	15432.97000002861,	1.818756e-08,	15433.049999952316,	1.314093e-09,	15433.119999885559,	1.013142e-10,	-0.0001101134
15434.019999980927,	2.540048e-10,	15433.759999990463,	2.233235e-10,	15433.829999923706,	1.932016e-12,	14078.950000047684,	0.05114936,	18.0,	15433.91000008583,	9.679742e-12,	15433.52999997139,	1.812823e-08,	15433.609999895096,	1.314423e-09,	15433.680000066757,	1.018561e-10,	-8.989194e-05
15434.579999923706,	2.550983e-10,	15434.319999933243,	2.241287e-10,	15434.390000104904,	1.987118e-12,	14079.08999991417,	0.05116085,	18.0,	15434.47000002861,	9.706094e-12,	15434.099999904633,	1.819808e-08,	15434.170000076294,	1.320119e-09,	15434.25,	1.009738e-10,	-8.153629e-05
15435.150000095367,	2.559699e-10,	15434.880000114441,	2.24061e-10,	15434.960000038147,	1.993393e-12,	14079.25,	0.05117615,	18.0,	15435.02999997139,	9.574384e-12,	15434.66000008583,	1.822316e-08,	15434.730000019073,	1.320365e-09,	15434.80999994278,	1.018637e-10,	-9.46993e-05
15435.710000038147,	2.552585e-10,	15435.450000047684,	2.243835e-10,	15435.519999980927,	2.047033e-12,	14079.400000095367,	0.05116466,	18.0,	15435.58999991417,	9.644587e-12,	15435.22000002861,	1.818255e-08,	15435.299999952316,	1.313213e-09,	15435.369999885559,	1.0159e-10,	-0.0001338068
15436.269999980927,	2.556357e-10,	15436.009999990463,	2.240166e-10,	15436.079999923706,	2.016197e-12,	14079.55999994278,	0.05120674,	18.0,	15436.16000008583,	9.466345e-12,	15435.77999997139,	1.820064e-08,	15435.859999895096,	1.317526e-09,	15435.930000066757,	1.01678e-10,	-9.775159e-05
15436.83999991417,	2.555636e-10,	15436.569999933243,	2.239691e-10,	15436.650000095367,	1.929163e-12,	14079.730000019073,	0.05113795,	18.0,	15436.72000002861,	9.498406e-12,	15436.349999904633,	1.816302e-08,	15436.420000076294,	1.315637e-09,	15436.5,	1.018046e-10,	-0.0001081675
15437.400000095367,	2.549316e-10,	15437.130000114441,	2.239256e-10,	15437.210000038147,	1.980571e-12,	14079.890000104904,	0.05116846,	18.0,	15437.27999997139,	9.521199e-12,	15436.91000008583,	1.811312e-08,	15436.980000019073,	1.310478e-09,	15437.05999994278,	1.012597e-10,	-0.0001073663
15437.960000038147,	2.572127e-10,	15437.700000047684,	2.227696e-10,	15437.769999980927,	1.986552e-12,	14080.05999994278,	0.05109206,	18.0,	15437.849999904633,	9.480436e-12,	15437.47000002861,	1.812861e-08,	15437.549999952316,	1.311648e-09,	15437.619999885559,	1.014131e-10,	-0.0001101897
15438.519999980927,	2.571543e-10,	15438.259999990463,	2.235601e-10,	15438.329999923706,	1.990281e-12,	14080.240000009537,	0.05117615,	18.0,	15438.41000008583,	9.53515e-12,	15438.02999997139,	1.815005e-08,	15438.109999895096,	1.319297e-09,	15438.180000066757,	1.016349e-10,	-9.229562e-05
15439.08999991417,	2.576045e-10,	15438.819999933243,	2.249846e-10,	15438.900000095367,	1.993871e-12,	14080.47000002861,	0.05116473,	18.0,	15438.97000002861,	9.523163e-12,	15438.599999904633,	1.817976e-08,	15438.670000076294,	1.317686e-09,	15438.75,	1.015948e-10,	-0.0001272443
15439.650000095367,	2.584293e-10,	15439.390000104904,	2.239585e-10,	15439.460000038147,	2.095981e-12,	14080.680000066757,	0.05112645,	18.0,	15439.52999997139,	9.324001e-12,	15439.16000008583,	1.81768e-08,	15439.240000009537,	1.314613e-09,	15439.30999994278,	1.014223e-10,	-0.0001120974
15440.210000038147,	2.579355e-10,	15439.950000047684,	2.237865e-10,	15440.019999980927,	1.916601e-12,	14080.849999904633,	0.05114556,	18.0,	15440.099999904633,	9.388784e-12,	15439.72000002861,	1.818296e-08,	15439.799999952316,	1.316521e-09,	15439.869999885559,	1.017207e-10,	-0.000135104
15440.769999980927,	2.598431e-10,	15440.509999990463,	2.236466e-10,	15440.579999923706,	2.003358e-12,	14081.009999990463,	0.05113795,	18.0,	15440.66000008583,	9.563955e-12,	15440.289999961853,	1.813702e-08,	15440.359999895096,	1.310091e-09,	15440.430000066757,	1.013925e-10,	-0.000103322
15441.33999991417,	2.62774e-10,	15441.069999933243,	2.254889e-10,	15441.150000095367,	2.045743e-12,	14081.16000008583,	0.05117234,	18.0,	15441.22000002861,	9.544519e-12,	15440.849999904633,	1.816821e-08,	15440.920000076294,	1.314019e-09,	15441.0,	1.017292e-10,	-7.867478e-05
15441.900000095367,	2.63134e-10,	15441.640000104904,	2.23521e-10,	15441.710000038147,	1.997177e-12,	14081.319999933243,	0.05112653,	18.0,	15441.77999997139,	9.320601e-12,	15441.41000008583,	1.815801e-08,	15441.490000009537,	1.314848e-09,	15441.55999994278,	1.011449e-10,	-0.0001620786
15442.460000038147,	2.685424e-10,	15442.200000047684,	2.226412e-10,	15442.269999980927,	2.057325e-12,	14081.47000002861,	0.05115705,	18.0,	15442.349999904633,	9.32288e-12,	15441.97000002861,	1.813284e-08,	15442.049999952316,	1.314145e-09,	15442.119999885559,	1.015973e-10,	-9.221931e-05
15443.02999997139,	2.701021e-10,	15442.759999990463,	2.23334e-10,	15442.83999991417,	1.928948e-12,	14081.630000114441,	0.05113406,	18.0,	15442.91000008583,	9.480593e-12,	15442.539999961853,	1.811199e-08,	15442.609999895096,	1.311641e-09,	15442.69000005722,	1.013454e-10,	-9.550052e-05
15443.58999991417,	2.749481e-10,	15443.319999933243,	2.230582e-10,	15443.400000095367,	1.962562e-12,	14081.789999961853,	0.05117234,	18.0,	15443.47000002861,	9.445398e-12,	15443.099999904633,	1.811583e-08,	15443.170000076294,	1.309535e-09,	15443.25,	1.013981e-10,	-0.0001079386
15444.150000095367,	2.809033e-10,	15443.890000104904,	2.227877e-10,	15443.960000038147,	1.858306e-12,	14081.94000005722,	0.05115697,	18.0,	15444.02999997139,	9.360806e-12,	15443.66000008583,	1.813695e-08,	15443.740000009537,	1.30909e-09,	15443.80999994278,	1.014084e-10,	-0.0001045048
15444.710000038147,	2.852175e-10,	15444.450000047684,	2.236772e-10,	15444.519999980927,	1.979285e-12,	14082.099999904633,	0.05117995,	18.0,	15444.599999904633,	9.486754e-12,	15444.230000019073,	1.8152e-08,	15444.299999952316,	1.312665e-09,	15444.369999885559,	1.008816e-10,	-0.0001063361
15445.27999997139,	2.947372e-10,	15445.009999990463,	2.231857e-10,	15445.08999991417,	1.997819e-12,	14082.25,	0.05113034,	18.0,	15445.16000008583,	9.510379e-12,	15444.789999961853,	1.815457e-08,	15444.859999895096,	1.313534e-09,	15444.94000005722,	1.016369e-10,	-0.0001346843
15445.83999991417,	3.044449e-10,	15445.569999933243,	2.223828e-10,	15445.650000095367,	2.034e-12,	14082.41000008583,	0.05113026,	18.0,	15445.72000002861,	9.541075e-12,	15445.349999904633,	1.813981e-08,	15445.430000066757,	1.310159e-09,	15445.5,	1.010476e-10,	-8.153629e-05
15446.400000095367,	3.185667e-10,	15446.140000104904,	2.227823e-10,	15446.210000038147,	1.962274e-12,	14082.579999923706,	0.05113026,	18.0,	15446.289999961853,	9.644929e-12,	15445.91000008583,	1.812217e-08,	15445.990000009537,	1.314092e-09,	15446.05999994278,	1.021989e-10,	-0.0001297243
15446.960000038147,	3.27447e-10,	15446.700000047684,	2.242683e-10,	15446.769999980927,	2.023396e-12,	14082.759999990463,	0.05109586,	18.0,	15446.849999904633,	9.527324e-12,	15446.480000019073,	1.823806e-08,	15446.549999952316,	1.317754e-09,	15446.619999885559,	1.021571e-10,	-9.592021e-05
15447.52999997139,	3.326908e-10,	15447.259999990463,	2.222519e-10,	15447.33999991417,	2.126589e-12,	14082.930000066757,	0.05114563,	18.0,	15447.41000008583,	9.465164e-12,	15447.039999961853,	1.811479e-08,	15447.109999895096,	1.314928e-09,	15447.19000005722,	1.018991e-10,	-0.0001521205
15448.08999991417,	3.327207e-10,	15447.829999923706,	2.21621e-10,	15447.900000095367,	2.057175e-12,	14083.079999923706,	0.05115705,	18.0,	15447.97000002861,	9.491244e-12,	15447.599999904633,	1.808739e-08,	15447.680000066757,	1.311104e-09,	15447.75,	1.005481e-10,	-8.21086e-05
15448.650000095367,	3.28052e-10,	15448.390000104904,	2.218765e-10,	15448.460000038147,	2.008118e-12,	14083.289999961853,	0.05113406,	18.0,	15448.539999961853,	9.828653e-12,	15448.16000008583,	1.812288e-08,	15448.240000009537,	1.310208e-09,	15448.30999994278,	1.013422e-10,	-0.0001177822
15449.210000038147,	3.231134e-10,	15448.950000047684,	2.230559e-10,	15449.019999980927,	2.006958e-12,	14083.490000009537,	0.05114944,	18.0,	15449.099999904633,	9.447608e-12,	15448.730000019073,	1.809728e-08,	15448.799999952316,	1.311911e-09,	15448.880000114441,	1.016279e-10,	-9.668328e-05
15449.77999997139,	3.154971e-10,	15449.509999990463,	2.240803e-10,	15449.58999991417,	2.053033e-12,	14083.650000095367,	0.05114175,	18.0,	15449.66000008583,	9.418005e-12,	15449.289999961853,	1.811969e-08,	15449.359999895096,	1.30641e-09,	15449.44000005722,	1.017812e-10,	-0.0001151878
15450.33999991417,	3.083946e-10,	15450.079999923706,	2.232834e-10,	15450.150000095367,	1.939213e-12,	14083.799999952316,	0.05117995,	18.0,	15450.230000019073,	9.543333e-12,	15449.849999904633,	1.813856e-08,	15449.930000066757,	1.309337e-09,	15450.0,	1.020899e-10,	-0.0001424676
15450.900000095367,	3.00523e-10,	15450.640000104904,	2.239964e-10,	15450.710000038147,	2.012046e-12,	14083.97000002861,	0.05115317,	18.0,	15450.789999961853,	9.420221e-12,	15450.41000008583,	1.817903e-08,	15450.490000009537,	1.314338e-09,	15450.55999994278,	1.014188e-10,	-8.78698e-05
15451.47000002861,	2.935834e-10,	15451.200000047684,	2.23875e-10,	15451.27999997139,	1.980352e-12,	14084.150000095367,	0.05119525,	18.0,	15451.349999904633,	9.422659e-12,	15450.980000019073,	1.80862e-08,	15451.049999952316,	1.307545e-09,	15451.130000114441,	1.006381e-10,	-0.0001015669
15452.02999997139,	2.877228e-10,	15451.759999990463,	2.230114e-10,	15451.83999991417,	1.969384e-12,	14084.319999933243,	0.05110743,	18.0,	15451.91000008583,	9.44783e-12,	15451.539999961853,	1.811708e-08,	15451.619999885559,	1.311826e-09,	15451.69000005722,	1.020168e-10,	-7.409634e-05
