ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip.tsv
technique = MS
tstamp = 1636617385.0
backend_name = BackendBase(none, address=none)
id = 2
timecol 'M2-x' for: 'M2'
timecol 'M32-x' for: 'M32'
timecol 'M40-x' for: 'M40'
timecol 'time/s' for: 'Ewe/V' and 'cycle number' and 'I/mA'
timecol 'M44-x' for: 'M44'
timecol 'M4-x' for: 'M4'
timecol 'M18-x' for: 'M18'
timecol 'M28-x' for: 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

M2-x,	M2,	M32-x,	M32,	M40-x,	M40,	time/s,	Ewe/V,	cycle number,	M44-x,	M44,	M4-x,	M4,	M18-x,	M18,	M28-x,	M28,	I/mA
13541.619999885559,	2.915642e-10,	13541.349999904633,	2.320071e-10,	13541.430000066757,	2.1477e-12,	13512.41000008583,	0.09171006,	18.0,	13541.5,	1.010054e-11,	13541.130000114441,	1.84737e-08,	13541.210000038147,	1.332085e-09,	13541.27999997139,	1.137179e-10,	-0.002234928
13542.180000066757,	2.914414e-10,	13541.920000076294,	2.299583e-10,	13541.990000009537,	2.14435e-12,	13512.569999933243,	0.09091555,	18.0,	13542.069999933243,	9.98631e-12,	13541.69000005722,	1.850899e-08,	13541.769999980927,	1.335589e-09,	13541.83999991417,	1.127178e-10,	-0.002305435
13542.740000009537,	2.907675e-10,	13542.480000019073,	2.297e-10,	13542.549999952316,	2.276687e-12,	13512.72000002861,	0.09008268,	18.0,	13542.630000114441,	9.868207e-12,	13542.259999990463,	1.844056e-08,	13542.329999923706,	1.328769e-09,	13542.41000008583,	1.127324e-10,	-0.002238133
13543.30999994278,	2.922232e-10,	13543.039999961853,	2.313628e-10,	13543.119999885559,	2.216144e-12,	13512.900000095367,	0.08926511,	18.0,	13543.19000005722,	1.005794e-11,	13542.819999933243,	1.84136e-08,	13542.890000104904,	1.328839e-09,	13542.97000002861,	1.128374e-10,	-0.00191024
13543.869999885559,	2.922678e-10,	13543.609999895096,	2.311333e-10,	13543.680000066757,	2.29747e-12,	13513.069999933243,	0.08838642,	18.0,	13543.75,	9.986204e-12,	13543.380000114441,	1.845986e-08,	13543.460000038147,	1.330754e-09,	13543.52999997139,	1.118731e-10,	-0.001256783
13544.430000066757,	2.912363e-10,	13544.170000076294,	2.317216e-10,	13544.240000009537,	2.266921e-12,	13513.22000002861,	0.08766817,	18.0,	13544.319999933243,	9.902133e-12,	13543.94000005722,	1.85217e-08,	13544.019999980927,	1.333538e-09,	13544.08999991417,	1.132884e-10,	-0.001640036
13545.0,	2.920718e-10,	13544.730000019073,	2.306206e-10,	13544.799999952316,	2.383185e-12,	13513.44000005722,	0.08655266,	18.0,	13544.880000114441,	1.006186e-11,	13544.509999990463,	1.844829e-08,	13544.579999923706,	1.330107e-09,	13544.66000008583,	1.118518e-10,	-0.00210036
13545.55999994278,	2.904045e-10,	13545.289999961853,	2.300725e-10,	13545.369999885559,	2.184997e-12,	13513.599999904633,	0.0857847,	18.0,	13545.44000005722,	1.014662e-11,	13545.069999933243,	1.843849e-08,	13545.140000104904,	1.330346e-09,	13545.22000002861,	1.127272e-10,	-0.001986128
13546.119999885559,	2.901923e-10,	13545.859999895096,	2.300673e-10,	13545.930000066757,	2.309717e-12,	13513.769999980927,	0.08487931,	18.0,	13546.0,	1.024271e-11,	13545.630000114441,	1.839802e-08,	13545.710000038147,	1.327832e-09,	13545.77999997139,	1.130604e-10,	-0.00204332
13546.680000066757,	2.929652e-10,	13546.420000076294,	2.291099e-10,	13546.490000009537,	2.327594e-12,	13513.950000047684,	0.08407703,	18.0,	13546.569999933243,	9.979051e-12,	13546.200000047684,	1.849779e-08,	13546.269999980927,	1.332091e-09,	13546.33999991417,	1.133023e-10,	-0.0009008475
13547.25,	2.916369e-10,	13546.980000019073,	2.306716e-10,	13547.05999994278,	2.297552e-12,	13514.119999885559,	0.08316395,	18.0,	13547.130000114441,	1.006703e-11,	13546.759999990463,	1.858099e-08,	13546.829999923706,	1.337394e-09,	13546.91000008583,	1.135484e-10,	-0.002044312
13547.80999994278,	2.913999e-10,	13547.539999961853,	2.308932e-10,	13547.619999885559,	2.243087e-12,	13514.27999997139,	0.08238466,	18.0,	13547.69000005722,	1.010733e-11,	13547.319999933243,	1.86255e-08,	13547.390000104904,	1.335192e-09,	13547.47000002861,	1.136832e-10,	-0.001879717
13548.369999885559,	2.898556e-10,	13548.109999895096,	2.299077e-10,	13548.180000066757,	2.454647e-12,	13514.450000047684,	0.0814677,	18.0,	13548.259999990463,	1.036558e-11,	13547.880000114441,	1.852092e-08,	13547.960000038147,	1.334397e-09,	13548.02999997139,	1.23882e-10,	-0.002187426
13548.94000005722,	2.897115e-10,	13548.670000076294,	2.317993e-10,	13548.740000009537,	2.527501e-12,	13514.619999885559,	0.0806311,	18.0,	13548.819999933243,	1.388332e-11,	13548.450000047684,	1.827098e-08,	13548.519999980927,	1.331425e-09,	13548.58999991417,	5.951953e-10,	-0.001664874
13549.5,	2.88418e-10,	13549.230000019073,	2.307513e-10,	13549.30999994278,	3.545574e-12,	13514.829999923706,	0.0795652,	18.0,	13549.380000114441,	2.323499e-11,	13549.009999990463,	1.692799e-08,	13549.079999923706,	1.308133e-09,	13549.16000008583,	2.681122e-09,	-0.001379332
13550.05999994278,	2.888686e-10,	13549.789999961853,	2.310179e-10,	13549.869999885559,	5.058445e-12,	13515.009999990463,	0.07870943,	18.0,	13549.94000005722,	3.566126e-11,	13549.569999933243,	1.471714e-08,	13549.650000095367,	1.272053e-09,	13549.72000002861,	6.499985e-09,	-0.002292616
13550.619999885559,	2.838698e-10,	13550.359999895096,	2.227349e-10,	13550.430000066757,	6.533301e-12,	13515.170000076294,	0.07790716,	18.0,	13550.509999990463,	4.801265e-11,	13550.130000114441,	1.239368e-08,	13550.210000038147,	1.227131e-09,	13550.27999997139,	9.803997e-09,	-0.002108486
13551.180000066757,	2.783359e-10,	13550.920000076294,	2.178226e-10,	13551.0,	7.856308e-12,	13515.329999923706,	0.07709339,	18.0,	13551.069999933243,	5.864177e-11,	13550.700000047684,	9.762872e-09,	13550.769999980927,	1.168161e-09,	13550.849999904633,	1.460556e-08,	-0.002360148
13551.75,	2.737159e-10,	13551.480000019073,	2.070216e-10,	13551.55999994278,	9.02319e-12,	13515.5,	0.07621471,	18.0,	13551.630000114441,	6.613624e-11,	13551.259999990463,	7.908161e-09,	13551.329999923706,	1.113408e-09,	13551.41000008583,	1.817819e-08,	-0.001830575
13552.30999994278,	2.678642e-10,	13552.049999952316,	2.00677e-10,	13552.119999885559,	1.005626e-11,	13515.66000008583,	0.0754278,	18.0,	13552.19000005722,	6.925682e-11,	13551.819999933243,	6.589328e-09,	13551.900000095367,	1.066217e-09,	13551.97000002861,	2.091596e-08,	-0.001895742
13552.869999885559,	2.636018e-10,	13552.609999895096,	1.957998e-10,	13552.680000066757,	1.084087e-11,	13515.819999933243,	0.07472477,	18.0,	13552.759999990463,	6.96702e-11,	13552.380000114441,	5.431128e-09,	13552.460000038147,	1.029098e-09,	13552.52999997139,	2.312596e-08,	-0.002101161
13553.44000005722,	2.596361e-10,	13553.170000076294,	1.917566e-10,	13553.25,	1.119173e-11,	13515.97000002861,	0.07389197,	18.0,	13553.319999933243,	6.896782e-11,	13552.950000047684,	4.429218e-09,	13553.019999980927,	1.005021e-09,	13553.099999904633,	2.479417e-08,	-0.002298682
13554.0,	2.580415e-10,	13553.730000019073,	1.892789e-10,	13553.80999994278,	1.195122e-11,	13516.140000104904,	0.07308209,	18.0,	13553.880000114441,	6.956864e-11,	13553.509999990463,	3.674173e-09,	13553.579999923706,	9.779991e-10,	13553.66000008583,	2.628153e-08,	-0.002154958
13554.55999994278,	2.574801e-10,	13554.299999952316,	1.868868e-10,	13554.369999885559,	1.215932e-11,	13516.319999933243,	0.07216901,	18.0,	13554.450000047684,	7.001312e-11,	13554.069999933243,	3.10015e-09,	13554.150000095367,	9.553782e-10,	13554.22000002861,	2.712008e-08,	-0.001983915
13555.119999885559,	2.543449e-10,	13554.859999895096,	1.840626e-10,	13554.930000066757,	1.258354e-11,	13516.47000002861,	0.07141255,	18.0,	13555.009999990463,	6.909474e-11,	13554.640000104904,	2.631141e-09,	13554.710000038147,	9.405742e-10,	13554.77999997139,	2.825689e-08,	-0.00181043
13555.69000005722,	2.538357e-10,	13555.420000076294,	1.803821e-10,	13555.5,	1.287847e-11,	13516.630000114441,	0.07061788,	18.0,	13555.569999933243,	6.760563e-11,	13555.200000047684,	2.240565e-09,	13555.269999980927,	9.260802e-10,	13555.349999904633,	2.881772e-08,	-0.001096805
13556.25,	2.503611e-10,	13555.990000009537,	1.800477e-10,	13556.05999994278,	1.31697e-11,	13516.789999961853,	0.06981188,	18.0,	13556.130000114441,	6.488132e-11,	13555.759999990463,	1.92806e-09,	13555.83999991417,	9.171071e-10,	13555.91000008583,	2.951381e-08,	-0.00147071
13556.80999994278,	2.490468e-10,	13556.549999952316,	1.79106e-10,	13556.619999885559,	1.31193e-11,	13516.960000038147,	0.06899043,	18.0,	13556.700000047684,	6.437723e-11,	13556.319999933243,	1.666289e-09,	13556.400000095367,	9.073112e-10,	13556.47000002861,	2.999232e-08,	-0.002231112
13557.369999885559,	2.487686e-10,	13557.109999895096,	1.779228e-10,	13557.180000066757,	1.33346e-11,	13517.170000076294,	0.06792073,	18.0,	13557.259999990463,	6.08257e-11,	13556.890000104904,	1.452747e-09,	13556.960000038147,	8.963315e-10,	13557.039999961853,	3.035976e-08,	-0.002329778
13557.94000005722,	2.467141e-10,	13557.670000076294,	1.765899e-10,	13557.75,	1.343987e-11,	13517.33999991417,	0.06712614,	18.0,	13557.819999933243,	5.902761e-11,	13557.450000047684,	1.274819e-09,	13557.519999980927,	8.87477e-10,	13557.599999904633,	3.063746e-08,	-0.002285405
13558.5,	2.451568e-10,	13558.240000009537,	1.757118e-10,	13558.30999994278,	1.343926e-11,	13517.480000019073,	0.06644616,	18.0,	13558.380000114441,	5.702446e-11,	13558.009999990463,	1.119147e-09,	13558.08999991417,	8.815845e-10,	13558.16000008583,	3.107667e-08,	-0.00209105
13559.05999994278,	2.419382e-10,	13558.799999952316,	1.758133e-10,	13558.869999885559,	1.361508e-11,	13517.69000005722,	0.06527326,	18.0,	13558.950000047684,	5.447785e-11,	13558.569999933243,	9.958541e-10,	13558.650000095367,	8.753354e-10,	13558.72000002861,	3.149133e-08,	-0.002296927
13559.630000114441,	2.406145e-10,	13559.359999895096,	1.738473e-10,	13559.44000005722,	1.373747e-11,	13517.869999885559,	0.0644404,	18.0,	13559.509999990463,	5.327559e-11,	13559.140000104904,	8.825283e-10,	13559.210000038147,	8.742599e-10,	13559.289999961853,	3.145811e-08,	-0.00162569
13560.19000005722,	2.368381e-10,	13559.920000076294,	1.738813e-10,	13560.0,	1.385373e-11,	13518.019999980927,	0.06368013,	18.0,	13560.069999933243,	5.118395e-11,	13559.700000047684,	7.915672e-10,	13559.77999997139,	8.725347e-10,	13559.849999904633,	3.183648e-08,	-0.001958275
13560.75,	2.333841e-10,	13560.490000009537,	1.749619e-10,	13560.55999994278,	1.384568e-11,	13518.180000066757,	0.06290077,	18.0,	13560.640000104904,	4.967586e-11,	13560.259999990463,	7.088175e-10,	13560.33999991417,	8.672689e-10,	13560.41000008583,	3.175593e-08,	-0.002350762
13561.30999994278,	2.318428e-10,	13561.049999952316,	1.736399e-10,	13561.119999885559,	1.372312e-11,	13518.319999933243,	0.06211767,	18.0,	13561.200000047684,	4.815486e-11,	13560.829999923706,	6.378983e-10,	13560.900000095367,	8.600111e-10,	13560.97000002861,	3.182445e-08,	-0.002486589
13561.880000114441,	2.279285e-10,	13561.609999895096,	1.744379e-10,	13561.69000005722,	1.392664e-11,	13518.47000002861,	0.06143761,	18.0,	13561.759999990463,	4.651662e-11,	13561.390000104904,	5.765031e-10,	13561.460000038147,	8.552308e-10,	13561.539999961853,	3.208477e-08,	-0.002309251
13562.44000005722,	2.264033e-10,	13562.180000066757,	1.731298e-10,	13562.25,	1.396929e-11,	13518.640000104904,	0.06055893,	18.0,	13562.319999933243,	4.474671e-11,	13561.950000047684,	5.23818e-10,	13562.02999997139,	8.543083e-10,	13562.099999904633,	3.206274e-08,	-0.002736991
13563.0,	2.245605e-10,	13562.740000009537,	1.724654e-10,	13562.80999994278,	1.399402e-11,	13518.799999952316,	0.05971845,	18.0,	13562.890000104904,	4.411195e-11,	13562.509999990463,	4.747159e-10,	13562.58999991417,	8.496472e-10,	13562.66000008583,	3.216294e-08,	-0.002726766
13563.569999933243,	2.231879e-10,	13563.299999952316,	1.722377e-10,	13563.380000114441,	1.378942e-11,	13519.019999980927,	0.05869076,	18.0,	13563.450000047684,	4.316501e-11,	13563.079999923706,	4.327692e-10,	13563.150000095367,	8.478119e-10,	13563.230000019073,	3.23628e-08,	-0.00236816
13564.130000114441,	2.191516e-10,	13563.859999895096,	1.718063e-10,	13563.94000005722,	1.390309e-11,	13519.200000047684,	0.05780447,	18.0,	13564.009999990463,	4.227472e-11,	13563.640000104904,	3.96319e-10,	13563.710000038147,	8.473054e-10,	13563.789999961853,	3.230011e-08,	-0.002679379
13564.69000005722,	2.179782e-10,	13564.430000066757,	1.718318e-10,	13564.5,	1.382371e-11,	13519.369999885559,	0.05682259,	18.0,	13564.569999933243,	4.20278e-11,	13564.200000047684,	3.651184e-10,	13564.27999997139,	8.436253e-10,	13564.349999904633,	3.227705e-08,	-0.002924974
13565.25,	2.178393e-10,	13564.990000009537,	1.702817e-10,	13565.05999994278,	1.362577e-11,	13519.519999980927,	0.05615022,	18.0,	13565.140000104904,	4.14913e-11,	13564.759999990463,	3.342512e-10,	13564.83999991417,	8.384198e-10,	13564.91000008583,	3.246048e-08,	-0.003044052
13565.819999933243,	2.157464e-10,	13565.549999952316,	1.699632e-10,	13565.630000114441,	1.349181e-11,	13519.680000066757,	0.05538615,	18.0,	13565.700000047684,	4.080091e-11,	13565.329999923706,	3.10375e-10,	13565.400000095367,	8.414932e-10,	13565.480000019073,	3.245726e-08,	-0.00300544
13566.380000114441,	2.149168e-10,	13566.109999895096,	1.717742e-10,	13566.19000005722,	1.347685e-11,	13519.849999904633,	0.05449225,	18.0,	13566.259999990463,	4.035889e-11,	13565.890000104904,	2.890996e-10,	13565.97000002861,	8.360366e-10,	13566.039999961853,	3.231556e-08,	-0.003128982
13566.94000005722,	2.132234e-10,	13566.680000066757,	1.716975e-10,	13566.75,	1.349477e-11,	13520.009999990463,	0.05370907,	18.0,	13566.829999923706,	3.966387e-11,	13566.450000047684,	2.690115e-10,	13566.52999997139,	8.347921e-10,	13566.599999904633,	3.247078e-08,	-0.00315195
13567.5,	2.129088e-10,	13567.240000009537,	1.710016e-10,	13567.30999994278,	1.35146e-11,	13520.180000066757,	0.05280361,	18.0,	13567.390000104904,	3.935053e-11,	13567.019999980927,	2.515001e-10,	13567.08999991417,	8.342288e-10,	13567.16000008583,	3.256985e-08,	-0.002467398
13568.069999933243,	2.115874e-10,	13567.799999952316,	1.700518e-10,	13567.880000114441,	1.343356e-11,	13520.33999991417,	0.05208535,	18.0,	13567.950000047684,	3.906189e-11,	13567.579999923706,	2.352963e-10,	13567.650000095367,	8.347052e-10,	13567.730000019073,	4.855793e-08,	-0.002788308
13568.630000114441,	2.106939e-10,	13568.359999895096,	1.72114e-10,	13568.44000005722,	1.356019e-11,	13520.55999994278,	0.05107684,	18.0,	13568.509999990463,	3.825155e-11,	13568.140000104904,	2.210952e-10,	13568.210000038147,	8.326054e-10,	13568.289999961853,	3.276105e-08,	-0.00183481
13569.19000005722,	2.100389e-10,	13568.930000066757,	1.703291e-10,	13569.0,	1.339441e-11,	13520.72000002861,	0.05110355,	18.0,	13569.079999923706,	3.786874e-11,	13568.700000047684,	2.060599e-10,	13568.77999997139,	8.30193e-10,	13568.849999904633,	3.255392e-08,	-0.002049768
13569.75,	2.094934e-10,	13569.490000009537,	1.701045e-10,	13569.55999994278,	1.335552e-11,	13520.869999885559,	0.05112265,	18.0,	13569.640000104904,	3.745617e-11,	13569.269999980927,	1.950146e-10,	13569.33999991417,	8.309038e-10,	13569.41000008583,	3.280209e-08,	-0.001974224
13570.319999933243,	2.094797e-10,	13570.049999952316,	1.702744e-10,	13570.130000114441,	1.306653e-11,	13521.02999997139,	0.05112265,	18.0,	13570.200000047684,	3.745044e-11,	13569.829999923706,	1.855414e-10,	13569.900000095367,	8.313736e-10,	13569.980000019073,	4.869982e-08,	-0.00186457
13570.880000114441,	2.080692e-10,	13570.609999895096,	1.704941e-10,	13570.69000005722,	1.300414e-11,	13521.22000002861,	0.05112265,	18.0,	13570.759999990463,	3.695879e-11,	13570.390000104904,	1.754813e-10,	13570.47000002861,	8.294275e-10,	13570.539999961853,	3.274101e-08,	-0.001776168
13571.44000005722,	2.065198e-10,	13571.180000066757,	1.675976e-10,	13571.25,	1.294228e-11,	13521.369999885559,	0.05113406,	18.0,	13571.329999923706,	3.63117e-11,	13570.950000047684,	1.654087e-10,	13571.02999997139,	8.250954e-10,	13571.099999904633,	3.273932e-08,	-0.001758694
13572.009999990463,	2.059236e-10,	13571.740000009537,	1.69139e-10,	13571.819999933243,	1.292911e-11,	13521.55999994278,	0.05111123,	18.0,	13571.890000104904,	3.621704e-11,	13571.519999980927,	1.575575e-10,	13571.58999991417,	8.173645e-10,	13571.670000076294,	3.276449e-08,	-0.001689521
13572.569999933243,	2.049814e-10,	13572.299999952316,	1.683859e-10,	13572.380000114441,	1.26691e-11,	13521.72000002861,	0.05105766,	18.0,	13572.450000047684,	3.60564e-11,	13572.079999923706,	1.497913e-10,	13572.150000095367,	8.233751e-10,	13572.230000019073,	3.254199e-08,	-0.001672238
13573.130000114441,	2.058076e-10,	13572.869999885559,	1.674339e-10,	13572.94000005722,	1.284466e-11,	13521.880000114441,	0.05106154,	18.0,	13573.019999980927,	3.599835e-11,	13572.640000104904,	1.438633e-10,	13572.72000002861,	8.151699e-10,	13572.789999961853,	3.265495e-08,	-0.001555335
13573.69000005722,	2.047302e-10,	13573.430000066757,	1.683326e-10,	13573.5,	1.259854e-11,	13522.02999997139,	0.05117995,	18.0,	13573.579999923706,	3.558162e-11,	13573.210000038147,	1.377123e-10,	13573.27999997139,	8.211731e-10,	13573.349999904633,	3.274352e-08,	-0.001544118
13574.259999990463,	2.045263e-10,	13573.990000009537,	1.68514e-10,	13574.069999933243,	1.255506e-11,	13522.19000005722,	0.05106923,	18.0,	13574.140000104904,	3.527383e-11,	13573.769999980927,	1.330936e-10,	13573.83999991417,	8.209646e-10,	13573.920000076294,	3.264185e-08,	-0.001460027
13574.819999933243,	2.044582e-10,	13574.549999952316,	1.685358e-10,	13574.630000114441,	1.235958e-11,	13522.349999904633,	0.05108064,	18.0,	13574.700000047684,	3.542691e-11,	13574.329999923706,	1.270824e-10,	13574.400000095367,	8.186413e-10,	13574.480000019073,	3.259836e-08,	-0.001546369
13575.380000114441,	2.044528e-10,	13575.119999885559,	1.68936e-10,	13575.19000005722,	1.224068e-11,	13522.519999980927,	0.05114175,	18.0,	13575.269999980927,	3.540562e-11,	13574.890000104904,	1.222988e-10,	13574.97000002861,	8.175188e-10,	13575.039999961853,	3.265862e-08,	-0.001538051
13575.94000005722,	2.040449e-10,	13575.680000066757,	1.697627e-10,	13575.75,	1.206871e-11,	13522.680000066757,	0.05111497,	18.0,	13575.829999923706,	3.486783e-11,	13575.460000038147,	1.191383e-10,	13575.52999997139,	8.243365e-10,	13575.609999895096,	4.920367e-08,	-0.001472084
13576.509999990463,	2.03405e-10,	13576.240000009537,	1.688952e-10,	13576.319999933243,	1.198308e-11,	13522.849999904633,	0.05111884,	18.0,	13576.390000104904,	3.481697e-11,	13576.019999980927,	1.13378e-10,	13576.08999991417,	8.146659e-10,	13576.170000076294,	3.262428e-08,	-0.001462583
13577.069999933243,	2.032926e-10,	13576.80999994278,	1.67669e-10,	13576.880000114441,	1.188315e-11,	13523.0,	0.05108444,	18.0,	13576.950000047684,	3.490899e-11,	13576.579999923706,	1.105563e-10,	13576.66000008583,	8.155294e-10,	13576.730000019073,	3.258135e-08,	-0.001426528
13577.630000114441,	2.035583e-10,	13577.369999885559,	1.688228e-10,	13577.44000005722,	1.158968e-11,	13523.150000095367,	0.05113414,	18.0,	13577.519999980927,	3.456339e-11,	13577.140000104904,	1.073453e-10,	13577.22000002861,	8.208276e-10,	13577.289999961853,	3.267817e-08,	-0.001363422
13578.200000047684,	2.026451e-10,	13577.930000066757,	1.683882e-10,	13578.009999990463,	1.169142e-11,	13523.30999994278,	0.05110735,	18.0,	13578.079999923706,	3.476297e-11,	13577.710000038147,	1.050132e-10,	13577.77999997139,	8.147324e-10,	13577.859999895096,	3.284782e-08,	-0.001454037
13578.759999990463,	2.025054e-10,	13578.490000009537,	1.680305e-10,	13578.569999933243,	1.158484e-11,	13523.47000002861,	0.05109213,	18.0,	13578.640000104904,	3.4263e-11,	13578.269999980927,	1.01725e-10,	13578.33999991417,	8.153366e-10,	13578.420000076294,	3.280274e-08,	-0.001455754
13579.319999933243,	2.021512e-10,	13579.05999994278,	1.680725e-10,	13579.130000114441,	1.129749e-11,	13523.630000114441,	0.05110743,	18.0,	13579.210000038147,	3.432594e-11,	13578.829999923706,	9.84043e-11,	13578.91000008583,	8.174513e-10,	13578.980000019073,	3.275359e-08,	-0.001340263
13579.880000114441,	2.026114e-10,	13579.619999885559,	1.675707e-10,	13579.69000005722,	1.134914e-11,	13523.799999952316,	0.05109594,	18.0,	13579.769999980927,	3.422083e-11,	13579.400000095367,	9.631516e-11,	13579.47000002861,	8.168732e-10,	13579.539999961853,	3.282091e-08,	-0.001379523
13580.450000047684,	2.019641e-10,	13580.180000066757,	1.676567e-10,	13580.259999990463,	1.160754e-11,	13523.960000038147,	0.05109213,	18.0,	13580.329999923706,	3.448693e-11,	13579.960000038147,	9.405972e-11,	13580.02999997139,	8.134038e-10,	13580.109999895096,	3.27904e-08,	-0.001349305
13581.009999990463,	2.020569e-10,	13580.740000009537,	1.682697e-10,	13580.819999933243,	1.0966e-11,	13524.109999895096,	0.05111504,	18.0,	13580.890000104904,	3.436669e-11,	13580.519999980927,	9.122452e-11,	13580.599999904633,	8.125391e-10,	13580.670000076294,	4.881987e-08,	-0.001351556
13581.569999933243,	2.00445e-10,	13581.30999994278,	1.66463e-10,	13581.380000114441,	1.073193e-11,	13524.269999980927,	0.05115697,	18.0,	13581.450000047684,	3.408179e-11,	13581.079999923706,	8.918812e-11,	13581.16000008583,	8.14267e-10,	13581.230000019073,	3.273625e-08,	-0.001426643
13582.130000114441,	2.00966e-10,	13581.869999885559,	1.671491e-10,	13581.94000005722,	1.072851e-11,	13524.44000005722,	0.05111884,	18.0,	13582.019999980927,	3.402274e-11,	13581.650000095367,	8.672213e-11,	13581.72000002861,	8.131948e-10,	13581.789999961853,	3.275902e-08,	-0.00140562
13582.700000047684,	2.01211e-10,	13582.430000066757,	1.670118e-10,	13582.509999990463,	1.055572e-11,	13524.710000038147,	0.05114175,	18.0,	13582.579999923706,	3.374886e-11,	13582.210000038147,	8.501446e-11,	13582.27999997139,	8.105657e-10,	13582.359999895096,	3.258855e-08,	-0.001355677
13583.259999990463,	2.009464e-10,	13583.0,	1.671528e-10,	13583.069999933243,	1.048503e-11,	13524.880000114441,	0.05112265,	18.0,	13583.150000095367,	3.374772e-11,	13582.769999980927,	8.356091e-11,	13582.849999904633,	8.096989e-10,	13582.920000076294,	3.285882e-08,	-0.001348046
13583.819999933243,	1.999334e-10,	13583.55999994278,	1.668658e-10,	13583.630000114441,	1.018287e-11,	13525.049999952316,	0.05114936,	18.0,	13583.710000038147,	3.377938e-11,	13583.329999923706,	8.189702e-11,	13583.41000008583,	8.093077e-10,	13583.480000019073,	3.263916e-08,	-0.001215577
13584.390000104904,	2.013906e-10,	13584.119999885559,	1.674901e-10,	13584.19000005722,	1.017701e-11,	13525.210000038147,	0.05113414,	18.0,	13584.269999980927,	3.356399e-11,	13583.900000095367,	7.983732e-11,	13583.97000002861,	8.075157e-10,	13584.049999952316,	4.869072e-08,	-0.001266016
13584.950000047684,	2.010286e-10,	13584.680000066757,	1.661342e-10,	13584.759999990463,	1.003525e-11,	13525.359999895096,	0.05110355,	18.0,	13584.829999923706,	3.397599e-11,	13584.460000038147,	7.8494e-11,	13584.52999997139,	8.115325e-10,	13584.609999895096,	3.263465e-08,	-0.001287725
13585.509999990463,	2.00481e-10,	13585.25,	1.669143e-10,	13585.319999933243,	9.891924e-12,	13525.539999961853,	0.05113026,	18.0,	13585.390000104904,	3.362995e-11,	13585.019999980927,	7.720948e-11,	13585.099999904633,	8.089982e-10,	13585.170000076294,	3.283776e-08,	-0.001337287
13586.069999933243,	2.005402e-10,	13585.80999994278,	1.665805e-10,	13585.880000114441,	9.836945e-12,	13525.710000038147,	0.05108064,	18.0,	13585.960000038147,	3.394161e-11,	13585.58999991417,	7.566056e-11,	13585.66000008583,	8.095494e-10,	13585.730000019073,	3.261448e-08,	-0.001296501
13586.640000104904,	2.005108e-10,	13586.369999885559,	1.662102e-10,	13586.450000047684,	9.738078e-12,	13525.849999904633,	0.05114944,	18.0,	13586.519999980927,	3.368919e-11,	13586.150000095367,	7.452321e-11,	13586.22000002861,	8.079414e-10,	13586.299999952316,	4.869256e-08,	-0.001372884
13587.200000047684,	2.01559e-10,	13586.930000066757,	1.688549e-10,	13587.009999990463,	9.833074e-12,	13526.009999990463,	0.05112645,	18.0,	13587.079999923706,	3.312198e-11,	13586.710000038147,	7.351917e-11,	13586.77999997139,	8.147345e-10,	13586.859999895096,	3.282437e-08,	-0.001338241
13587.759999990463,	2.016729e-10,	13587.5,	1.677235e-10,	13587.569999933243,	9.602602e-12,	13526.210000038147,	0.05108825,	18.0,	13587.650000095367,	3.389573e-11,	13587.269999980927,	7.260496e-11,	13587.349999904633,	8.1094e-10,	13587.420000076294,	4.926736e-08,	-0.00122977
13588.329999923706,	2.002619e-10,	13588.05999994278,	1.669676e-10,	13588.130000114441,	9.692403e-12,	13526.369999885559,	0.05118376,	18.0,	13588.210000038147,	3.341282e-11,	13587.83999991417,	7.141238e-11,	13587.91000008583,	8.12629e-10,	13587.980000019073,	3.26578e-08,	-0.001309664
13588.890000104904,	2.001845e-10,	13588.619999885559,	1.66582e-10,	13588.700000047684,	9.408392e-12,	13526.52999997139,	0.05109594,	18.0,	13588.769999980927,	3.378343e-11,	13588.400000095367,	6.993581e-11,	13588.47000002861,	8.072446e-10,	13588.549999952316,	3.25383e-08,	-0.001237057
13589.450000047684,	2.010482e-10,	13589.19000005722,	1.674444e-10,	13589.259999990463,	9.293679e-12,	13526.680000066757,	0.05118383,	18.0,	13589.329999923706,	3.329939e-11,	13588.960000038147,	6.883248e-11,	13589.039999961853,	8.077004e-10,	13589.109999895096,	3.272283e-08,	-0.00122523
13590.009999990463,	1.996454e-10,	13589.75,	1.678257e-10,	13589.819999933243,	9.05256e-12,	13526.83999991417,	0.05114556,	18.0,	13589.900000095367,	3.331845e-11,	13589.519999980927,	6.808042e-11,	13589.599999904633,	8.079491e-10,	13589.670000076294,	3.27734e-08,	-0.001299591
